Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
BOS,121468.9285068617,1907.0000000000005,30.508340866135264,1907.0000000000005,1907.0000000000005,52.0,75.0,2.340463998558071,190.0,132.0,17.489522557317773,3.1834168789547217,7.0,1216.8999999999999,1053.0,462.0,317.0,14.0,268.0,33.0,4.047086860054237,0.29870983646971816,440.0,3.2480097177920886,1.9783301222804517,1.86500567477114,7.774375511796192,0.10334254108932776,0.23412091549765254,1.0836339593418494,0.2570182659339462,0.6697857892521983,2.345985361559066,21.47569403597241,13.176698549068533,3.7748506490665554,-0.08053178353605085,1.172939560391797,1.0924077803410313,32.05916673514669,90.46361748569743,96.89897799771634,2.3874763823703367,-0.005521363000995053,88.66876028168707,83.81790658219593,120.1698261649084,94.072693986949,121.50108516301977,95.31225576922046,91.79455292857398,93.94404586034547,100.06258037155507,0.0,0.0,0.0,0.0,1.427064436683376,155.00000000000003,221.1953290170843,3.0,1011223.713698743
BRO,118848.45176053738,1906.9999999999998,27.164833542481727,1906.9999999999998,1906.9999999999998,65.0,83.0,2.3822931046378724,182.0,153.0,20.463128367904332,3.326492950468738,1.0,1354.7,1218.0,527.0,359.0,16.0,463.0,39.0,3.7843064885214432,0.0,479.0,3.1787896821871575,3.0724976863970492,1.0738751101144164,8.082242936528205,0.1061612770489086,0.2414035804669366,1.2394156247694725,0.26432266136216426,0.7025808621288846,2.7352200587435505,14.425374918950387,8.99668050929904,1.9873628533747993,0.3492844279594524,-0.0447122267650011,0.30457219024324733,29.560124012696537,100.519232330046,108.50179435091356,2.7870167537576016,-0.35292695410567754,90.61277124177845,107.80413524227667,87.24439784950397,101.71120931800823,90.50617937517619,101.24352749897186,103.31965166829539,100.27644396725206,100.8532604864888,0.0,0.0,0.0,0.0,1.454303807485052,153.0,222.5086599817274,22.0,1008660.8108806377
BSN,117033.13240574505,1907.0000000000005,28.150807899461405,1907.0000000000005,1907.0000000000005,58.0,90.0,3.3327569309661165,190.0,152.0,19.830415918611607,1.477109515260323,2.0,1336.8,1324.0,646.0,496.0,28.0,458.0,68.0,3.1320317175344106,0.26645721125074806,426.0,2.8642929628919553,3.077624164154072,0.9646074137455118,8.899957516621631,0.18838508880516308,0.25898690259031154,1.3308424089750783,0.2783778713935729,0.6664572410854279,2.991728592985673,11.241142133922992,7.782562684267759,0.011990521008395184,-0.42785598341551717,-0.854904404386013,-1.2827603838744812,30.336175942549367,133.5294230540303,113.305448637532,2.8917908114577484,0.3410283379804433,81.64790658229005,107.98400698111683,78.36720687289119,112.00176102146848,160.60483740369503,108.61789018853027,110.94113336377791,105.6085879230493,95.66782888552929,0.0,0.0,0.0,0.0,1.4268778463494913,152.0,216.88538954576856,16.0,1006883.5596199881
CHC,117668.24643829041,1907.0,28.23732148061789,1907.0,1907.0,107.0,44.0,1.728765162133211,200.0,155.0,17.36206645292917,4.8243952200524625,8.0,1372.4,1054.0,390.0,264.0,11.0,402.0,38.0,3.9793791897406003,0.15083066161468958,586.0,3.8407273496150496,2.633519136766951,1.6226651508386767,6.907023363438989,0.07210823766692559,0.2133520944904074,1.06006027780066,0.24022251211588133,0.7504757840155931,2.3893266553927948,23.543228870654584,17.789387233555317,5.304291173985107,1.1768277323552625,1.3057491238145098,2.4825769224334686,28.95424074613815,70.04433685060015,90.17399108799512,2.4046847489639354,-0.660561493259584,109.48159001612747,92.40177932113177,131.82952318448244,86.92162616246355,61.474779449986826,89.4788660703451,88.36830556346418,91.13353789539593,107.72842496255913,0.0,0.0,0.0,0.0,1.3090783088020983,155.0,202.90730849204624,17.0,1007986.854051297
CHW,120984.21396043831,1907.0,27.47452682510317,1907.0,1907.0,87.0,64.0,2.2210245830923134,210.0,157.0,25.11292158815995,3.6258004838480145,9.0,1405.4,1279.0,475.0,347.0,13.0,305.0,22.0,7.526825103173474,0.22057777145296711,604.0,3.8663559304305006,1.9524391875979379,2.234868481931834,8.186406950537842,0.08319774393397705,0.24348347067844126,1.1265384597928645,0.2731047069376783,0.7136722343140742,2.136592917704207,26.583738915438676,14.516544213300222,5.46725633354404,1.7782389855835867,0.4078943894749821,2.186133393362695,41.715312366586026,92.59123886121344,95.78215596703643,2.175503132073956,0.08443166538810618,105.54924921593664,82.72095925267585,144.01182334780427,99.0584201576148,97.81660160993638,99.12381721023029,95.4289900035404,99.82388224431956,106.61594758587023,0.0,0.0,0.0,0.0,1.8885396114985056,156.99999999999997,296.5011140361642,4.0,1010747.4274227977
CIN,116744.3468919019,1906.9999999999998,27.732088612284212,1906.9999999999998,1906.9999999999998,66.0,87.0,2.4107803905126635,195.0,156.0,18.65288582647996,1.508261095058161,2.0,1349.7,1223.0,519.0,362.0,16.0,444.0,66.0,1.5996147291990812,0.0,481.0,3.2034914804837293,2.957244837082621,1.1641299388508557,8.144563313332617,0.10659082054877825,0.2424174414439876,1.2335342389350266,0.26541013876441366,0.711662982246425,2.752229375718395,20.193734100388358,12.684515707427636,2.821180650768275,0.5600173776363336,-0.14700541451309512,0.4130119491276622,28.81114321701119,95.65815283192156,102.70947714216322,2.7360295127321463,-0.34144898520573125,91.31690665874245,103.7602806904706,94.57693402139128,102.49548182004878,90.87238014187132,101.6687360294818,102.82937001975247,100.68900173369684,102.15696993681566,0.0,0.0,0.0,0.0,1.3445497303104392,156.0,209.74976681140282,17.999999999999996,1006604.0244498777
CLE,118101.1978150605,1907.0000000000007,26.705501365587207,1907.0000000000007,1907.0000000000007,80.0,60.0,2.245253801963314,174.0,146.0,23.08833398361296,3.9872805306281713,5.0,1281.4999999999998,1158.0,469.0,320.0,7.0,325.0,54.0,7.159812719469373,0.21857198595396027,474.0,3.32546937211846,2.2804372869072584,1.6082553056746003,8.125609371880628,0.04910870593137412,0.24203339730530968,1.1562274065319875,0.26755095750409247,0.7008000076379244,2.3962182139741075,19.505059471550837,12.04502759873867,4.218585336519972,1.0995087532572947,0.7233463141696556,1.8228550596159045,31.940148263753418,88.95131957199926,101.30951748999242,2.470505972789138,-0.1509644120107932,90.78336341336617,96.61758537054331,103.62636603826394,98.3227479478676,57.73770413150573,98.53348223767874,97.94393849638138,97.7939032092118,104.69594635565029,0.0,0.0,0.0,0.0,1.552272613343738,158.0,245.25906731660976,5.000000000000001,1007930.1927428796
DET,118088.76086162833,1907.0,29.242497261774368,1907.0,1907.0,92.0,58.0,2.3305288970499785,188.0,153.0,25.81241328952172,3.245052939028843,7.0,1369.5,1281.0,537.0,355.0,8.0,380.0,53.0,3.1256663015699164,0.2607520993063162,512.0,3.3614210066092953,2.4949658871385787,1.3677679671975174,8.411095735774719,0.052558475150614424,0.24841127974815783,1.211784624768144,0.2747153453085697,0.6951122453764148,2.4544395862881716,23.88591412700585,14.021474055945873,4.384709997331794,1.328312325787701,0.13237549061756057,1.460687781646766,36.8276013143483,88.95461128030865,99.82843666330866,2.5418658512412455,-0.12391068923819376,91.76482194870877,105.70673483598777,88.130798375819,101.77723394578547,61.7936398505372,101.12996261349913,102.65018636354921,100.41259481861705,103.84622342427875,0.0,0.0,0.0,0.0,1.8335068046732383,153.0,280.5265180812695,6.0,1007917.7378605331
NYG,118224.83231918664,1907.0000000000002,28.781252406993758,1907.0000000000002,1907.0000000000002,79.0,65.0,2.3971740690189502,206.0,145.0,19.784641454209353,3.851035970114766,12.0,1298.3,1151.0,476.0,346.0,22.0,339.0,40.0,6.519756604790881,0.18100593083262728,621.0,4.302551602164698,2.3485374602736004,2.0532549476161135,7.974499441640496,0.1524226394061419,0.2385029868185179,1.1470041002126776,0.2699277813466424,0.7049168628175307,2.317107096267782,30.53646663235542,18.307630754075944,3.322181480038237,0.0564354358054884,-0.42447164794873093,-0.3680361749132766,37.45736732650389,96.2856278296136,86.49275237013129,2.1657037055030557,0.0800669727511679,122.64608956911259,82.40268206215671,166.94033831531235,100.35530833269526,129.945599058446,100.02703215023261,95.61608045575716,102.40286588339318,101.18858587571509,0.0,0.0,0.0,0.0,1.5880125926211197,155.0,246.14165597842344,30.0,1008045.31718401
NYH,116315.64213624898,1907.0000000000005,28.905887300252317,1907.0000000000005,1907.0000000000005,63.0,71.0,2.9297559267267697,190.0,137.0,13.079814970563502,0.8894869638351557,4.0,1188.9999999999998,1161.0,579.0,388.0,11.0,373.0,38.0,3.1757779646761986,0.11185870479394451,466.0,3.5203743848701854,2.816159028336974,1.3807275882396977,8.768776373566723,0.08303539094332915,0.25539792553660073,1.2872150446559665,0.28278156098813223,0.638562808703953,2.5499326237637403,15.341151020066192,12.003174412995577,0.7736892069859903,-0.8084515588826449,-0.3243067063002702,-1.1327582808635988,24.821698906644244,108.62153077681602,100.50761316537569,2.5866120330966416,0.3798233029630296,96.10415594631766,119.31504843370834,88.96583891262654,106.10529619760356,97.62572121997066,103.97427478843467,109.03989167974534,103.3609180942671,95.39802619917079,0.0,0.0,0.0,0.0,1.0891582910008415,152.00000000000003,165.55213488602058,9.000000000000002,1006183.4641715728
PHA,117253.29095752555,1907.0,26.59049874204529,1907.0,1907.0,88.0,57.0,2.3424513927271673,215.0,150.0,20.480760692615064,5.351413349119432,6.0,1351.3999999999999,1106.0,509.0,353.0,13.0,378.0,67.0,6.045878348379459,0.2539588574811307,789.0,5.244976111276419,2.506584825157375,2.3046939445560164,7.334063599667541,0.08640126404195976,0.22380036879621312,1.0934053805361017,0.2647541610380366,0.680898678750925,2.1198554611760994,30.393138710187706,19.045132119441405,3.9780926129487004,-0.33069164594791123,0.46848669749669064,0.1377950345655465,36.88966997188102,90.23449142629497,87.86071035339177,1.8963287525265293,0.22259593155106824,143.18477156838165,106.19900609571123,148.62168572197606,88.74476408368696,101.58301924742229,91.1106893060326,92.62228929865594,96.7716319923609,101.72278963264615,0.0,0.0,0.0,0.0,1.6697956356371173,150.00000000000003,250.4695217147441,10.000000000000002,1007097.0580139116
PHI,118623.92243767313,1907.0,27.024930747922436,1907.0,1907.0,71.0,51.0,2.268698060941828,161.0,123.0,18.55124653739612,2.623268698060942,4.0,1083.0,886.0,385.0,273.0,8.0,334.0,38.0,3.6768236380424746,0.0,433.0,3.598337950138504,2.775623268698061,1.3834037618836565,7.362880886426593,0.0664819944598338,0.2240392243037565,1.126500461680517,0.24995438450425486,0.7057597218097877,2.504722389025701,21.682853253814542,12.09644516557455,2.716085229333858,-0.5425474395612573,0.6842192472375771,0.14167178056907126,30.681440443213297,92.08433232617784,95.01823514628116,2.5410471808134276,-0.23602432808387325,102.57217561564775,97.38775966051877,112.39130779637502,92.65837774292245,56.678211519904146,93.96099810438544,93.90686463764166,94.825531427922,101.30957544918611,0.0,0.0,0.0,0.0,1.466104681440443,149.0,218.44967682363804,26.0,1008442.5632502309
PIT,118760.14289053368,1907.0,29.0005453837164,1907.0,1907.0,87.0,59.0,2.2836816698705134,191.0,150.0,19.578418387222438,4.314920140241527,5.0,1283.5,1133.0,474.0,326.0,12.0,332.0,43.0,2.7756914686404364,0.1667315932995715,484.0,3.3911659807559484,2.326142406849043,1.5266947451219322,7.937013460678872,0.08395471983843616,0.2367598404976029,1.1403506519475461,0.26143335191566897,0.6974531492497078,2.4213155476901815,23.829348866310063,15.998820535838604,2.997431814512669,-0.05752978281005139,0.23824792873350348,0.18071813868336237,33.55769380599922,92.63560110256904,91.57657808373344,2.4664483188579482,-0.13763387781966918,96.66664925303104,81.61691113096032,124.03263865012485,99.88356497060863,71.57431734350341,99.29596477279385,95.06143845882876,99.18032275190701,100.11719359905884,0.0,0.0,0.0,0.0,1.4690167549668876,157.0,230.635382235965,27.0,1008573.7082976236
SLB,117810.0417078652,1907.0000000000005,29.134382022471918,1907.0000000000005,1907.0000000000005,59.0,62.0,2.440389722411551,142.0,126.0,24.111820224719104,3.075955056179776,5.0,1112.4999999999998,969.0,422.0,302.0,10.0,276.0,45.0,2.915775280898877,0.22939325842696634,395.0,3.1918964406924317,2.2305766936944673,1.4626627604512363,7.830392170027049,0.08082190604018037,0.23559043783080771,1.1178854293023905,0.2586603623850332,0.6803046416215731,2.4500663054841074,15.742004007210898,8.442116513848305,3.0417558079763753,-0.035616256363899194,1.186201328856222,1.1505851141200978,32.758112359550566,98.98423160812577,105.905941438308,2.5047436771909726,-0.009676583072556049,87.13690072827673,94.50509135502219,94.24525188702277,94.7505153682197,95.0233000399837,95.91050854889436,94.6959924276498,94.54425683658663,101.63404332690625,0.0,0.0,0.0,0.0,1.6425011766292141,155.00000000000003,254.58765589459026,2.0,1007644.9974831463
STL,116095.39491570306,1907.0,27.994174243092942,1907.0,1907.0,43.0,83.0,2.643253382628924,152.0,125.0,25.344249271780388,3.7490511077765025,2.0,1132.9,996.0,493.0,334.0,15.0,395.0,33.0,9.486097625562715,0.3383352458292876,498.0,3.9495435640718304,3.1265481764778604,1.387446928554153,7.893433630482948,0.11887551074936559,0.23679860130821287,1.2244424229956454,0.2657889820398062,0.6696881476864683,2.6007328745268428,24.055909556938044,10.768116869032383,1.8710975974669302,-0.9809449086312172,0.008600320952368769,-0.9723446038935945,34.749315914908635,108.7933752896158,100.30387056389904,2.540541502542696,0.04252050810208189,112.58344315325742,109.70059438962788,112.71978495142827,99.33513339463265,101.34550561445391,99.31222087465979,102.07146182728164,100.83272401721769,96.13161532879599,0.0,0.0,0.0,0.0,1.7361640744990732,155.0,269.105268441649,28.0,1005968.5266131166
WAS,117676.90731399748,1907.0000000000002,27.390290037831026,1907.0000000000002,1907.0000000000002,47.0,93.0,3.030632210656696,195.0,143.0,16.12366015132409,1.6244482976040353,5.0,1268.8,1285.0,632.0,428.0,9.0,323.0,44.0,7.403688524590164,0.0859079445145019,541.0,3.832961890782678,2.2824513831684206,1.861673056256305,9.098053570979722,0.06380393187902479,0.26257596670702943,1.2645005504609046,0.29390076138310567,0.6276916183417401,2.2830309550935275,16.356995704925584,11.979666301980615,0.10549272347387263,-0.9724782413531747,-0.9484970591472602,-1.9209753277251045,29.503310214375787,123.18063110041757,99.33703365597579,2.303211003217249,0.7476012555631681,104.63761151973458,96.70291861718621,119.95509221539298,110.08966677272083,75.0150603928732,106.8965053567871,107.11574854851607,107.42515324907205,93.77392621223963,0.0,0.0,0.0,0.0,1.2935540400378311,153.99999999999997,199.2072046558463,8.0,1007520.7910624214
