Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerTeamId,playerid
AB2,,1932.0000000000002,24.726937269372694,1932.0000000000002,1932.0000000000002,15.0,22.0,3.709468133097384,58.0,38.0,5.1836409929980904,0.5359643539147041,1.0,314.2,0.0,351.0,189.0,131.0,0.0,81.0,12.0,1.6584977721196692,,130.0,3.7005309922133556,2.2942090097512735,1.795386275630172,9.958005583203294,,0.2783953250756507,1.3613571769949517,,,,,7.5816007067943225,1.6632653176784515,0.8445281249907918,,,,10.748249522597073,106.65967030721217,,,,,3.6698184809365135,,95.64174634021514,96.96116283984693,110.61201159878964,110.28600506928625,,,107.5192614373265,,,,,0.0,0.0,0.0,0.0,1.5325556683640997,42.00000000000001,64.36740378647531,1170.0,,1016078.7444302994
BBB,,1932.0000000000002,25.43646408839779,1932.0000000000002,1932.0000000000002,2.0,4.0,5.253267779900032,9.0,6.0,1.4838709677419355,0.7419354838709677,0.0,43.400000000000006,0.0,43.0,36.0,26.0,0.0,22.0,1.0,0.18433179723502302,,20.0,4.023841519724793,4.459057316565704,0.8574139324423962,8.64044557935898,,0.24820711151141595,1.4555003217694094,,,,,-3.9253460449007798,-0.6823118701577187,-0.3448282029771585,,,,4.709677419354838,151.04909634896387,,,,,4.318863728331201,,103.99783997284136,188.45509748504207,52.43353528064499,95.69388337895877,,,114.95463663979953,,,,,0.0,0.0,0.0,0.0,1.8031645161290324,14.000000000000002,25.24426566620576,1171.0,,1014742.8940092165
BBS,,1932.0000000000002,26.652542372881364,1932.0000000000002,1932.0000000000002,31.0,31.0,4.286956133729209,95.0,63.0,4.585074626865672,0.7111940298507462,1.0,536.0,2332.0,576.0,322.0,259.0,23.0,206.0,15.0,0.4216417910447761,,245.0,4.100963396637724,3.4094890044966784,1.3851303014291045,9.59146767239265,0.3852120487918049,0.27026726983447685,1.4445507418765922,0.298476826299917,0.628652907563433,3.874472411816759,0.20240372535447765,5.704086782538624,3.708533436059952,0.8665424128632936,0.25707340438280313,0.015171131911451247,0.2722445532467578,11.680223880597016,102.95293049293346,106.50659628067064,0.10575838254104478,0.0868745865671642,0.018883794481343287,3.9253957288418446,0.41248372191245086,91.63012091161502,106.7921032807888,100.15357524885164,99.95014912494324,123.63713656966735,101.02503402980247,101.65818836024287,99.9243362601561,102.97302760104645,92.83524184805454,106.90262037278502,0.0,0.0,0.0,0.0,1.0950637723880596,64.0,70.08408497576393,1107.0000000000002,,1015552.3858208954
BCA,,1931.9999999999995,30.607843137254903,1931.9999999999995,1931.9999999999995,1.0,10.0,6.193666137797229,22.0,12.0,0.9045120671563482,0.0,0.0,95.30000000000001,0.0,139.0,105.0,68.0,0.0,27.0,1.0,0.0,,45.0,4.221515167247588,2.3380819579617254,2.107380201993704,12.863211997548357,,0.3326171793121111,1.6890326617233424,,,,,-7.009645208137858,-3.297713089734316,-0.562056083697337,,,,3.5907660020986354,178.08870828573137,,,,,3.5949405509052266,,109.10679673993828,98.8153845160834,138.76962812105074,142.46148505497985,,,133.39889589658284,,,,,0.0,0.0,0.0,0.0,1.5118932109129066,11.999999999999998,18.14271010431888,1171.9999999999998,,1016174.6915005245
BOS,118274.27788385935,1931.9999999999998,25.011119847242497,1931.9999999999998,1931.9999999999998,28.0,67.0,5.127146786253131,234.0,102.0,3.7636751656744916,0.2741772436257441,3.0,890.3000000000001,4080.0,1052.0,605.0,510.0,58.0,412.0,24.0,1.7322250926653937,0.8430866000224643,234.0,2.3577370086638543,4.145144255971881,0.6317161435134224,10.59326466094186,0.5839149708700665,0.28830456799643706,1.6376009907681939,0.2961773772992114,0.6314852486083341,4.7912309813846905,0.17117068160395377,8.679783457251835,3.478347659111023,0.5220483727539762,-0.013540195247406734,-0.26485554413334583,-0.2783957365927476,32.77490733460631,115.88858253730713,110.9525086976316,0.05749389087947883,0.099382612806919,-0.0418887221880265,4.654665941612218,0.33591580486844064,71.85695675122712,115.13941424975413,69.31242511660415,107.85924233261021,100.98679669852865,106.03817987822055,109.81203813035813,103.38168356819871,96.98200495020716,69.84820144832611,110.0410654704872,0.0,0.0,0.0,0.0,0.8781856969560822,153.99999999999997,135.24074244710766,3.0,,1008099.2937212175
BRO,118972.61529350805,1932.0000000000005,31.470501147383235,1932.0000000000005,1932.0000000000005,80.0,70.0,4.203687714210408,299.0,150.0,9.143311866163298,0.9840846842845512,15.0,1350.8999999999999,5845.0,1500.0,721.0,632.0,69.0,391.0,25.0,2.495595528906655,0.20208749722407285,490.0,3.259114850061582,2.600559355728543,1.3503804296979791,9.977615823505378,0.45901667101910093,0.27576388873978425,1.3975750199148802,0.2932809499179629,0.6584518992338442,3.870365673115101,0.1621158353808572,19.497660847386687,12.824724087491632,1.5401080843185027,-0.280021612716578,-0.11779863973640337,-0.397820264072349,33.316085572581244,110.25325832100097,98.89880030330374,0.08390874324080243,0.06642944580797988,0.017479298298911837,3.9422497140614166,0.3333220410953061,104.71713650472196,102.40972114951677,110.17924155339196,101.92399856975186,87.13143160788542,101.49943577298616,102.0240492827213,102.56377972800601,98.00242128626716,104.41685681791543,101.31654845653539,0.0,0.0,0.0,0.0,1.1386406521578207,154.0,175.35055631733164,22.000000000000004,9.0,1008786.1011917981
BSN,115188.16105479548,1931.9999999999998,30.166867512582407,1931.9999999999998,1931.9999999999998,77.0,77.0,3.5298994419490706,278.0,155.0,10.390586233784648,1.1808322109590983,8.0,1410.7,6013.0,1480.0,652.0,554.0,61.0,419.0,29.0,1.8368186006946907,0.15098887077337492,440.0,2.8045771317341077,2.6705446231556538,1.0750304166640674,9.429731030833187,0.38845033129187345,0.26522428888345395,1.3444750726654269,0.27974897973977525,0.6941225507861346,3.8989880912256445,0.15233959606365635,15.972754368688582,9.898189457133412,2.503042338943468,0.4525213079765215,0.4869913762836577,0.9395126929490684,32.08045651095201,97.10330347508227,104.51673052339595,0.07293326480328914,0.06933737740129013,0.0035958885716311046,4.108850626760393,-0.3690886492765719,90.11259187023519,105.16573273833008,86.5804914456698,96.327209736376,73.73639262136923,97.62016266155997,98.14771237207869,97.83149142551038,103.31155681778742,90.75886473976242,105.75165288761562,0.0,0.0,0.0,0.0,1.1974465931806906,155.0,185.60415602430035,16.0,,1005065.0197065288
CAG,,1932.0000000000002,26.418908331156963,1932.0000000000002,1932.0000000000002,27.0,17.0,3.0627151376449686,59.0,44.0,8.546095586314966,1.83964481587882,1.0,382.9,0.0,374.0,174.0,131.0,0.0,105.0,14.0,0.0,,161.0,3.76574628821939,2.457554737293713,1.9146866516453382,8.742280402442123,,0.2552287512169787,1.244426126637315,,,,,18.931506700134676,7.70579382032156,2.0504780700014353,,,,12.797858448681119,88.06334900452542,,,,,3.693161975781512,,97.32726250295926,103.8647150533189,117.08905831741144,96.82171522449634,,,98.28410964468968,,,,,0.0,0.0,0.0,0.0,2.0251781770697312,44.0,89.10778501744245,1174.0,,1015702.7503264562
CHC,119170.82479090714,1931.9999999999998,30.22167417256415,1931.9999999999998,1931.9999999999998,90.0,64.0,3.4419068015530874,286.0,154.0,13.061548359425261,1.4870970047894774,7.0,1398.9,5977.0,1444.0,633.0,536.0,68.0,409.0,28.0,4.110229466009006,0.18593180355993996,527.0,3.3857677157554296,2.6259775834855974,1.3292137794131103,9.274373351910826,0.4369526170576394,0.25977450921072864,1.322261215044047,0.27700442471464487,0.7036650668589606,3.8233629206313777,0.1682880406140539,24.415069120201174,15.093503402546048,3.682994629954204,0.4965089645538449,0.7651647556694587,1.2616736913350939,34.95725212667096,89.50398204452229,96.83353161985829,0.08875966002716419,0.06809565350990063,0.02066400976481521,3.9040331924061316,-0.38145611907829025,108.78656211128694,103.41068796497545,108.49068567916756,94.74018973837417,82.94319024299656,95.61428160006004,96.52608371356057,96.87168842048192,104.73184178744371,110.45338429414913,103.85780512004598,0.0,0.0,0.0,0.0,1.3107883201086565,153.99999999999997,201.86153016706334,17.0,,1008968.4671527627
CHW,115457.92182333495,1932.0000000000014,31.273893874980327,1932.0000000000014,1932.0000000000014,44.0,97.0,4.800123563393416,296.0,147.0,6.842387025665253,0.3120768382931823,9.0,1270.1999999999996,5785.0,1471.0,852.0,682.0,80.0,552.0,27.0,2.431743032593293,0.4120610927413007,349.0,2.459213732488294,3.883940337461107,0.6650004963580541,10.366818915413171,0.5641096066785223,0.28118113111163257,1.5834176947638086,0.289945840423649,0.6234707660494413,4.635692588749719,0.16843862633601012,13.186291310346126,7.137565133860335,1.0467241988939677,-0.28604759330836127,0.10057243277283438,-0.18547515357518846,26.848606518658492,108.79306404221445,107.73015769313821,0.06037334237836561,0.09446979527712175,-0.034096456088804926,4.561158744430401,0.16443097464369663,74.94967172677958,107.88396924714836,73.02190088513673,105.55360121781564,97.56150297096491,103.41818572762016,106.1786877596608,101.20654521263776,95.70559794363507,73.34638923856023,104.60136653920269,0.0,0.0,0.0,0.0,0.9242137490159031,152.00000000000009,140.4806143982057,4.0,,1005347.7109116677
