Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerTeamId,playerid
ATL,118443.98598772123,1973.0,28.062405200433375,1973.0,1973.0,71.0,75.0,4.178391811321837,412.0,152.0,4.749151318165404,1.185554351751535,33.0,1384.4999999999998,5964.0,1369.0,727.0,645.0,142.0,550.0,60.0,27.0,5.616612495485735,0.3078367641747924,767.0,4.975674332436797,3.5640793288339925,1.4796683272416038,8.873289508291743,0.920508666388613,0.25313516801496616,1.3819298707917482,0.2726943797377416,0.7024802370422536,4.035691232449612,0.2440956820267245,18.69129759052162,11.667337039485574,1.9441647171931136,-0.39789358842008044,0.28509881154675437,-0.11279477533955314,33.474250631997116,107.76515147722937,103.69313177215332,0.1289086937385338,0.09153359537811485,0.037375099875767426,3.8827975539913453,0.1427005788722238,91.98601441380201,107.28383675568524,90.87560109231912,102.4907621514318,115.35722233481667,101.68306153146456,103.8199299312062,99.12521669652732,96.83811673336635,91.23599683656838,105.48278528769754,0.0,0.0,0.0,0.0,1.0019991505958832,162.00000000000006,162.32373868050925,16.0,,1008270.9538461542
BAL,116957.14720237674,1973.0,28.630685435382333,1973.0,1973.0,96.0,64.0,3.051824147119554,290.0,160.0,11.856546650633089,2.4097757657211574,25.0,1413.7,5803.0,1259.0,540.0,480.0,113.0,465.0,34.0,18.0,5.21970715144656,0.18815873240432907,690.0,4.387634118096639,2.956788941112246,1.520297594001556,8.005643110617394,0.7184043421818883,0.23600827196892454,1.2180480057477376,0.25306771791283866,0.7613079970715144,3.6518067595613517,0.21856037397043218,21.957895884101003,14.650003835558891,4.389683551149298,0.531792945718718,1.5123603848278389,2.044153282950486,34.716347174082195,82.64458573716581,99.30557978706211,0.11919498969300417,0.08007840389969582,0.03911658590648653,3.861899730076085,-0.5999826124417988,86.09414569596063,85.9841064749012,102.58266528679289,90.00530016303455,89.47480151734077,92.49388080842974,88.884119132948,90.57109287280164,105.49301234979596,90.05265235516005,89.66203671029986,0.0,0.0,0.0,0.0,1.2898211480512132,162.0,208.9507202423132,2.0,,1006807.9202801159
BOS,118545.3815496098,1973.0,27.749860646599775,1973.0,1973.0,89.0,72.0,3.647653964107682,304.0,162.0,11.687012263099216,1.3370958751393534,33.0,1435.2,6077.0,1412.0,645.0,583.0,157.0,498.0,35.0,32.0,2.5136566332218506,0.26142697881828314,803.0,5.025679826519108,3.116635931379849,1.7216294513614823,8.835939696260045,0.9828853289760362,0.25340465307082244,1.328063958626655,0.27176382449668723,0.7576045768178653,3.973984671244301,0.2397802934322742,25.4858304257842,16.751671999692917,4.1469897846937895,0.6737892236179022,0.7080425297988863,1.38183176938814,31.627787068004455,90.13932163294515,98.5805564081469,0.13267324789994425,0.08131544937987736,0.05135779757107023,3.7150051617777815,-0.3263307071366191,98.6138769914762,90.6324939332539,116.16760989378507,99.34010217488023,122.41500302927061,99.31168760271376,96.91226828312172,97.2622932350255,104.97983634333747,100.23557177530746,91.04712868821255,0.0,0.0,0.0,0.0,1.2382321753065777,162.0,200.59384252820394,2.9999999999999996,,1008362.7227564103
CAL,120878.55395786901,1973.0,28.46401610468043,1973.0,1973.0,75.0,80.0,3.507986997202272,305.0,156.0,14.229204112445181,2.1263210870659286,18.0,1390.8999999999999,5973.0,1278.0,618.0,545.0,99.0,588.0,30.0,40.0,7.457473578258682,0.6969588036523116,987.0,6.378605521328518,3.790413263796522,1.6447982891710409,8.257475226168209,0.6397337360373906,0.23821949557748473,1.3386542766627478,0.2772041232425691,0.7314948555029117,3.4200757532605555,0.281526496602919,33.96826551807578,17.641756750643253,3.658565065065997,-0.3400419927167681,0.17985080921838598,-0.16019118607640956,36.986339779998566,97.11710862507745,95.10577453495728,0.16670211320224318,0.09824369908548422,0.06845841323747215,3.509797765451647,0.08791124394171716,125.16098159263629,110.22609464156054,110.98339764381929,92.8365811529131,79.67664683379675,93.36048031862776,97.68507123139146,99.20933652854725,101.36186150059892,125.94461747797429,110.00131644132483,0.0,0.0,0.0,0.0,1.4382622769429863,162.0,232.99825417717767,1.0,,1010645.9897188873
CHC,116649.08237791933,1973.0,27.304600141542817,1973.0,1973.0,77.0,82.0,3.636791870631731,397.0,160.0,4.4775654635527244,1.3399858457183298,40.0,1413.0,5994.0,1448.0,643.0,572.0,125.0,428.0,65.0,29.0,5.679688605803255,0.4445859872611465,876.0,5.5701997538241725,2.7210084712760945,2.1811070764019815,9.206840255484458,0.7948290689022145,0.260968916931763,1.325316525195617,0.2911484723343982,0.7286466616786977,3.4441549447452813,0.23859245959943384,29.542334950400512,22.217234283685684,2.7846183225354317,0.1509362725800685,-0.6881600751529032,-0.5372237950647796,39.52724699221515,92.77346150944253,87.47200344728564,0.1464540374861996,0.07129546251238499,0.07515857497381458,3.429395841892209,0.19263692588644965,102.97709227124852,81.90620962938117,133.95530125780581,106.34343372988252,99.60718129819261,104.82983714298925,99.56675204049739,105.83333414779503,100.44520365964553,103.65382993420175,82.16047527581293,0.0,0.0,0.0,0.0,1.15535274522293,161.00000000000003,186.011754847619,17.000000000000004,,1006508.1927813165
CHW,117425.53648638102,1973.0,26.624756107078746,1973.0,1973.0,67.0,76.0,3.7603616512819844,300.0,138.0,9.956138297042068,2.001717006165613,35.0,1281.3,5547.0,1292.0,610.0,537.0,92.0,519.0,18.0,35.0,5.709669866541794,0.21009911808319676,761.0,5.332349808474298,3.633544288772684,1.5905264430593926,9.052204121047028,0.6445370216158255,0.25775557062014043,1.4095276010910796,0.28882525265791736,0.7239953983813315,3.60419407999217,0.247064709616015,33.62351395476202,17.09072595834732,3.1467468908256806,0.0781789852625628,-0.6113968742814376,-0.5332178630270304,40.92031530476859,96.43051127901288,92.81707057869572,0.13751444550456568,0.0930669778576446,0.04444746824787326,3.797929098933858,0.15616757128981393,104.6313546107088,105.66430855547469,107.32138374162207,101.77150514883034,80.27487960958469,101.01685346769207,102.85688135883278,103.36845409694001,100.32267616776386,103.8931311166094,104.20505552695055,0.0,0.0,0.0,0.0,1.3911768641223758,162.0,225.37044987923778,4.0,,1007272.7520487006
CIN,113857.2179956717,1973.0,26.068087231563176,1973.0,1973.0,83.0,51.0,3.226488023600141,353.0,129.0,6.889712002663559,2.6687198268686534,42.0,1201.4,5031.0,1127.0,480.0,432.0,101.0,401.0,71.0,26.0,4.114616281005494,0.9842683535874812,652.0,4.870713365771076,2.9942107722620963,1.6597250795630099,8.421007410503792,0.7543434599952314,0.24403614587882544,1.268357575862877,0.26475691000706875,0.7596257210862326,3.6353220932434622,0.22978866146662225,17.582881114770434,9.717969916760921,3.1408662338715856,0.6295087566859406,0.6131279229366166,1.242636626068796,44.0104045280506,91.33643417351436,102.47999367407803,0.13006233581405027,0.0795959244822707,0.05046641391626435,3.7257017871376044,-0.4088340696433211,90.04558577086246,90.1299859138021,101.93400206102815,97.2666863601011,94.53356541756645,98.0280323429061,95.28761005676401,96.23992288214157,104.71572075314596,92.05249471235923,91.72588135757891,0.0,0.0,0.0,0.0,1.2092715057432992,161.99999999999997,195.90224258066593,18.0,,1003778.3748127184
CLE,121054.6312348885,1973.0,28.62227993194233,1973.0,1973.0,56.0,67.0,4.320968320114469,260.0,121.0,12.910539983881078,2.6474433598997043,13.0,1116.7,4831.0,1141.0,591.0,537.0,121.0,447.0,52.0,30.0,10.374944031521448,0.2985582519924778,715.0,5.754335790046053,3.596437413995539,1.6604560540010747,9.182016324921356,0.9737754349406544,0.2615366634626452,1.4198281932129881,0.2897107065298787,0.7135982407647533,3.972524202946843,0.2649079889486881,24.404705897220474,10.268939942121506,2.366529290935736,-0.08296021985246552,-0.17724097801269492,-0.26020119393470725,37.62908569893436,110.46479272515053,101.94698505520216,0.1482672601817856,0.09165745629354348,0.05660979876332049,3.6519811236200606,0.3484441171676261,112.91156248612113,104.58523205210118,112.0399112827533,103.23094897028152,121.28039691290972,102.49869962411107,103.60854225641918,103.68535158798872,98.88196167766583,112.01695577428804,102.62684700211943,0.0,0.0,0.0,0.0,1.3633785439240618,161.99999999999997,220.86735265210353,5.0,,1010821.0263275722
DET,116940.64836165047,1973.0,30.308555825242713,1973.0,1973.0,77.0,74.0,3.878879274652089,310.0,161.0,8.08176577669903,1.2923240291262135,42.0,1318.4,5612.0,1343.0,615.0,570.0,144.0,433.0,34.0,28.0,6.053625606796117,0.17475728155339804,839.0,5.713396278027348,2.9471547030902006,2.019938669711772,9.14454901521036,0.9808504572031437,0.2599482859678981,1.343522635366729,0.28686397157636706,0.748010503514108,3.7585336727923666,0.2530322854376517,27.834196152572417,16.353487698361278,3.071918165884817,0.5812908418603592,-0.517809185188137,0.06348165431120936,38.35057645631068,98.16314223412623,95.50371722227293,0.15042888017521236,0.07698894083889563,0.07343993595873786,3.4500195075674664,0.12034560185972222,112.1082474836412,85.70394060429277,136.61864042864872,102.80971404758468,122.16156671589891,101.87619941489268,98.04032798070233,102.66652588400238,103.65040355511778,113.65007484191946,86.20283215798243,0.0,0.0,0.0,0.0,1.2979000500606794,161.99999999999997,210.25953298514182,5.999999999999999,,1006795.0246510921
HOU,119690.29393245564,1973.0,25.98497424155695,1973.0,1973.0,78.0,75.0,3.7183729935522782,380.0,161.0,7.352389811104749,2.2332570120206063,25.0,1397.6000000000001,5961.0,1323.0,634.0,578.0,107.0,549.0,57.0,27.0,5.567043503148254,0.6162707498568974,876.0,5.635302182385657,3.5318266347752783,1.6465852893445907,8.51141003572124,0.6882888516298878,0.2450157489982079,1.3381374078329464,0.2755796826799156,0.7233687235861477,3.5424910480331118,0.2572375564947052,22.212469418755447,14.518684918060899,2.4326115054376665,0.029984278237616624,-0.031947605933463095,-0.0019632981702020374,37.28412993703491,104.06539254094945,98.71805660217275,0.14736398742272466,0.09194605019175729,0.05541793592801946,3.6662835035041508,0.17588194551916653,104.18065032829226,106.31298497460037,101.12700603366203,98.31088016786182,86.25566818349164,98.42153374788941,100.52994356359629,100.17403288281318,99.71763080117124,104.29785379756956,105.95809494730645,0.0,0.0,0.0,0.0,1.1774092873497424,161.99999999999997,190.74020223612092,21.0,,1009484.8180452203
