Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
BEG,,1939.0000000000005,27.868613138686136,1939.0000000000005,1939.0000000000005,13.0,9.0,5.144470430702569,36.0,22.0,4.087485515643106,0.21494785631517965,0.0,172.59999999999997,0.0,208.0,123.0,100.0,0.0,45.0,3.0,,,76.0,3.9298508446952134,2.318904470066071,1.8439855417149487,10.717795821877168,,0.29164339614723195,1.4485222546603602,,,,,10.444615017083127,1.1493768244981766,0.9875390976408406,,,,7.799536500579375,109.28770062125787,,,,,3.7847130354658836,,98.15702584139505,76.18861266835329,140.1830995577252,109.65006645024333,,,101.70474889140787,,,,,0.0,0.0,0.0,0.0,1.777516234067208,27.0,47.99303816201927,1132.0000000000002,1015019.9843568949
BOS,116876.44515335538,1939.0,29.38826965946653,1939.0,1939.0,88.0,58.0,4.495997630076689,319.0,146.0,6.121684987316474,0.5221000845568453,20.0,1300.8999999999999,5803.0,1465.0,761.0,651.0,76.0,506.0,19.0,2.064032592820355,0.11153816588515644,518.0,3.5780091646737446,3.494537549195028,1.0591633975455457,10.118362684957793,0.5249729974175733,0.2768333148709111,1.5125444704614244,0.29583398439029657,0.6566687198762395,4.150447847604736,0.18940705240756403,21.633923538596765,18.118246741592884,1.9226614629383165,-0.01972091218700174,-0.14199701053063116,-0.16171792241007962,30.458067491736493,94.48648047058992,90.53989801410087,0.0896049832877239,0.08678179980321317,0.0028231825613037114,4.243897476521519,0.3455497824719522,100.09775588938962,90.62967347155396,114.25725957855148,103.0558243000624,79.70591198871242,101.84693833903341,99.55190100776704,102.9913839167821,99.44880784434619,100.52144097913862,90.25121036749809,0.0,0.0,0.0,0.0,0.8945184387731572,152.00000000000003,135.96655738156716,3.0000000000000004,1006731.3878084405
BRO,117100.7992750997,1938.9999999999998,30.376513229430948,1938.9999999999998,1938.9999999999998,83.0,67.0,3.6119816558904136,287.0,152.0,9.399782529902138,0.9019209858644437,13.0,1379.5,5878.0,1398.0,628.0,555.0,92.0,388.0,29.0,2.5016310257339613,0.23595505617977527,517.0,3.3643070750257102,2.5240976498292076,1.4072515479702792,9.098835613046592,0.5986346457590733,0.2552804896605576,1.2914370292084223,0.2683009369201967,0.7062972814700978,4.000058346690609,0.1692974595251903,21.068649162577305,16.40554865077138,2.780728731764093,0.01579778261344993,0.6619329935216539,0.6777308021854688,31.85958680681406,89.9084241090247,95.36127230644132,0.08788052571221458,0.06572546660601668,0.022155060919173606,4.011914942083505,-0.3880766908001955,97.49562971897701,80.4270554068828,128.0405896585724,96.22914699377804,112.21453153308404,96.3998391486029,92.29126401969704,95.39341216156465,102.62336219019915,99.35648953957244,81.70408869613723,0.0,0.0,0.0,0.0,1.0690545030808263,157.0,167.84139274522505,22.0,1006953.4670532801
BSN,118307.12278118609,1938.9999999999995,30.738486707566466,1938.9999999999995,1938.9999999999995,59.0,82.0,3.7731705479622604,271.0,141.0,8.273865030674846,1.6171779141104294,14.0,1222.5,5301.0,1267.0,598.0,514.0,59.0,471.0,18.0,2.0083435582822085,0.49038854805725973,379.0,2.7792378778378617,3.4530898273716537,0.8351169784147239,9.302563447567342,0.4335514935230838,0.2627770268422753,1.417294808326555,0.27558064527706355,0.6942771240695296,4.182400737468257,0.17135633198527608,8.595676042165737,5.441563300788403,1.126322333284926,0.10503906218943888,0.18740604424677745,0.292445126213819,28.676482617586913,103.67248159898456,110.27271752589749,0.07162937225112474,0.08859797573496933,-0.01696860600654397,4.481398942526981,-0.40923018950599666,80.54067033597545,110.02817061762859,75.95227754176707,98.38376947170379,81.26956581250359,99.2307056180695,101.28556514225663,97.98168571615585,100.87686084862844,80.98316175499909,110.13717311180527,0.0,0.0,0.0,0.0,0.9760534822085887,152.0,148.3600970747622,16.0,1008135.9226175868
CAG,,1939.0000000000002,29.155763239875387,1939.0000000000002,1939.0000000000002,13.0,22.0,3.618680246356998,66.0,35.0,2.3093760209082004,0.15713819013394317,2.0,306.09999999999997,0.0,294.0,165.0,124.0,0.0,113.0,4.0,,,168.0,4.899366768675585,3.293303627081352,1.7278306487945116,8.575296187094661,,0.2519593011798328,1.318733312686224,,,,,6.249653333622192,3.8816088922321796,0.6010859536529757,,,,10.365893498856586,92.89470097593156,,,,,3.7524363452259726,,97.4652624483317,103.43232923238047,109.44263964602926,96.74370832273358,,,98.51136614564471,,,,,0.0,0.0,0.0,0.0,1.5449268768376352,35.00000000000001,54.072425445673794,1117.0000000000002,1015429.7196994447
CBR,,1939.0000000000002,27.788583509513742,1939.0000000000002,1939.0000000000002,14.0,8.0,3.297727832892163,33.0,23.0,4.702004219409283,0.8338607594936709,0.0,189.6,0.0,171.0,92.0,76.0,0.0,83.0,2.0,,,78.0,3.6908868400228254,3.8601958801493175,1.0150413981487343,7.6927189918776655,,0.2291124500575458,1.283657208002998,,,,,19.00239538907502,4.003771260380745,1.9828062368643309,,,,10.135021097046414,84.65557056192644,,,,,4.318580958811685,,73.42443860906597,121.23663542402558,64.29380677508486,86.78675886192461,,,95.89112825662554,,,,,0.0,0.0,0.0,0.0,3.0072696729957804,23.0,69.16718085707491,1123.0,1015644.6434599155
CHC,118185.74898139946,1939.0,32.27333923826395,1939.0,1939.0,69.0,58.0,3.8913331849379604,245.0,125.0,9.791585473870683,0.9658990256864481,10.0,1129.0,4934.0,1248.0,567.0,489.0,64.0,354.0,15.0,2.606111603188663,0.39787422497785657,455.0,3.6199961897512387,2.8136373995425763,1.416010219330381,9.93062252440411,0.5092540174475385,0.27288344934050424,1.4160288804385208,0.29231013315810683,0.6912711248830825,3.8874849682664996,0.17604537802834366,22.115353172732412,13.237794265151024,2.1145612173844905,0.3050584126128572,-0.40445001845316514,-0.09939161293320779,30.915146147032768,99.71724671944547,95.28757276305012,0.09219350661558902,0.07091473569530557,0.021278770293179806,4.022430434169212,0.003848216671460987,104.90534907471172,89.65285912896458,128.783396964192,105.02611271165001,95.46006300179195,103.04712537068187,101.19509686366307,103.9297936542319,100.4400960605121,104.232683656324,88.15493123866257,0.0,0.0,0.0,0.0,1.082077387068202,156.00000000000003,168.80411430558237,17.000000000000004,1008007.9843224091
CHW,117021.45635585337,1939.0000000000002,31.263912153359396,1939.0000000000002,1939.0000000000002,73.0,52.0,4.150163954256964,225.0,123.0,9.435697003536202,0.8434766424716176,21.0,1074.5999999999997,4633.0,1124.0,558.0,498.0,69.0,340.0,12.0,2.3487809417457663,0.5605806811836964,427.0,3.5640655988015872,2.830037143546418,1.430947367195236,9.379057236252331,0.5760443181909689,0.26181168883313927,1.3565660421998607,0.27761333912723896,0.669800399443514,3.99517188390672,0.17951073879210871,28.556949731870105,15.40775422565639,3.2304111330014402,-0.05090478489949547,0.5150221351994504,0.46411734959864637,31.16880699795273,90.5676243204847,90.62797484820133,0.09244251071840688,0.07211565901544761,0.020326856695514615,4.033853410166501,0.154992070350245,99.70767313983187,73.39607562410168,154.35682505017598,95.52597635943314,87.45999880600762,96.32048419266604,89.28579025671904,96.64806445209446,101.47834301404758,103.70466330728168,74.99873709383678,0.0,0.0,0.0,0.0,1.1174055657919229,155.00000000000006,173.19785968165326,4.0,1006876.0596501027
CIN,119230.2667253521,1938.9999999999998,28.94762323943663,1938.9999999999998,1938.9999999999998,95.0,55.0,3.2645286990986526,289.0,153.0,16.383582746478876,2.2108274647887325,9.0,1363.1999999999998,5764.0,1297.0,577.0,496.0,78.0,488.0,26.0,3.6406983568075124,1.0286091549295777,631.0,4.1585397985902395,3.2144314967322667,1.692400811903609,8.541731754409719,0.512200095271195,0.24586262603254172,1.3062403612379985,0.26777391960776753,0.7294558302009977,3.922988506302033,0.2061668862052524,27.127084293762362,13.748607772169635,4.622279866606745,0.6961766349160545,1.180006870921229,1.8761835170599874,35.755868544600936,86.0462986753106,98.94709081762852,0.10920838746845657,0.08359110151995304,0.025617288416226534,3.970368223310393,-0.6584598072033819,120.5120244179509,102.42363646541507,154.33300425883598,90.33722506184436,96.01230758900996,92.84343521005121,93.34916943344398,95.20603309282966,105.9882455566892,123.46947150298007,103.91306768704045,0.0,0.0,0.0,0.0,1.384611755428404,156.00000000000003,215.99946601314585,18.0,1009037.9404342722
CLE,115212.97609023751,1939.0,26.54555564381603,1939.0,1939.0,81.0,60.0,4.146530496244425,270.0,143.0,11.671300341568037,1.7164190960362224,11.0,1258.8999999999999,5546.0,1285.0,655.0,581.0,67.0,579.0,16.0,5.39185002780205,0.7412820716498532,576.0,4.109523417390996,4.1278999640643175,1.0689746062705534,9.173437182184747,0.47863266742050625,0.25822424210657624,1.4779263495832293,0.2809786233035253,0.6939428489570261,4.170749246227847,0.22063313684645328,30.206097807130647,14.69225317623932,4.294266102777204,0.7797158091848445,0.5911095999574839,1.3708253799658692,30.994757327825884,92.0790913035688,96.12011163296224,0.105487284164747,0.10305067244419733,0.0024366090833267138,4.248536350874865,-0.02421874998342156,114.96730525933206,107.05571784528834,115.31068853276072,93.43173000512326,72.67012484833847,95.00066303701789,97.27342271503316,97.81965153429971,105.13605330926735,118.3386596271115,107.17048764749921,0.0,0.0,0.0,0.0,1.2195962316307887,154.0,187.81791512268646,5.000000000000001,1005105.9779172294
