Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,QS,CG,ShO,SV,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,GB,FB,LD,IFFB,Pitches,Balls,Strikes,RS,IFH,BU,BUH,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,TTO%,CFraming,Starting,Start-IP,Relieving,Relief-IP,RAR,WAR,Dollars,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,tERA,xFIP,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,Games,WPA/LI,Clutch,FB%1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,C+SwStr%,HLD,SD,MD,ERA-,FIP-,xFIP-,K%,BB%,K-BB%,SIERA,kwERA,RS/9,E-F,Pull,Cent,Oppo,Soft,Med,Hard,bipCount,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,LD%+,GB%+,FB%+,HRFB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,DGV,rFTeamV,rBTeamV,rTV,pfxFA%,pfxFC%,pfxFS%,pfxFO%,pfxSI%,pfxSL%,pfxCU%,pfxKC%,pfxEP%,pfxCH%,pfxSC%,pfxKN%,pfxSLO%,pfxCUO%,pfxvFA,pfxvFC,pfxvFS,pfxvFO,pfxvSI,pfxvSL,pfxvCU,pfxvKC,pfxvEP,pfxvCH,pfxvSC,pfxvKN,pfxvSLO,pfxvCUO,pfxFA-X,pfxFC-X,pfxFS-X,pfxFO-X,pfxSI-X,pfxSL-X,pfxCU-X,pfxKC-X,pfxEP-X,pfxCH-X,pfxSC-X,pfxKN-X,pfxSLO-X,pfxCUO-X,pfxFA-Z,pfxFC-Z,pfxFS-Z,pfxFO-Z,pfxSI-Z,pfxSL-Z,pfxCU-Z,pfxKC-Z,pfxEP-Z,pfxCH-Z,pfxSC-Z,pfxKN-Z,pfxSLO-Z,pfxCUO-Z,pfxwFA,pfxwFC,pfxwFS,pfxwFO,pfxwSI,pfxwSL,pfxwCU,pfxwKC,pfxwEP,pfxwCH,pfxwSC,pfxwKN,pfxwSLO,pfxwCUO,pfxwFA/C,pfxwFC/C,pfxwFS/C,pfxwFO/C,pfxwSI/C,pfxwSL/C,pfxwCU/C,pfxwKC/C,pfxwEP/C,pfxwCH/C,pfxwSC/C,pfxwKN/C,pfxwSLO/C,pfxwCUO/C,pfxaaFA,pfxaaFC,pfxaaFS,pfxaaFO,pfxaaSI,pfxaaSL,pfxaaCU,pfxaaKC,pfxaaEP,pfxaaCH,pfxaaSC,pfxaaKN,pfxaaSLO,pfxaaCUO,pfxspFA,pfxspFC,pfxspFS,pfxspFO,pfxspSI,pfxspSL,pfxspCU,pfxspKC,pfxspEP,pfxspCH,pfxspSC,pfxspKN,pfxspSLO,pfxspCUO,pfxO-Swing%,pfxZ-Swing%,pfxSwing%,pfxO-Contact%,pfxZ-Contact%,pfxContact%,pfxZone%,CompetitiveSwings,scH-Swing%,scH-Contact%,scH-Zone%,scS-Swing%,scS-Contact%,scS-Zone%,scC-Swing%,scC-Contact%,scC-Zone%,scW-Swing%,scW-Contact%,scW-Zone%,scSI-Swing%,scSI-Contact%,scSI-Zone%,scSO-Swing%,scSO-Contact%,scSO-Zone%,scO-Swing%,scO-Contact%,scO-Zone%,scZ-Swing%,scZ-Contact%,scZ-Zone%,piCH%,piCS%,piCU%,piFA%,piFC%,piFS%,piKN%,piSB%,piSI%,piSL%,piXX%,pivCH,pivCS,pivCU,pivFA,pivFC,pivFS,pivKN,pivSB,pivSI,pivSL,pivXX,piCH-X,piCS-X,piCU-X,piFA-X,piFC-X,piFS-X,piKN-X,piSB-X,piSI-X,piSL-X,piXX-X,piCH-Z,piCS-Z,piCU-Z,piFA-Z,piFC-Z,piFS-Z,piKN-Z,piSB-Z,piSI-Z,piSL-Z,piXX-Z,piwCH,piwCS,piwCU,piwFA,piwFC,piwFS,piwKN,piwSB,piwSI,piwSL,piwXX,piwCH/C,piwCS/C,piwCU/C,piwFA/C,piwFC/C,piwFS/C,piwKN/C,piwSB/C,piwSI/C,piwSL/C,piwXX/C,piO-Swing%,piZ-Swing%,piSwing%,piO-Contact%,piZ-Contact%,piContact%,piZone%,Events,Barrels,HardHit,Q,TG,TIP,teamid,playerTeamId,playerid
ARI,361557.4881732688,2008.0,29.704189227700205,2008.0,2008.0,82.0,74.0,3.958158638418114,577.0,162.0,12.165075520091193,0.8995440296380736,0.3150470219435737,38.0,22.0,1403.6,5999.0,1374.0,688.0,619.0,141.0,439.0,40.0,68.0,5.279424337418068,0.3322171558848675,1203.0,194.88080649757768,130.3973354231975,76.72948133371331,11.524223425477345,22492.0,8067.0,14425.0,72.84497007694502,15.074878882872616,11.46679965802223,2.696779709318894,7.694526933575394,2.8059855587769857,3.0965489999536913,8.788126054379616,0.9018893331012049,0.2494414460988005,1.288234623684067,0.29657981967530034,0.7103259519293247,3.8049892346383856,1.5110986834945859,0.19655741041350816,0.45498885686342266,0.3484537311427045,0.08644563609618126,0.0962658222955258,0.07649117783720433,0.23298857822542038,0.29780271406027364,0.5441215072467077,34.21147276282138,163.15387255773993,4.099282119728772,35.86076888548712,27.107778746837493,23.25518977828324,17.565372517789474,2.523319971414076,-0.23478749365075766,-0.07501727969662507,-0.30980477609105533,4.278956547107487,3.8600344639918744,6.401607816573232,-9.582433698085781,10.670282535132866,74.17709928750992,6.728023737668991,0.9987349940929573,0.9154017523431355,0.9020305273989376,1.1046315070497175,426.0,35.201766885152466,1.1383033009827173,-1.880215614350115,0.5899174876125678,89.97735617936735,0.24949472902420758,83.99344745176565,0.1282838822451013,84.88875305826302,0.1652905070325107,75.15093679601212,0.1034952129082358,80.48382017722629,0.13622500164835166,85.05052306289096,,,0.013203275711028785,0.0030376844425675682,1.2294099097129254,2.1816416950908,0.9185144646951265,6.05301080179486,3.782224166736187,-1.4413448311797865,,0.03922758641027241,0.8232905098548375,0.7435213358565278,0.9582667130331469,-0.3125486282031823,1.5607734830161044,,0.27141712253277284,0.6458228893716159,0.46385511225776566,0.5797689448425478,0.8739393006597322,0.7882683530671132,0.5126012176239669,0.6191117421167,0.09760402353377032,0.1751529415723853,0.27275696424479906,62.0,5.302935309204901,2.254417212881163,87.58668937139525,85.86098204509615,89.23996802326431,0.20168459123396978,0.07266308747150185,0.12902150357010544,3.7019726238889543,3.8338147972445413,4.521770054545987,0.15316940377972868,172.7281989170704,141.25199487033342,99.49422912510686,69.82160159589627,232.906383585067,110.74643773154746,413.5258620689656,0.40680817163009414,0.33921489362140217,0.253976937223568,0.17026805598176117,0.558019462661727,0.2717124809418638,110.13693955182069,81.34707453101501,152.8876957990302,96.89337287006819,88.08472413103588,96.85475120201177,92.60995359784796,100.28622311396744,98.9645551328475,112.61163347732888,82.17312455524834,94.74137153631638,103.13343323983669,99.1707589286986,90.83441049164236,101.42248595656312,100.29514505908318,97.42831542039596,98.64779846756926,100.64601760428877,99.54285488166512,0.0,0.0,0.0,0.0,0.2918944740089769,0.1457321198917471,0.1460025336,,0.3116708398040577,0.18582216858805276,0.1518542728904473,0.25152979,,0.10214681908017063,,,0.18582216858805276,0.1518542728904473,89.92468442560615,85.82760377924565,84.82573113692433,,90.13735753481201,81.18909740775366,72.76884344820675,80.90922095070424,,80.43243905123303,,,81.18909740775366,72.76884344820675,-1.5471884622549452,0.014364247367982414,1.8696979884097455,,-3.253611979500005,1.678942424189751,3.357955566502233,2.9071856118958066,,-3.8178882551148714,,,1.678942424189751,3.357955566502233,7.9537152730549305,5.513636716643474,5.008740258467825,,6.795075126070862,1.5027112909561624,-5.856690929298561,-1.7998770544074103,,4.860792735976918,,,1.5027112909561624,-5.856690929298561,-2.624851636641655,0.9810630972921403,-0.23620518207550048,,3.8341594521212903,2.3756048486758052,1.2305725059522157,16.851730346679688,,4.769983416702506,,,2.3756048486758052,1.2305725059522157,-0.4654871699572849,0.39280028262802374,-0.04742774210478129,,0.6886520105108188,0.5194940346002733,0.6801166069720345,2.157711952199704,,0.5962036724117047,,,0.5194940346002733,0.6801166069720345,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.29130727959176406,0.6234925526802508,0.46363771733043607,0.623174223384155,0.869210776087917,0.7929491321416359,0.5173350967447992,0.0,0.6801199989811912,0.8885313568523795,0.2650254327479339,0.5171154912097464,0.7889004065987462,0.4225022908414079,0.25569134149045314,0.5669001799501283,0.22722667983328582,0.06445807386078656,0.31270341537747576,0.08524559529994301,0.5768084360587062,0.8346547329096609,0.2261148496159875,0.4491535106048732,0.7209555946195498,0.19638744283129098,0.29903471455899117,0.6482973812752921,0.5088597180350528,0.6330753412546309,0.865851123911371,0.49114028196494725,0.0758543841620274,,0.1422763172855745,0.3351857257516967,0.1501935918998183,0.07249125797770344,,,0.3184076727326481,0.17279476057102147,0.0009267749397052253,82.19204789868674,,74.4738378210511,90.45775724595408,85.66997681305604,86.77536696940663,,,89.43474496556757,85.37524083834622,48.73849394279911,-4.150878905325231,,2.457453934711597,-1.5895830583265411,-0.17933636171649306,-3.359072012070003,,,-3.6750806187737193,-0.5393234215584677,-4.013808817776146,2.6147860025929175,,-5.6850461937130445,7.11596247210704,3.854840434934362,4.762865981814913,,,3.968185843124535,0.08040769252193795,2.555345601784485,-0.5684951156371602,,2.294121583516098,0.7245210501620661,0.3851037728828623,-0.8319515969251244,,,2.3131772234126347,1.4010890816917732,0.021451361291027322,-0.4295279132249678,,0.28459236397269916,0.01194040083443526,-0.28205289576875003,0.18098265206705583,,,-0.09375910774043449,-0.7582158248080556,1.899551265998217,0.2929765236755486,0.6213542440659734,0.4635850626838131,0.6270311482024793,0.8683287736114277,0.793006592215731,0.5173609382779994,0.0,0.0,0.0,0.8445777415218011,162.00000000000003,136.82164630851844,15.000000000000002,2.063588079079375,2203.0116842405246
ATL,354855.8531997694,2008.0,28.404223119054482,2008.0,2008.0,68.0,87.0,4.513618433031446,659.0,162.0,6.848299221677717,0.21634476794465266,0.1023349668492361,26.0,17.0,1387.6,6028.0,1388.0,757.0,699.0,151.0,564.0,75.0,39.0,2.258287690977227,0.18413087345056214,1022.0,153.35017296050736,92.80779763620642,63.78675410781205,8.334822715479964,23016.0,8772.0,14244.0,54.67166330354569,9.841452868261749,9.173681176131451,1.115595272412799,6.596870644333417,3.641665730520684,1.994095600110983,8.963797985435301,0.9736019750540879,0.2539045309256934,1.400607079550665,0.2883989420127734,0.7009060922038051,4.369831882987402,1.6848670793572358,0.2031737596313059,0.4809701710918133,0.3158560679430672,0.09110006078812337,0.11108621128531278,0.06219673502558374,0.12240870021266938,0.28802226885629867,2.4568455067142265,10.927381744431585,109.37686883959044,1.5725985099647053,30.081362310818054,8.961266958493816,7.771651652175933,5.666029120387623,0.8376685412674197,-0.25349914733133616,0.17729196884939447,-0.0762071777381455,4.702384364202641,4.233724553914541,-5.301821055356413,-7.3504523506277195,7.278333689211581,-47.85490244626999,-4.778710031881928,0.9631100844057187,0.8802130442893833,0.9211787000975049,0.9903055325575847,515.0,34.19126549437879,0.11401621611511266,-3.843373810712078,0.5984970945452581,89.94481459556069,0.17001803539592467,81.97994323645688,0.0968377166611185,86.37969378839213,0.09426932648040852,74.49901968795739,0.15938169821784334,81.09672761470223,0.0746552921661721,82.9636042449456,,,0.02508687125036711,0.0024833266180195393,0.17174957880981728,1.5531460516236122,-0.6338501564969871,-0.8801353091966142,1.7317222809359576,0.7641564707698266,,-0.1767980124073971,-0.3602952358215635,-5.320531145003765,-1.514872015924159,-0.6846801415124456,0.5915422581607143,,0.2478902742245604,0.6305855450302681,0.4405309277767368,0.6263468051383685,0.8755206791150186,0.8055073678444797,0.5013955637863939,0.5811656169933699,0.08474908436437015,0.17916017109613722,0.2639092569558951,70.0,5.155880657249928,3.4728307869703086,106.74992918615392,102.10773229593109,97.93952438354833,0.17038409260593831,0.0928220312215336,0.07756206210291153,4.225278684842544,4.451328087504178,4.733729726663772,0.14378655004404428,123.08114730469876,114.50778322283077,81.52947535312771,56.20366099740559,177.07516575381953,85.83957912943212,319.2324156817527,0.3876203869357164,0.35311842967786106,0.2592611817454598,0.1728479287712597,0.5550115188267513,0.2721405525151341,94.42544676993182,105.57390527940836,98.45562962007428,98.83024152821638,95.08867467273572,98.58770688064011,100.68830185223713,97.51992120094292,97.65215430878241,95.13483807403598,104.97043879983329,97.93047540414499,109.02268106446004,89.89338661662588,104.81861856395821,96.63872620292884,104.40598240882075,99.45540943423752,100.14249269292542,100.10349599282029,99.6996806271269,0.0,0.0,0.0,0.0,0.34525757201895263,0.06664131739180246,0.14170380529411764,,0.266459829140901,0.15432149124336142,0.08831684087078652,0.12,,0.1569654462988468,,,0.15432149124336142,0.08831684087078652,89.95574411448072,85.34668279308391,81.4405709493611,,89.62721929050308,81.28695752517098,73.91322729588569,76.73333062065973,,81.03928519670072,,,81.28695752517098,73.91322729588569,-1.6312758985749418,0.31606405442583996,-5.598923544431765,,-2.9507824661694095,1.7271339029039294,2.6726903209242714,8.597666422526041,,-2.5107852148328473,,,1.7271339029039294,2.6726903209242714,9.295014851379538,6.767542759527571,4.117082436248632,,7.376733120704688,1.799741939891391,-5.640868242548559,-4.848777770996094,,6.281365742848039,,,1.799741939891391,-5.640868242548559,1.0198588782152875,0.11655700186318714,2.464651761598447,,-0.4077564153954106,1.0043130832491807,-1.0887957746988526,-0.6514238119125366,,1.4009106187669904,,,1.0043130832491807,-1.0887957746988526,-0.2677973346762809,-1.0248825038382308,0.8655908855847682,,-0.7818671761824817,-0.45079437341517675,-1.6676651495106476,-7.23804235458374,,-0.5188755311632789,,,-0.45079437341517675,-1.6676651495106476,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.26792905136350537,0.6173152993312194,0.4393611124308158,0.6728008914420582,0.8721346216971749,0.8097484596670512,0.49062035700273865,0.0,0.6860781161040646,0.897351284038628,0.23684959034520037,0.5085816193989623,0.8025853402205249,0.42455672445589515,0.22561164793384264,0.6356483254345633,0.2477219931486019,0.06241993472902854,0.3538704371595563,0.09087169155880657,0.5738066568521187,0.8378447377118767,0.21903309033871435,0.4387142738721534,0.7538579313087345,0.2055236347038051,0.2788375712590084,0.6955480992959067,0.5442020794767946,0.6311425097830786,0.8707495196973191,0.45579792052320556,0.14155167900177199,,0.06963132420620269,0.34952072181640637,0.13815325928396133,0.07151194823529412,,,0.3442485342087339,0.11669221634050238,0.0048004914402215715,81.53222508447169,,76.08559621826942,90.50895096724868,85.55796782261945,82.97830595031378,,,91.26158928839995,82.24665722258649,0.0,-2.756017660246809,,2.293911295235552,-1.7425943128365349,2.5734568436468193,-5.529829484647782,,,-4.023898935001202,1.3767528201677692,0.0,4.313741648590935,,-5.96232286813038,7.916887930927148,3.6631147436770046,2.0438826445077782,,,5.148284159899821,0.17295115705070996,0.0,-0.5056677138360247,,-0.5417800020321292,1.9279105284416194,0.8598801880984556,-0.1744246722144239,,,0.32423543876025057,-0.26129275894499215,-0.022026654438920015,-0.30925791102076744,,0.09393481992286268,0.2149586077696144,-0.06439097178423615,-0.2292358568129729,,,0.004879436876694419,-0.43379543261680187,-0.3423007646880111,0.26565654645503034,0.6179336626297205,0.4394987860838859,0.6714511316359181,0.8712836278452004,0.8097738719991353,0.4935999166186222,0.0,0.0,0.0,0.6199818737388296,162.00000000000003,100.43722377443012,16.0,1.1262305841172608,3733.3459210147016
BAL,421304.14720437257,2008.0,27.294113302311843,2008.0,2008.0,64.0,90.0,5.236333422418196,601.0,157.0,6.341975035083833,0.4538001329492578,0.047418568579658774,35.0,23.0,1353.8999999999999,6169.0,1483.0,839.0,792.0,181.0,671.0,40.0,77.0,4.717187384592658,0.5702045941354605,896.0,151.8778344043135,128.27742078440065,66.57212497230225,12.444124381416648,23546.0,9354.0,14192.0,60.609350764458235,8.376615702784548,5.3031981682546725,1.5699091513405719,5.922622330404439,4.433618645509427,1.427401966130438,9.80612730402051,1.197971078761397,0.27189426626297186,1.5821939943922152,0.29808205923345604,0.7106799190073123,5.1940427405485,1.2451852607208806,0.1839873461485339,0.43787663756555145,0.378136014889209,0.09662944430548787,0.10346030528140929,0.06281975560152153,0.28784252894549084,0.2821515591624197,0.23487328144112432,5.706068507034516,110.69300620999374,1.1679145338562602,36.269410648036725,5.042828281787618,2.763191647361964,3.1394814250495333,0.6522980037812769,0.021365136630815004,0.12456486826119115,0.1459299961894235,5.357468384401062,5.0913418880609145,-12.602960059419274,-8.643632891914175,8.148615236384133,-122.28269290924072,-12.077752269804478,1.001000189091099,0.8859580755852862,0.9330503331122756,1.1096603746568123,445.0,31.238200753379125,-0.5421541702475273,-4.8775933766886235,0.6436587835689491,90.83231197076744,0.19478275691876465,81.28888923436652,0.30010544680272117,88.94390491773243,0.15726291647332538,75.9496568368921,0.08579938900817084,82.4262119294175,0.08199530215674362,82.00801267013972,,,0.02333088140770154,0.002284325265273312,-4.212739728271754,-0.8993905018451213,0.7175397317425734,-1.6729240347634802,-0.5420388833584016,0.2513785376004141,,-0.7358204153844387,0.1926005642623742,-0.792226995272313,-0.874477002682386,-2.399267691720768,-1.0656431583700725,,0.22927823216264126,0.6530240108892829,0.43610320836472416,0.6445635167464363,0.9013946460469754,0.8320963934411699,0.48700171767929684,0.5579142953903538,0.07304338363837802,0.1662834405510008,0.2393268261614595,40.0,3.625526257478396,3.0724573454464883,117.49109286745828,115.68831772038077,117.5783214057369,0.14527568052514958,0.10775956392938918,0.03751611608686019,4.913109963715886,4.931879444773153,5.018814403555407,0.04229068186969571,152.3833370263683,110.23221803678264,89.4150232661201,57.71814757367605,197.8204446414063,96.49198611418865,352.0667700716449,0.42952372123199645,0.30967666046310666,0.2607996209158727,0.1676086639323436,0.5615262757995421,0.27086506190708326,89.16377275328607,133.36026282100954,69.92268329931943,106.66428089225657,119.84648310569071,104.10482612041933,113.75422653996118,100.25439731203828,100.03932959312917,85.0298314163323,126.01666425830439,94.1779897023948,100.39759334924034,102.61600157239798,107.07174270183889,104.94925026739455,95.13318943024254,98.335939251338,101.0534855025992,99.4239691720648,100.55910787725283,0.0,0.0,0.0,0.0,0.38993134899021253,0.09570919197453559,0.2724875883908046,,0.2956396528831041,0.20330449174783252,0.1495407829429429,,0.00034341,0.09196754182447447,,,0.20330449174783252,0.1495407829429429,91.09982686809523,90.56004600817747,80.62256675123211,,90.77200726084908,81.53928540570358,75.61250550162256,,47.400001525878906,82.99529358374495,,,81.53928540570358,75.61250550162256,-0.8995225902942051,0.6757203465321785,-6.444623978527298,,-2.032950586003508,1.4209680575873533,2.7071209402664573,,0.7089999914169312,0.04189897396433303,,,1.4209680575873533,2.7071209402664573,9.911948162818906,8.904939011131992,5.9472381820961475,,7.696409390543623,0.870419534036999,-5.163968825251573,,3.3540000915527344,5.8747229710067925,,,0.870419534036999,-5.163968825251573,-4.9102517534789945,0.47434349007713245,0.589931755972548,,0.3305668068254402,-1.2744134148114492,-0.10319515245886723,,-0.03786475956439972,-0.23666386175636475,,,-1.2744134148114492,-0.10319515245886723,-0.9516415916184184,-1.1357409997887014,0.3501382850104006,,-0.8795273200869955,-0.5108460513814587,0.060416508736124204,,-3.7864759564399724,-1.1400736874009532,,,-0.5108460513814587,0.060416508736124204,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.25904092049929833,0.6166849610266638,0.4359190272235764,0.6901021422394564,0.9006799452071794,0.8374383660765198,0.4955061798131325,0.0,0.6721908453726272,0.9159760540844968,0.2500111074916907,0.5010038399394343,0.8319323833547532,0.4180411319166851,0.23028685335253712,0.6479435440896669,0.23443198667479137,0.046731654002511266,0.42185724877958425,0.09751577476327647,0.5746798847440727,0.8756745900118177,0.21502312813280153,0.42301312022379794,0.7704775332668587,0.2030180026929611,0.2702027180744516,0.7144941980545092,0.535111844559421,0.6273692460019205,0.8985914730223798,0.4648881554405791,0.09069824006734548,,0.10425749232594075,0.4310042133467589,0.09033168892488957,0.005946112010680289,,,0.24723634780994727,0.1597646191766779,0.003040606305620609,83.30921153187862,,79.10265210620653,91.82335600856327,86.45291887977493,89.78111059137497,,,91.18664089707907,83.86313729305613,0.0,-0.6753212089270882,,0.1482849417202775,-0.9807217374736578,4.640678508325807,-2.88169031697157,,,-0.03499764148344379,0.17977151808464523,0.0,4.370385845229808,,-4.508281419894655,8.132944942116078,2.6205421413700996,5.5799851352221355,,,6.078631908079922,0.2091623724659679,0.0,-0.5928817028480674,,-0.34667678661217827,0.1100346612431139,-0.01587755648372627,-0.1525049069855256,,,0.510404630602192,-0.9025494416448555,-0.040636504149670766,-0.6557125651766552,,-0.3415400810413154,0.005699772412698997,0.8691115808450278,-0.4424945294617392,,,1.1554338524051024,-0.40340988923995136,-2.208725380376713,0.25328414912031916,0.6197460236479799,0.43595749415318713,0.6855525466917792,0.9000627785936924,0.8373671431656695,0.49903046781298477,0.0,0.0,0.0,0.6537193278676415,161.0,105.2488086129038,2.0,1.3629538963688297,4028.633503212941
BOS,369459.0571513619,2008.0,29.088852507813662,2008.0,2008.0,90.0,61.0,3.8889981193069456,572.0,154.0,9.95081113260902,0.6335020092275637,0.3126953415686859,45.0,20.0,1343.7999999999997,5731.0,1253.0,626.0,584.0,136.0,503.0,15.0,64.0,3.9211192141687756,0.2129037059086174,1124.0,161.52522696829888,141.90154784938238,74.1847001041822,16.390311058193188,22012.0,8081.0,13931.0,77.26685518678377,8.789849680011908,6.359651733888975,1.966884953118024,7.505669349472013,3.355378536181388,2.7813188064153898,8.36134804625882,0.9067012045784579,0.24094053223042483,1.3018585091600232,0.2842317859947,0.7384542365292457,4.034768456903478,1.2696820138713354,0.1934062328098676,0.43551813475658596,0.37107563069779737,0.11258721185481474,0.09303365242149131,0.05569593392141689,0.2925660350457657,0.3074606951607382,-0.7509250389448778,23.76987517257588,153.9401817020234,6.072708640689352,45.88299223036235,19.468221725631533,18.001303022232605,12.418820198426838,3.049598926769506,0.523575668042593,0.5229876321089814,1.0465633020136995,4.352692878829535,4.1676411049138515,8.977086552768014,-8.611726173222689,9.867805495097173,100.17940118908882,9.465765547007322,0.9978070298035627,0.925676894525863,0.9617149971319082,1.117071310995898,420.0,36.92260753088258,1.3538286002077833,-3.3515193259767324,0.5552150061102844,89.54608993095476,0.1695292735905882,82.17492876713098,0.14839618761365528,89.19760269072606,0.14749209561383467,73.73718313600769,0.07966064331631612,83.33019910596181,0.08794142049927851,84.83831982567101,0.8104728765748245,65.22299260201513,0.01058775126798765,0.0017723777153736315,6.154571812113655,5.013803867910421,1.7756590449542025,1.3715172235338977,-0.38347358490959055,-0.41522409515119385,4.23292397190467,0.42818786864244585,0.155243823342434,-1.0061077534806824,0.42620682752076033,-0.8543571906594397,-1.0757054982377143,0.08748716985710774,0.24803055931016527,0.6545270794456022,0.45691284173016816,0.6287062612405122,0.8604142663000448,0.7987386566929602,0.5138869792394704,0.5903231016654266,0.09157460366125912,0.17542623859130826,0.26700084034082455,58.0,4.768343503497545,2.623455871409436,86.20438297900468,95.85992612406116,96.3739162371158,0.19686922630599796,0.08702287277347821,0.10984635562509304,4.034444543376638,4.063916569104485,5.165968333548557,-0.14577033759653316,168.09398720047628,124.72525673463316,91.15188272064297,64.75852061318649,216.8670189016223,102.3455871409436,383.9711266557524,0.4306106494128591,0.3248678344537878,0.24452151683286208,0.1716142864875726,0.5580222972049412,0.2703634175658581,112.99619643178005,100.92752652561728,139.2057084820224,90.94896986279286,90.70749079249238,92.25303849897925,93.59908348713806,95.59611361751028,103.9489996237015,115.2275267027078,101.76667069495248,98.99925497036422,99.85682914319338,100.70000213538141,96.28113176814503,105.21482897499085,99.79994362382422,92.19819043148969,103.46852866832957,98.80355373948848,100.37287195550215,0.0,0.0,0.0,0.0,0.407359837258504,0.13080157907492357,0.10392876503994009,,0.18386549136236477,0.1668694394446238,0.139721578951844,,,0.09835553472972972,,0.8077267928471097,0.1668694394446238,0.139721578951844,90.03314926449167,90.13935115637234,84.56896672044165,,91.89784310956598,82.75896496311788,73.58756953891213,,,83.510319879686,,65.15130920745855,82.75896496311788,73.58756953891213,-3.925610631478282,0.3371042703799882,-7.106290031802895,,-5.022528178926949,2.91635026075722,2.786092817623972,,,-1.7236542650258713,,1.6911857919803486,2.91635026075722,2.786092817623972,9.639517355080859,7.358855035739472,5.277940180080636,,5.60102168978683,1.5106494324441728,-4.472283566365988,,,4.504308109185236,,1.9096560476575763,1.5106494324441728,-4.472283566365988,1.5474025337514856,2.6724128066984587,-0.7282192795590884,,5.348107064018114,4.33976359205416,1.1767918894254894,,,0.42163564755679794,,5.456269192863065,4.33976359205416,1.1767918894254894,0.259734070593095,0.3521914146955789,-0.79126113264185,,1.808120524500765,0.16260173603675834,0.4275267667004754,,,-0.06990442751972101,,0.1594482631857605,0.16260173603675834,0.4275267667004754,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.28632809405789555,0.6205239176164609,0.4577425923106118,0.6848113690138538,0.8569816331165354,0.8043978376328323,0.5134180154695639,0.0,0.6786894648830628,0.8730904466021154,0.2631074653177556,0.5123331753787768,0.8063285077660367,0.4214916166832863,0.2539059021766632,0.6383293553120812,0.22869762603884508,0.055969523318202125,0.2799401222555878,0.08670329229944933,0.5814452652344101,0.8283295720047629,0.22337982595698763,0.43421878709852657,0.7721215134038434,0.19811179288063704,0.29024797740735236,0.701918771570833,0.5134933713566007,0.6345445795988988,0.8539127476462275,0.4865066286433994,0.07075719227257854,,0.11878504433837114,0.38128391764994796,0.12914224992303222,0.042116414015365956,0.36377644810728743,,0.2050517271411155,0.09663402165179456,0.0009140754268781034,81.14572890297717,,75.52536828995058,90.09313257175204,89.9263881705326,86.28683741930011,80.23544665546126,,90.90339654266224,83.8538542618742,0.0,-0.2912064749382633,,2.4349466795242116,-2.799944496292328,-0.6422332378651983,-5.774944799101989,3.637922501952294,,-3.153743482701137,2.351110876787923,0.0,2.85572365129882,,-6.1924730835157895,7.902972638453296,4.339262417270074,2.145015710990015,4.335769541413696,,3.073599841906563,-0.4803969457249964,0.0,0.13620123328154676,,-0.5091192064217219,2.4512534234495367,0.8307546817064889,-0.6362874414101455,1.5359708013537108,,0.45826260897708554,0.04637652491157474,-0.042236422990713854,-0.09885163111264772,,-0.21281748142979498,0.3727284871258306,1.0050120041097599,1.6370565842544023,-1.2679967771925262,,0.05556632782547971,-0.4761290569449662,-1.9973770121117536,0.28758396957210897,0.6206580889633875,0.457770455361661,0.6784746007574857,0.8611469958371785,0.8045326595847597,0.5111500362300939,0.0,0.0,0.0,0.7965305015627328,162.00000000000003,129.03801823985918,3.000000000000001,2.681574639083198,3351.538324155381
