Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
BBB,,1945.0,31.357073643410853,1945.0,1945.0,9.0,15.0,3.7754104183615445,42.0,25.0,1.9011627906976742,0.4118217054263566,1.0,206.4,901.0,203.0,121.0,87.0,3.0,62.0,0.0,5.0,0.20348837209302326,0.0,96.0,4.167039801084352,2.6917143339672194,1.6582041331686046,8.808389821101965,0.1300784011360503,0.24300135692489142,1.2777893505632427,0.27178999551031996,0.5605046691375969,2.920830284230086,0.17857420720930234,3.086165764592877,2.353304821997881,0.3281935435943595,-0.20596598686520443,0.17011262869909982,-0.03585335544072265,6.123546511627907,94.82293129510762,97.54903834330845,0.10675892094476742,0.0685092281879845,0.038249688638565885,3.15469161637829,0.8545801341314576,87.35433035772287,92.33482911899968,101.33469776043813,95.94273606392258,51.537550024752946,95.01269093194271,95.07322576852314,93.98364025812522,94.97860179875778,87.21469121819413,91.58289880015799,0.0,0.0,0.0,0.0,1.257900387596899,25.0,31.44751161383104,1115.0,1015720.1090116279
BEG,111636.90045248868,1944.9999999999998,31.069507864028413,1944.9999999999998,1944.9999999999998,29.0,22.0,4.733331554103799,83.0,52.0,5.038823799678381,0.47553411440385934,1.0,435.30000000000007,1962.0,475.0,282.0,231.0,13.0,162.0,0.0,10.0,0.5837353549276361,0.18699747300712152,266.0,5.466479328714333,3.319381906835746,2.2547610154996547,9.74120844736563,0.2664166905700683,0.2619943592680928,1.4511767060223753,0.30215393115760525,0.6000827896531127,3.034563579702888,0.22441209094417638,9.550713870084724,5.164445356000215,1.1432835751998545,-0.030953009384146184,0.0028760491707955876,-0.028076965222338438,10.36848150700666,115.61465324280029,97.94027685744659,0.1376443854238456,0.08026005256834366,0.05738433334711692,2.925075892467158,1.6987679744009108,106.48869246152775,103.60604800020599,141.70065721608395,102.02050866945686,87.99555711190607,99.96206580869102,102.4188552048393,101.29392879615116,95.79201357566154,106.79556322150567,99.7760367045129,0.0,0.0,0.0,0.0,1.2708663496439232,52.0,66.08500514533254,1132.0,1014826.7484493451
BOS,117680.7882636304,1944.9999999999998,27.70987519159185,1944.9999999999998,1944.9999999999998,71.0,80.0,3.729971424624535,287.0,153.0,8.852565506167432,1.8206700240858327,13.0,1370.1000000000001,5968.0,1361.0,654.0,569.0,56.0,644.0,0.0,26.0,2.8535873293920146,0.3775636814831034,485.0,3.1797315760545364,4.222780022100666,0.874751618376031,8.922032542068628,0.3670568663994707,0.25658935295829755,1.4605347293521442,0.2742435624737835,0.7082353923837675,3.977521783414797,0.19741452071162688,11.501099691513845,9.963698448613286,1.2970323220159645,0.21691936314754187,-0.15979169200379587,0.05712768206104083,26.278300853952263,107.16177180524554,107.12189367969503,0.08136201431282387,0.10672784885701773,-0.025365833928910293,3.9180779020337844,-0.24755035879026221,92.40807247087241,123.9346125895035,86.61838559373955,102.06710716065996,103.84451888407999,102.44753130333469,108.20019567514815,101.70447854084873,99.90866233881346,90.88016845383663,120.39262165059205,0.0,0.0,0.0,0.0,0.883568756295161,156.99999999999997,138.72021545294328,3.0,1007518.1183125318
BRO,116490.35603506409,1945.0000000000002,27.8190604630254,1945.0000000000002,1945.0000000000002,84.0,64.0,3.6292836214582374,308.0,148.0,7.105267101221249,0.7481831123098824,18.0,1334.6999999999998,5825.0,1293.0,687.0,540.0,71.0,554.0,0.0,31.0,3.4414475162957974,0.19577433131040684,534.0,3.5906799519629544,3.7243356599639212,1.080140874911216,8.691259151847758,0.47669829137395475,0.24570525855438585,1.3795105346457421,0.26257531635296283,0.6694622702000451,3.891198842541538,0.19860777207087738,16.259416777712314,12.524995181709528,1.5555091635126241,-0.6087426980286826,0.48085235458557085,-0.12789035409592936,30.721810144601783,94.6404316607749,100.07572795669157,0.09170156338353189,0.0947270895227392,-0.003025526041807147,3.6499942140116453,-0.2619152210833002,113.95346483966193,110.02510593065348,116.03479886399283,93.95112158428829,101.33701447440343,94.48620274822592,98.25715127650491,95.55351756926567,97.7523871792353,113.85703719613295,109.48370382852927,0.0,0.0,0.0,0.0,0.9699540031467744,155.00000000000003,150.34282424439738,22.000000000000004,1006355.7553757402
BSN,117117.71982848777,1945.0000000000002,29.972913616398245,1945.0000000000002,1945.0000000000002,43.0,60.0,4.19456036443695,244.0,98.0,3.8597573729345322,0.7793348671825979,10.0,956.1999999999999,4221.0,1007.0,511.0,447.0,72.0,404.0,0.0,12.0,1.9460363940598202,0.4078644635013596,286.0,2.6852824757449834,3.789687709765064,0.7709952310468522,9.451614382691066,0.6759720376164559,0.2634357665822771,1.4712557880506811,0.26971693048247486,0.6982901172924075,4.369936105849167,0.1792211926804016,6.894151762417733,2.9548463178798556,1.2410105844479247,0.46855640243540203,0.06509698010826026,0.5336534074965231,28.123928048525418,110.15107843069013,113.35207002145711,0.0679361800491529,0.09423240396151432,-0.026296224927839364,3.929242603434034,-0.17537574141221676,85.21985982545829,111.95574990548408,82.82463756749684,102.17044003885556,143.6988329930763,101.30448733118106,104.79180760301519,98.15241513768723,101.96172215817174,84.34984159221753,108.91195998136948,0.0,0.0,0.0,0.0,0.7928258889353692,154.00000000000003,122.09516334069922,16.0,1006967.7547584189
CAG,,1945.0,30.630434782608695,1945.0,1945.0,19.0,16.0,4.0676448528780815,55.0,35.0,3.5344142951687623,0.5109199205823958,1.0,302.2,1320.0,296.0,183.0,138.0,5.0,108.0,0.0,6.0,0.21542025148908006,0.0,160.0,4.7308434028703426,3.1909094953337807,1.589933543371939,8.721705214552228,0.1467243341372018,0.24150024906395182,1.323623856654001,0.2758774796121657,0.5720444047948379,2.9726378401861107,0.20813675599602913,5.707390009725748,3.2813112139701843,0.6881757542185244,-0.24474403205926176,0.2422412573911551,-0.002502776285439911,8.306419589675711,102.16266992894128,98.85023312072747,0.12304410145268034,0.0815716617372601,0.04147244107875579,3.1160186211350083,1.0950070126919715,99.17343659099464,109.45889735319372,97.1626060293822,94.99855006671774,58.13273106374998,94.42576294498892,98.48351741294371,95.39707210526653,96.93403209128317,100.51856461977863,109.04471403217768,0.0,0.0,0.0,0.0,1.3949548080741232,35.0,48.82340995528539,1117.0000000000002,1015757.5297816016
CBE,,1945.0,27.79344262295082,1945.0,1945.0,13.0,5.0,2.6756534660076334,28.0,19.0,4.1436065573770495,0.4459016393442623,2.0,152.5,649.0,144.0,55.0,47.0,6.0,54.0,0.0,4.0,0.3881967213114754,0.27672131147540985,57.0,3.306485311403351,3.0887683557940044,1.333040553219672,8.417672677429128,0.31084939401850664,0.24198167173552906,1.2784934481359036,0.26017889693472096,0.7663837623737705,3.4981233130287306,0.17553340859016395,2.473872365326178,0.542078660801053,1.755396470105062,1.1057090387701012,0.35631674773380406,1.4620257995265429,7.182295081967214,67.20151630213095,112.04828773370318,0.0893782044852459,0.07834783131803279,0.011030373154098355,3.4813234361303733,-0.8224698470210976,69.3143871916283,105.95511370631436,81.46358983529346,91.68696712630727,123.1596948799902,94.61399754614932,95.12561376773375,89.9685796247058,129.86521304009815,73.01584419529502,104.73511229265193,0.0,0.0,0.0,0.0,2.239440373770492,21.0,47.02820089949936,1118.0,1015065.0
CHC,119350.98526178651,1944.9999999999998,33.341014575360305,1944.9999999999998,1944.9999999999998,86.0,54.0,3.0098237350285197,266.0,140.0,13.206416415601336,1.955622506310561,13.0,1228.1000000000001,5135.0,1179.0,489.0,412.0,54.0,331.0,0.0,21.0,2.160736096409087,0.1882582851559319,489.0,3.576952043030213,2.420446369992835,1.7585633370287432,8.61645928792667,0.39452415917832445,0.24596267965551483,1.226322850879945,0.26470967578205157,0.7180165285009363,3.3226255870592594,0.17005513964579427,29.336769807960003,18.571617044275627,4.300374560797653,0.60379204089707,0.6041326647238072,1.207924675517037,32.37798224900252,80.82818017485332,87.79216617337602,0.09573408215047634,0.06380725282305999,0.03192683143799366,3.230565944771598,-0.3128018520307398,113.5177972756302,71.50533479587261,188.91474971730716,93.14254701678796,83.8683526931141,94.58519428994569,87.34619043970447,96.33023014849535,104.84209911807037,118.86383140698636,73.74716705112158,0.0,0.0,0.0,0.0,1.2028879537496946,154.99999999999997,186.44759231238436,17.0,1009149.6918003418
CHW,116378.11589403974,1945.0,31.023254063816978,1945.0,1945.0,71.0,78.0,3.6923878149148384,236.0,150.0,11.335791691751957,1.5228777844671884,13.0,1328.8,5750.0,1400.0,633.0,546.0,63.0,448.0,0.0,30.0,2.165939193257074,0.3214930764599639,486.0,3.28622135177304,3.0292697111662688,1.0943829075240818,9.468211305404612,0.426150234357662,0.26486031543376665,1.388609001841209,0.2824350811497961,0.6972424646681217,3.652297868224447,0.17333408047260687,14.937622051060309,11.593690417706966,1.1131356246724573,0.044983520047500274,-0.523427119882848,-0.4784436096226453,24.802077062010838,111.71001886254648,102.96571491526612,0.08469592827588802,0.07771753591736905,0.006978394136062613,3.5299471708904337,0.040089946690391814,95.50283524459456,88.90621015483215,108.36639634526416,108.31533435591352,120.56269780020432,105.74984949130736,102.8717514866196,104.74234068020571,98.35792277259795,94.60410256840262,87.66800859470187,0.0,0.0,0.0,0.0,1.0660744717037929,150.0,159.91115416739805,4.0,1006249.2011589406
CIC,,1945.0,24.072877535687457,1945.0,1945.0,3.0,17.0,5.613342300071395,33.0,19.0,2.086349206349206,0.0,0.0,157.5,741.0,199.0,129.0,101.0,8.0,53.0,1.0,4.0,0.5612698412698413,0.0,74.0,4.1729875133000265,2.9318010750069385,1.5056419971047619,11.096328310094906,0.4509006806977993,0.28715380163897203,1.558681042789094,0.31329115447291983,0.5190171328444445,3.466001868114641,0.1838567344952381,1.4306738887892831,0.7018960705026984,-0.27733123951842864,-0.18289793240290786,-0.25934276276578505,-0.44224071119985875,6.859047619047619,140.98429369874648,111.24152787803952,0.10261827311111112,0.07037958563809524,0.03223868747301587,3.226823646458863,2.1473404319567537,87.47901321235399,100.57060953889544,93.7839792209157,120.86341771382692,178.64853953234555,112.27614425827645,115.97282025936727,108.33453638626528,87.94845836034509,83.8320693154009,94.08318690237881,0.0,0.0,0.0,0.0,1.8610155365079368,20.0,37.22034585695419,1122.0000000000002,1016162.7320634922
