Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
ATL,115924.96196179994,1965.9999999999998,27.3002589834898,1965.9999999999998,1965.9999999999998,74.0,60.0,3.576404374651588,357.0,139.0,5.871398510844934,1.1530430560051799,25.0,1235.6,5197.0,1190.0,560.0,493.0,112.0,378.0,47.0,23.0,8.999190676594367,0.490207186791842,754.0,5.477158808277346,2.7438668774757997,2.1933279800509875,8.637004489430982,0.814033093892945,0.2474091953734031,1.2645412629896426,0.2737298056182226,0.723177315793137,3.4826722204143894,0.23883954601084498,12.732583186628077,12.629581607878208,1.6991214571028799,0.04313476785882343,0.23562331246432217,0.2787580741236247,33.93436387180317,98.25017442740942,98.92069062121904,0.1452693702897378,0.07202724927808352,0.07324212212123665,3.5761504061450795,0.09373215423719898,95.09827387429381,100.7339834624412,103.73084748145813,98.32725397285247,95.51094283523094,98.43408763290746,98.89691958634776,97.79052730024335,99.8201446216032,95.58418544826174,100.20848182519903,0.0,0.0,0.0,0.0,0.9348096681774039,163.00000000000003,152.37393898198275,16.0,1005801.6990935579
BAL,116775.13248210201,1966.0000000000002,25.30164587792457,1966.0000000000002,1966.0000000000002,90.0,57.0,3.368460922022422,363.0,154.0,2.6532585430659092,0.48438999188131965,38.0,1354.8999999999999,5624.0,1173.0,560.0,508.0,121.0,485.0,26.0,27.0,4.736733338253747,0.4836519300317367,1004.0,6.659250995454897,3.215747077961257,2.301083336569489,7.779196526230013,0.8024062887948195,0.22871658395060254,1.221660400465697,0.2628310011406357,0.7439768493881468,3.3645140924469206,0.28625320721603076,14.794667658189788,15.962288651615381,1.6698160767351775,0.15307419932595093,-0.13232290192579862,0.020751282522980415,32.323492508672224,98.62812531427699,95.03943611945654,0.17909144128422763,0.08579460120082665,0.09329683954461584,3.335493774082331,0.003946829575501678,112.96078464117535,105.10057686926883,119.42944816429774,96.32303646067643,94.6602114852583,97.02824143886582,98.73475949109886,100.05867904593512,101.51633944352032,113.98048436777167,105.20504731926583,0.0,0.0,0.0,0.0,0.8744231943316851,160.00000000000003,139.90771740555755,2.0,1006629.938076611
BOS,118047.82565107169,1966.0,25.69877852039641,1966.0,1966.0,43.0,47.0,4.1068194713331785,255.0,114.0,3.089075823922563,0.8626411615579626,8.0,867.8,3739.0,833.0,460.0,397.0,97.0,348.0,23.0,19.0,4.4574786817239,0.9610509333947915,591.0,6.117508450759376,3.599608324671561,1.8237970607248217,8.61997843699567,1.004316825540025,0.24658751515757993,1.35773186240747,0.2738342103369072,0.7001903098790045,3.910236746296105,0.2764713088868403,13.795045975129515,8.394121456891298,0.8885646482584447,-0.4734736049221968,-0.18162335675123045,-0.655096947901916,33.51152339248675,111.20118963253734,102.66642974650892,0.15823678201428903,0.09234359226665129,0.06589319062572022,3.6643375863324223,0.1965827250370728,103.7712131767448,117.64635161116406,94.65762197154896,106.73370887049218,118.479683461369,104.60961135064476,109.73207352640833,104.24755544433197,95.54162478182727,100.70779929516526,113.23570300967242,0.0,0.0,0.0,0.0,0.7846951866789583,161.99999999999997,127.12065685391562,2.9999999999999996,1007876.2983406315
CAL,116603.14639336122,1965.9999999999998,27.766579190013474,1965.9999999999998,1965.9999999999998,80.0,81.0,3.581586327771514,439.0,161.0,4.379743244201716,1.0566706858642456,39.0,1409.9,5923.0,1325.0,629.0,563.0,131.0,496.0,41.0,38.0,5.0898645293992475,0.9248173629335414,819.0,5.21233240905835,3.1568115119152114,1.7225519388162283,8.429722024768138,0.8332559381759969,0.24534174761044983,1.2873926151870387,0.26840050954382544,0.7340275495971346,3.731939967170699,0.24333550410241858,9.589999423218908,7.479040532372892,1.1318487105766264,0.13723602709922228,-0.05482648611129499,0.08240953452014951,37.33130009220512,108.20460175489575,109.1633725420198,0.1378806039570182,0.08340105650755372,0.054479546524576206,3.8013013002230527,-0.15035363939918542,88.4167242141379,103.17437998892112,89.40285826618639,104.37792890400365,98.29955775590429,104.08112044608602,104.04724601260267,102.17896794389594,100.15874803868442,87.7523672051188,102.26997971569371,0.0,0.0,0.0,0.0,0.9323025512447691,161.99999999999997,151.03279995608816,1.0,1006459.2582452655
CHC,115040.66348994564,1966.0,24.919851329457728,1966.0,1966.0,43.0,77.0,4.24207760866173,281.0,128.0,4.372438768702944,0.0,12.0,1049.3000000000002,4556.0,1110.0,577.0,496.0,130.0,348.0,45.0,21.0,4.446964643095397,0.512913370818641,647.0,5.53354354192462,2.9747889518464894,2.070720123819689,9.494628312117548,1.1119376303095792,0.2643403745247553,1.385490807107115,0.2863074981714509,0.6964983245649481,3.9815776035898782,0.24713174327456397,15.912730573414956,7.195548489689827,0.8282040575637958,-0.5178121782240722,-0.455736973158107,-0.9735491520031202,33.72000381206517,112.4000231064328,108.62797721971758,0.14280328692271033,0.07587312674163729,0.0669301589297627,3.651893963623985,0.2605000050718509,96.07726517807235,109.2116908219794,97.5520344161751,108.09080052764021,130.46424308986045,105.1703173425483,108.35611058997819,102.28393343196738,96.1376445812458,93.96155437724103,105.55909194644325,0.0,0.0,0.0,0.0,1.022523631945106,162.0,165.64897772482618,17.0,1004938.8356999904
CHW,117298.83281173935,1966.0000000000002,27.722442450796297,1966.0000000000002,1966.0000000000002,82.0,76.0,2.693734696042619,379.0,163.0,4.9504137978997145,2.43021072397246,28.0,1437.9,5835.0,1202.0,506.0,431.0,100.0,386.0,54.0,35.0,7.561096042840251,0.6150636344669309,878.0,5.488628075196044,2.4117732050883376,2.3705791986452462,7.512876603201055,0.6251169712905958,0.22139513925200632,1.1027388675877101,0.24753298195240891,0.7567269524410599,3.113862810592911,0.2342354775464219,19.31437115876845,17.802376002073288,2.950501649646394,0.20365244822056028,0.5682062803217015,0.7718587090548922,35.21155852284582,83.69292727529772,93.06068246046625,0.1511516633820154,0.06597258447875373,0.08517907938451907,3.432906912689896,-0.42012811455029214,93.10352386490527,78.82421999846208,123.03638081019633,93.02542808047589,73.74531522462067,93.92227119557937,89.1235050520216,94.23478618188791,103.25610267814675,96.19856499755755,80.89843276534576,0.0,0.0,0.0,0.0,0.9722773871618332,163.0,158.4811867164035,4.0,1007159.7787746019
CIN,117740.15704616322,1966.0000000000005,27.47250741501255,1966.0000000000005,1966.0000000000005,70.0,76.0,4.012625308322528,404.0,141.0,4.249904935736558,1.2696022511217586,35.0,1314.8999999999999,5594.0,1270.0,634.0,587.0,140.0,449.0,54.0,39.0,5.539204502243517,0.5544147843942506,972.0,6.6419888536529825,3.0683454022482373,2.2675788975671156,8.679645324375615,0.9570906030781066,0.24740492621341115,1.3053323029582058,0.2815677376778775,0.7239638798106321,3.5717371656686288,0.2791972141364363,18.568314341311037,15.386481011286378,1.993259034051339,-0.21141308267689446,0.07779249982438495,-0.1336205937407463,38.83086166248385,103.63527180573546,95.29954916551779,0.17420559511217584,0.08004162088067533,0.09416397724389688,3.3250881491031743,0.44088814265389903,115.32287033929543,112.64637418979794,107.24245673584068,98.81269498568811,112.29595770064796,98.43238910723974,102.08709480457433,100.59064439865739,99.92871423519486,114.62361232454774,111.35853899331566,0.0,0.0,0.0,0.0,1.019278570993992,160.00000000000003,163.08454583535965,18.0,1007576.3021522551
CLE,117450.38060404142,1966.0,26.152458897660605,1966.0,1966.0,79.0,77.0,3.175043342232053,329.0,160.0,7.237705511696966,1.855942637792424,17.0,1380.7,5680.0,1186.0,544.0,488.0,121.0,446.0,38.0,25.0,5.76330846671978,0.3151300065184327,1049.0,6.830338512520353,2.9022472911918453,2.424090400856811,7.719119746556889,0.7877252706383413,0.22674209222484712,1.1801518930831927,0.26258903546889273,0.7509707372680522,3.195264574585879,0.2845614970717752,27.410391212269488,21.143514946103096,3.227648035541717,-0.04825824759282702,0.14288237919037908,0.09462413132005079,36.04758455855725,92.0827918377105,89.22907719005175,0.18510002761352934,0.07817950980661983,0.10692051740711234,3.172009643537852,-0.020221232353826203,115.86293988103864,94.85443261754267,125.81368721564029,95.5791578583834,92.92828552341369,96.19060449721309,95.38003628677482,99.96656371180792,102.47066181321965,117.80457311447957,95.86709342137142,0.0,0.0,0.0,0.0,1.1158283298326936,162.0,180.76406430365805,5.0,1007293.1806330123
DET,118951.28095360167,1966.0000000000002,27.35777151157823,1966.0000000000002,1966.0000000000002,71.0,62.0,4.01872599569277,370.0,126.0,4.737930445184996,1.1636332564299754,33.0,1170.3,5018.0,1115.0,593.0,527.0,154.0,446.0,35.0,37.0,5.8176535930957884,0.6294112620695548,834.0,6.397851973065604,3.420974508582771,1.9419813051704693,8.535932223145872,1.1659738389135712,0.24469674410682996,1.328545192414294,0.2695951527531977,0.7293110869401008,4.048495242567936,0.2856197587302401,6.635458990372542,4.52912063524127,0.5279053493151347,-0.17081995654857887,-0.023845691861439627,-0.19466563006448379,39.44304879090832,115.65556995634991,113.09857140003403,0.1664889511099718,0.08874341746731608,0.07774553286336837,3.522109459436593,-0.02976924687516608,108.5266765569953,111.8080450950952,100.78639487083247,105.69303757574616,137.55043014880937,103.80749115958152,107.37320289343715,102.63376369075316,99.51518217930254,105.95978796315542,108.82101272879181,0.0,0.0,0.0,0.0,0.968522632658293,162.0,156.9006125169728,6.0,1008762.1491070667
HOU,115761.04568112492,1965.9999999999998,27.43850903950599,1965.9999999999998,1965.9999999999998,67.0,85.0,3.7548021209461386,392.0,151.0,4.8901867420578835,1.1487984524960941,24.0,1344.1,5707.0,1358.0,651.0,562.0,121.0,366.0,42.0,33.0,5.8521687374451306,0.7080574362026635,887.0,5.926487254502006,2.440449497387349,2.64821293208541,9.072051342950443,0.8087767477155202,0.25440419823315574,1.2791667600375325,0.28594041626531835,0.7020089940331821,3.2919413468375103,0.2412854995930362,17.640057754351638,14.822938147932291,1.33826918213768,-0.68053614335701,-0.013411716125602283,-0.693947879595466,32.8649654043598,107.10002888892076,97.267381212965,0.15645417268581208,0.06363901005207946,0.09281516183766089,3.3412739178783255,0.4628607741086291,102.89982959584921,89.59479824943084,125.21681584946768,103.28000842706679,94.89421289754092,101.21711565840238,100.04074671780559,102.15279267774073,96.89828186406567,102.94354943416782,88.53827814454974,0.0,0.0,0.0,0.0,0.9181987099174168,163.0,149.66649684341223,21.0,1005642.4592664237
