Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerTeamId,playerid
BBB,110530.0,1944.0,31.132083163473297,1944.0,1944.0,11.0,19.0,3.8354011433719513,45.0,30.0,4.781622911694511,0.2840095465393795,1.0,251.4,1088.0,252.0,139.0,109.0,9.0,69.0,1.0,10.0,0.0,0.0,122.0,4.299028343646217,2.43545308205873,2.040769663914081,8.872827815466453,0.3184613283696727,0.24708977797871443,1.2564756552805758,0.2743002184744093,0.6135141345783612,3.1095700399485056,0.184735281734288,4.043648969364266,1.717158972285688,0.43630784881273815,-0.009544445878945365,-0.04126713573991921,-0.05081158061122837,9.993237867939538,114.96700289689133,108.80056125741146,0.11377203768894192,0.06270736359188545,0.051064673894192524,2.9915009740487357,0.7258311034234456,91.60818676358531,86.93049720258463,121.93018418727364,102.00412847169187,258.19519510685205,100.58772913240448,98.33194979634884,97.86505289477644,97.72474529014352,93.16776355411282,86.01557716406695,0.0,0.0,0.0,0.0,1.9438539419252188,32.99999999999999,64.14720144732755,1115.0,,1015374.1579156723
BEG,111037.0,1944.0000000000005,26.888094021461427,1944.0000000000005,1944.0000000000005,12.0,12.0,4.448675110063256,40.0,26.0,2.575033799008563,0.24831004957187924,2.0,221.89999999999998,997.0,248.0,131.0,111.0,8.0,73.0,2.0,11.0,0.7449301487156378,0.0,111.0,4.466283668784146,2.933755342622638,1.6488374487021182,9.952993511167909,0.32043911534750297,0.26813538497881345,1.4318609837545055,0.2984701900837066,0.6449528911356468,3.269774623655263,0.19307756655250113,3.841835066961539,2.2761140696238726,0.7859903218618328,0.16576013907138806,0.18148525883185535,0.34724540608914495,6.0806669671022995,102.80520746742887,100.25472096618087,0.11202526593059939,0.07336526119873818,0.03866000457863904,3.140356998384929,1.1789004864079928,102.39135767868314,97.49433888817319,113.74684166444167,101.25516524064048,98.53698215039564,99.18762076709072,100.37370263461541,99.46737218356115,103.07918687228405,101.73586482161153,96.57997563282078,0.0,0.0,0.0,0.0,1.084545831455611,34.00000000000001,36.87456044080614,1132.0000000000002,,1015088.82875169
BOS,117675.65665824612,1944.0,30.16535546734031,1944.0,1944.0,77.0,77.0,3.8148425664319694,303.0,156.0,6.569974738361603,0.6464814146517502,17.0,1385.5,6016.0,1397.0,673.0,589.0,66.0,585.0,0.0,23.0,2.572067845543125,0.4998195597257308,522.0,3.3827456202481105,3.790462880439983,1.0785345349043667,9.049711285991853,0.4277854971278135,0.25758426416191166,1.4266860184924262,0.2752758237637141,0.6991511650357273,3.853675044079039,0.1944286204005774,11.110752592099484,10.214883900247514,1.5113608073933875,0.1617452081255561,0.11343612910777018,0.27518133485803353,28.54067123782028,108.63910380783992,106.16937385776471,0.0874323443132443,0.09605944779213278,-0.008627104625045108,3.7078023005715703,-0.03883247764706924,98.9276263583061,119.07178219022154,100.40739837335322,101.06201709339838,115.6743303721217,100.97099181564273,105.78531736995738,100.40398577500864,100.23959711834823,98.24807703520175,115.94722914177353,0.0,0.0,0.0,0.0,0.8940164633706242,156.00000000000003,139.466281735583,3.0,,1007511.9699025622
BRO,117459.96287341083,1944.0,28.47359800327587,1944.0,1944.0,58.0,89.0,4.7261636631859,318.0,148.0,4.834334295296779,0.3894392013103503,12.0,1282.1,5807.0,1383.0,797.0,679.0,71.0,620.0,0.0,36.0,3.6180485141564622,0.21144996490133378,449.0,3.1366440412791796,4.308910468107637,0.8173999323383512,9.665258526726875,0.49634713462917107,0.26736949758065465,1.5526854438705013,0.2822624182724797,0.6485857435668047,4.214366348398439,0.19397985745729665,7.8797868572971055,5.379564816132188,-0.09405337103340561,-0.6383778118136095,-0.28369201356500784,-0.9220697997718592,27.63193198658451,130.6660444208196,112.52003967476752,0.07768711189922783,0.10429516679120196,-0.02660805767958818,3.9235737071349632,0.5117973147874605,99.2041869602333,134.4615921645397,82.84543226259889,107.07819192463418,106.99357207321307,104.67271748901453,114.25279054543763,104.53789367684111,94.0090026929751,95.03042711781349,125.87628872931427,0.0,0.0,0.0,0.0,0.8207870743311754,155.0,127.2219754123677,22.000000000000004,,1007303.0542079401
BSN,115712.41731032988,1943.9999999999998,29.082076084602615,1943.9999999999998,1943.9999999999998,65.0,89.0,3.668789025708932,287.0,155.0,13.057893597054791,2.2529416010972354,12.0,1385.3,6005.0,1430.0,681.0,566.0,80.0,527.0,0.0,16.0,2.275247238865228,0.3992636973940663,454.0,2.9429652771176404,3.415657546544367,0.8869360879152529,9.269306799999196,0.5185377148606287,0.26096387670987525,1.4094404829492848,0.2733693119885755,0.6969764135443587,3.9424494429578876,0.17630654523063596,21.009222525348143,10.95351447397843,2.5950576666142076,0.2864842141870137,0.13412845408706506,0.4206126499080723,36.67985273947881,101.05268575318352,104.60916569741998,0.07584322468923699,0.08722342680646793,-0.011380202917779544,3.7408394529241633,-0.27366041724895557,93.07861323326601,106.58721163888157,89.89308756385456,102.69157413575702,111.77701752840791,102.16497539496147,103.71225473927718,101.24426852881956,101.02296919058143,92.77490154387866,105.27200359254573,0.0,0.0,0.0,0.0,1.3937878553381942,155.0,216.03747999502045,16.0,,1005594.1045982821
CAG,,1944.0000000000002,28.097580015612806,1944.0000000000002,1944.0000000000002,7.0,8.0,2.9503228414425475,22.0,15.0,7.119620714806711,0.0,0.0,137.1,570.0,129.0,58.0,45.0,0.0,31.0,0.0,6.0,0.10940919037199125,0.0,67.0,4.393282388152428,2.0325274085182268,2.1448369315098472,8.449644841786045,0.0,0.2402453671782469,1.1646858055893634,0.2754577861100451,0.6638289178774618,2.5068766091518824,0.17113528238512035,8.907281247848669,1.9994018799625337,1.4348193608023319,0.388449875644682,-0.06671789038266082,0.32173198657171476,8.397520058351569,88.43658380950636,90.7346915310924,0.11708769525893507,0.054047580123997074,0.063040115134938,2.847795661134774,0.4434462322906652,93.61665040284221,72.54856170376824,128.37323872068185,97.13911685283857,0.0,97.80143928544996,91.14846410467005,98.27805080823363,105.73922990589897,95.88295297968452,74.1369693489029,0.0,0.0,0.0,0.0,3.2372038657913933,21.0,67.98127589792688,1117.0000000000002,,1015794.8380743983
CBE,,1944.0000000000005,29.824132043255553,1944.0000000000005,1944.0000000000005,11.0,10.0,3.3959422470482306,29.0,21.0,4.566799317794202,0.23308698123934057,0.0,175.89999999999998,758.0,186.0,84.0,69.0,3.0,52.0,0.0,2.0,1.1102899374644686,0.3700966458214895,66.0,3.351818325448364,2.5637140954037374,1.693753055531552,9.278952510687649,0.1517050181342656,0.2575761487331034,1.315851845121265,0.28165800956591913,0.6839342901478113,3.0369389668054683,0.1586612122114838,3.7560261379527127,1.3143873922526836,1.0521134572265638,0.55301888416256,0.040444719800519134,0.5934636253840277,7.631040363843093,101.79412467161774,106.62342867484703,0.08872731448550314,0.06594700217168847,0.02278031231381467,3.3309132902956686,0.35900328024276196,71.42404622874712,91.50861605197908,101.1164218436717,106.67303408424736,122.99611684843859,104.85662374088686,102.97873821121021,100.49017152706986,108.94175164615606,72.65867387973812,90.45937936044321,0.0,0.0,0.0,0.0,2.281395042637863,22.0,50.19063205580741,1118.0,,1015308.9232518477
CHC,118531.53786147665,1943.9999999999998,31.251753210936887,1943.9999999999998,1943.9999999999998,66.0,70.0,3.592962469951954,287.0,136.0,9.25986919864471,1.449688755811205,11.0,1269.1,5446.0,1334.0,607.0,508.0,66.0,412.0,0.0,7.0,2.6213852336301313,0.0,494.0,3.495796838310078,2.9131404338941134,1.3175328768040344,9.438464435850252,0.4662169995886234,0.2647285318052766,1.3724005410827074,0.2833013379277662,0.6927032748648649,3.5585080749968454,0.17748498038767635,21.30051069698401,13.337548768147826,1.8820904448885858,0.36194912103046517,-0.7313640321684971,-0.36941488892704155,34.31880860452289,102.08037751530969,96.99493456289592,0.09063173136947443,0.07488050711843039,0.015751224770309668,3.4152623356508514,0.034454394955107596,110.56328947714297,90.90592711069428,133.53509903194248,104.56561545054332,100.49866044761261,103.63880349730755,100.98670801852735,104.92266495857183,100.40360077513623,110.86487988655743,90.37504387869,0.0,0.0,0.0,0.0,1.092911562524624,157.00000000000003,171.58703759229266,17.000000000000004,,1008349.9262469466
CHW,116734.92403513828,1944.0000000000005,29.196788594470053,1944.0000000000005,1944.0000000000005,71.0,83.0,3.5784941288993113,266.0,154.0,9.010656682027651,0.8427419354838712,17.0,1388.7999999999997,5906.0,1411.0,662.0,553.0,68.0,420.0,0.0,20.0,3.231566820276498,0.35440668202764986,481.0,3.1122114066995485,2.717543377607825,1.2089227234382203,9.131958002663831,0.4401656530744166,0.2579242022002874,1.3166112644746284,0.2729520099405559,0.6789190103542627,3.5675487840195648,0.16381566373199888,15.641071555114564,12.405910857021809,1.1925563117497804,-0.4947617658779287,0.02060890739179036,-0.4741528711032525,30.066964285714292,105.91680920940755,101.8766040444133,0.08152259602102535,0.07082787450676845,0.010694720699884794,3.4759403869416237,0.010945344879745996,91.01591480811648,85.36760373536163,112.60221617230344,101.98050154262552,119.02195729879581,101.10424483481431,97.62354061090758,99.5563989188363,97.3388468363712,91.60727067349951,85.49180754428664,0.0,0.0,0.0,0.0,1.1537255515552995,154.00000000000003,177.6738635383993,4.0,,1006597.0641561062
CIC,,1944.0,32.309344167150314,1944.0,1944.0,9.0,10.0,3.7287657888542927,28.0,21.0,2.867672663958212,0.29599535693557744,1.0,172.3,752.0,193.0,102.0,72.0,3.0,43.0,2.0,1.0,0.04062681369704004,0.0,87.0,4.527796522806564,2.2248348985863373,3.0289452865177013,10.031250709668353,0.1567034242600116,0.2703616360246765,1.3617872898060766,0.30618795973984475,0.5955577816831107,2.653556929653962,0.1781146722228671,4.213198728664836,2.225457974593155,0.38234610722610507,0.11482701796251314,-0.26145067257948273,-0.14662365852765957,5.788740568775391,111.7705844119752,95.13146678398128,0.11736151761462564,0.056664353679628555,0.060697167579802654,2.8759110310646814,1.0752088592003306,96.4830180991498,79.4127406323438,115.66553298184985,115.32163222384912,127.04861657098625,110.06146524841915,106.5736521449873,109.24198690887725,94.8645341588946,96.10718515069003,77.72638640387146,0.0,0.0,0.0,0.0,1.3836716656993615,26.0,35.97542927975026,1122.0,,1015566.2025536853
