Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
BAL,119666.81989432576,1959.0,27.373152615054753,1959.0,1959.0,73.0,73.0,3.384488960837291,302.0,144.0,6.929550501569799,1.810858411823264,30.0,1305.8999999999999,5433.0,1178.0,553.0,492.0,99.0,427.0,32.0,28.0,4.122291140209818,0.40539091814074585,677.0,4.658036509042062,2.9381776285807923,1.667246212836358,8.10289574824555,0.6810640161603365,0.23566793997842483,1.2267859307584825,0.2558500492529154,0.7278509894700974,3.535448169020262,0.22202483209204385,23.44274208434933,16.69010524637997,3.3405560684774476,0.112749458899751,0.7416827158400654,0.854432169334594,31.52308752584425,91.86858089991328,93.81811564982956,0.12534892467876563,0.07857037364040126,0.04677854723868597,3.903016854300635,-0.15095920818297087,94.07312400235878,85.71041801402129,115.42684512155411,93.69415816937911,76.66565515109464,95.09038273612182,91.42785651618425,95.79745254963699,101.76413217524053,97.56025598055308,88.3291530387643,0.0,0.0,0.0,0.0,1.0745840661612682,155.00000000000003,166.5608021569422,2.0,1009457.7978405699
BOS,115687.09927619674,1958.9999999999995,26.35342984043428,1958.9999999999995,1958.9999999999995,70.0,64.0,4.009799368057614,320.0,144.0,5.1889291001809505,1.2644349399572297,22.0,1215.8,5287.0,1222.0,599.0,544.0,119.0,522.0,25.0,23.0,4.357460108570489,0.2808027636124362,659.0,4.86045506153123,3.8474712946962146,1.4201219280934365,9.0139659693187,0.8769206103970103,0.25720719467361514,1.429048584890546,0.27801703608727696,0.7311957640697483,4.068822324915352,0.24482250219361731,18.574239165845878,13.813711467199028,2.0606052397205987,0.4480958159922265,-0.3429368943451542,0.10515893081230376,30.798157591709167,98.56747329909717,98.07303016341403,0.12494981209244942,0.09752538952623789,0.02742442384931732,4.13526637290416,-0.05902295685773927,98.16114382610373,112.23568301574952,98.31792842479712,104.22890525842087,98.71273700614559,103.78132293360464,106.50175038545582,104.09739572195194,102.231780454769,97.24962266224544,109.63846097905146,0.0,0.0,0.0,0.0,0.9326439636453363,153.99999999999994,143.62711167763004,2.9999999999999996,1005567.658002961
CHC,114112.46952579157,1958.9999999999995,26.45399137802884,1958.9999999999995,1958.9999999999995,74.0,77.0,3.880123146416425,382.0,151.0,4.243719339973243,1.190352311580199,25.0,1345.3999999999999,5713.0,1271.0,646.0,582.0,147.0,495.0,35.0,22.0,4.00312174817898,0.7101977107180022,751.0,5.012503143321506,3.3013888843185795,1.7500922510428127,8.477844046318127,0.9796648360423227,0.24399862524097016,1.308803658959634,0.26072663922008055,0.7259112229634311,3.9935780502292815,0.24377542436821764,15.955294328860651,10.980529099702835,2.0182001432579755,-0.2716748246401704,0.6030750687312879,0.33140025377468496,39.13133640552996,98.13886475016153,103.01107526275224,0.132455671574253,0.08569832260294336,0.046757351142411196,3.903271217382662,-0.11345490381285506,94.29509171293357,101.97266739793166,106.58799541428378,94.47477846433544,103.75500056079447,95.66340999866698,96.46268074036091,93.91555294180688,101.15002390708736,96.20442905066784,102.199673410724,0.0,0.0,0.0,0.0,1.0446366753381893,155.00000000000003,161.91855537669875,17.000000000000007,1004022.1774936822
CHW,119891.4254209822,1959.0000000000002,31.602480095821885,1959.0000000000002,1959.0000000000002,94.0,60.0,3.296815026232038,394.0,156.0,6.889593461565561,2.047347283872332,35.0,1419.2999999999997,6006.0,1293.0,588.0,521.0,129.0,523.0,44.0,31.0,2.4834073134643844,0.3333333333333334,761.0,4.815533488388608,3.307566974709201,1.5315423828084267,8.182600179487935,0.8163460581044719,0.2367744775734021,1.276685239355237,0.2545697659733966,0.7564120224638909,3.8201603709649903,0.23443786747903908,20.812528173187562,13.968101169914007,3.286599642702195,0.49674251650467355,0.6231179128418108,1.1198604176668607,40.104910871556406,87.37983474124353,99.15326673172169,0.12658464484182347,0.08645436220390336,0.04013028484182344,3.982796014449072,-0.5233453447329527,97.25391334123661,96.48598003539735,106.03179310733746,94.61578419292024,91.89401273530054,95.53686299740782,95.14666899377781,95.3180784901911,105.75737956804164,98.52203012359601,97.19236349024739,0.0,0.0,0.0,0.0,1.1640413619389842,156.00000000000003,181.59035202928237,4.0,1009678.8587331783
CIN,118975.41433749496,1958.9999999999995,28.744663713250105,1958.9999999999995,1958.9999999999995,66.0,76.0,4.386100896826102,338.0,145.0,6.239871123640756,0.7428916633105115,23.0,1241.5,5400.0,1347.0,691.0,607.0,151.0,417.0,40.0,29.0,3.0238421264599276,0.2096657269432138,614.0,4.4380441137980755,3.0074833130334904,1.8960371693233988,9.734385121368362,1.0921054288776042,0.2714355416333501,1.4157631593779834,0.2850008908604003,0.701725954990737,4.206806970760032,0.2171495714796617,14.786198626273201,9.888974986970425,1.4464380128149346,-0.02117529964307789,-0.1079832142764313,-0.12915848480853348,32.95626258558195,107.13921805879798,104.69368846752386,0.1135792599218687,0.07550073876037053,0.0380785206121627,4.0074171808922925,0.1792939260660717,83.48838190639566,92.89456841679953,115.47665614827035,108.47732900054922,115.66343428575131,106.42047463110606,104.34591064300743,102.65930759560301,97.77999738957674,82.4942240780816,90.03853086251081,0.0,0.0,0.0,0.0,0.9527738509867095,153.99999999999997,146.72715643929993,17.999999999999996,1008784.2053966974
CLE,116438.87213217444,1958.9999999999993,26.667684597917148,1958.9999999999993,1958.9999999999993,83.0,63.0,3.770193522189646,314.0,145.0,7.749354005167957,0.6775507008065147,22.0,1277.1000000000001,5486.0,1144.0,602.0,536.0,140.0,606.0,32.0,24.0,5.181583274606529,0.4284707540521494,741.0,5.211218064203443,4.262195347052209,1.2823655495387989,8.044214260172891,0.9849797112874118,0.2347652799069878,1.3673788452472333,0.2511674070563338,0.7438715202873697,4.284916301674147,0.270401228994597,9.115644448618015,6.728014193475246,1.8775152067611751,0.36586938293131666,0.5724531367313804,0.9383225144799319,33.84911126771591,99.67364066951629,111.18933410536872,0.13480808736199199,0.110153272866651,0.024654815074778794,4.168501648723995,-0.5147227794845006,105.24510965199816,124.33371668877516,88.78077422754947,93.0156214096923,110.87667691227408,94.72616564455893,101.90573084681206,94.04413964255009,104.00403519342306,104.92241417415248,123.83478285442263,0.0,0.0,0.0,0.0,1.0507990791637303,153.99999999999994,161.8230060916865,4.999999999999999,1006305.1908229582
DET,116197.96123306867,1958.9999999999993,28.53705433598007,1958.9999999999993,1958.9999999999993,74.0,71.0,4.163081392298474,308.0,152.0,9.452903627588356,1.621049353884478,17.0,1284.6,5464.0,1255.0,684.0,597.0,168.0,389.0,16.0,43.0,2.611552234158493,0.8037521407442005,788.0,5.505066482548314,2.7096807911422616,2.235058169185739,8.756274518593422,1.1737486418599719,0.24857132151315162,1.2739950344150757,0.26581232565532986,0.6965992456468942,4.018462523572009,0.24482824294722094,25.01431926527434,13.849225936457515,2.2463088416824015,-0.553090815721786,0.14689914093538597,-0.40619167769027614,35.439125019461315,105.0146555003575,99.37035686464947,0.14454035866184026,0.06975030052701228,0.07479005894519697,3.5668787312608425,0.14461886872646257,111.17963563589583,79.0448715673968,154.73762137274127,101.24920709947828,132.1259183802153,100.2968078817726,94.94617788518146,99.5276089585703,97.39468512649614,112.4971328999118,78.41358782918584,0.0,0.0,0.0,0.0,1.2480107333021953,153.99999999999997,192.1936016595013,5.999999999999999,1006070.0212517519
KCA,115670.1324424055,1958.9999999999998,29.55540041886905,1958.9999999999998,1958.9999999999998,52.0,57.0,4.320720225841652,285.0,110.0,6.592599980053853,1.322329709783584,13.0,1002.7000000000002,4408.0,1072.0,558.0,484.0,112.0,360.0,19.0,26.0,3.8119078488082168,0.10721053156477509,505.0,4.511554125052406,3.209533270099805,1.4904277782078386,9.578466737159951,0.9999215236978765,0.265758937261191,1.4208888896955287,0.28168238818816277,0.6992715964685347,4.132008116173364,0.21949630195671682,16.68295380122713,8.832747324835509,1.537313993602814,0.1617999908000593,-0.35773938715976555,-0.19593940463442425,32.61414181709384,108.86532094598441,102.11655963158802,0.11403823381071107,0.0802114536491473,0.033826781191782174,4.058438064219196,0.18871210966828683,91.1147840566605,93.62621086426215,103.18534553700427,110.75625373631608,112.5586389751815,107.23189188153977,105.89363822603076,105.46980661257957,97.76831854276733,88.75703906653438,90.17406023530668,0.0,0.0,0.0,0.0,0.9759247052957013,153.99999999999994,150.2924616625721,9.999999999999998,1005556.1337389047
LAD,117443.81727078893,1958.9999999999993,25.831840796019897,1958.9999999999993,1958.9999999999993,88.0,68.0,3.794679807265856,397.0,156.0,5.984008528784648,1.8598436389481163,26.0,1407.0,6085.0,1317.0,670.0,595.0,157.0,614.0,71.0,51.0,3.84179104477612,0.5362473347547975,1077.0,6.871202417535529,3.9072558158870856,1.8720208129360334,8.399119828431209,1.0015878827572438,0.24226393202135746,1.3673750715909214,0.2769328035223279,0.7483716939751245,3.873896150626442,0.3025716762885572,21.5780717336208,16.74122400674969,2.672358766003818,0.25465229633323816,0.10109214994423593,0.355744419022918,35.238592750533044,91.77697076180247,95.60784870136538,0.17702230983439945,0.0998205319360341,0.07720177823667376,3.5379380930945588,-0.07921634336058635,129.26089891891866,120.68656911175314,114.01395878716436,93.59749728246766,106.07684129705079,94.98329686882526,100.77956619410035,99.75312629474149,104.27971409714738,128.5738082938426,119.04113776091111,0.0,0.0,0.0,0.0,0.9947070561478322,156.00000000000003,155.1741841585651,22.000000000000004,1007288.3178393744
MIL,117755.72863171448,1958.9999999999998,30.532365352979042,1958.9999999999998,1958.9999999999998,86.0,70.0,3.5002101139582655,324.0,157.0,11.674200700951292,2.7568843430369787,18.0,1398.1,5943.0,1406.0,623.0,546.0,128.0,429.0,37.0,21.0,2.5923753665689153,0.07166869322652171,775.0,4.978134497121299,2.7531135313689377,1.9979292037951506,9.025985529488688,0.8228085841587106,0.25514788756311446,1.3087887845397361,0.2779601139444798,0.736989964836564,3.5880899542389217,0.22288210424719257,18.237409843769928,12.708142487332225,2.614327190626794,0.3774963796854059,0.33127259797044994,0.7087689602844681,35.690365496030324,97.30493856387118,101.94910409302933,0.12978760804520423,0.0714390678220442,0.05834854181102926,3.7641769338072737,-0.08787984028065587,93.64854954571001,85.03764333142963,121.6823105789709,100.58311743668786,87.14256342576881,100.03464959746655,96.46158445184734,100.12317067006072,102.69375956413907,94.26657757411492,85.19477776384251,0.0,0.0,0.0,0.0,1.258838347042415,156.99999999999997,197.6377016871658,16.0,1007590.9182461913
