Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerTeamId,playerid
BAL,118523.34540973505,1915.0,29.79137399876771,1915.0,1915.0,28.0,62.0,3.998184443761009,144.0,90.0,14.262600123228589,0.0,5.0,811.5,917.0,460.0,361.0,32.0,225.0,30.0,3.4157732593961794,0.6227972889710413,333.0,3.688058313973125,2.4921378349758183,1.6201126607948242,10.155309921128785,0.35438861960909673,0.28543567799660396,1.4052719729005112,0.31089324732386514,0.6328988573826247,3.042366386394995,20.832488538953747,8.390667534433305,-0.15324811081109924,-0.5140587498326583,-2.038839519684715,-2.552898273578927,33.587677141096734,127.71928923500147,99.91316888168285,2.7787952202789676,0.9558180573660142,99.95937182110474,84.11177989045862,130.2631813084306,120.85149374699432,174.00743581507555,114.75377818338728,111.27419389262643,113.33137919201981,92.79439593598579,0.0,0.0,0.0,0.0,1.3538514319162045,154.0,208.49304680768458,1007.0,,1008342.8136783733
BKF,118206.10418892925,1915.0,26.521265227612737,1915.0,1915.0,44.0,57.0,3.157714166652176,181.0,102.0,9.092434280829238,1.2798674930540714,13.0,935.8,874.0,434.0,329.0,12.0,350.0,19.0,4.176319726437273,0.0,303.0,2.9079685239217192,3.359508061511874,0.9427291222291087,8.389347832291698,0.11503575479002325,0.24812503772751487,1.3054284326448413,0.268936960915855,0.6591761114415473,3.1091556090930097,11.16700178332552,7.3007006496191025,1.2098904969913118,-0.3114823366308931,0.2643340259048388,-0.04714830904414025,28.730711690532168,103.63742448792082,104.845335982457,3.3059577839562277,0.04855855755916613,78.8161905752552,113.38626565687123,75.70557852109357,99.83597004618716,56.48340722719394,99.75377199155398,103.36824424616448,98.03685656946246,96.71633041899909,0.0,0.0,0.0,0.0,1.040272030348365,153.0,159.16134592314313,1014.0,,1008030.8641803804
BOS,118810.33070923535,1914.9999999999998,24.438880384867705,1914.9999999999998,1914.9999999999998,100.0,50.0,2.318137325395848,246.0,154.0,12.48567679860048,2.4733581164807927,15.0,1371.9,1131.0,480.0,354.0,16.0,434.0,46.0,4.157445877979445,0.7124425978569866,626.0,4.100295905345786,2.8430527338962075,1.5340146229819958,7.408027197836826,0.10483971483963526,0.2255205149199158,1.1390088813036705,0.2550970908751921,0.7144943810102776,2.6969522064084464,20.586569466025377,16.764060247689486,4.2073852023336125,0.9038793418350892,0.952269541317037,1.8561489400671438,32.43997375902033,80.64911826246339,92.74022410418173,2.742003835064274,-0.37881488101259775,104.22159941007845,83.23231107362005,133.18796928613276,91.46535980719148,80.89403040831836,93.22150495075552,89.02312618608086,94.1544445600954,106.13656940411649,0.0,0.0,0.0,0.0,1.248642730519717,155.0,193.53966148115643,2.9999999999999996,,1008627.0237626649
BRO,116678.17688266198,1915.0000000000002,27.499207739137685,1915.0000000000002,1915.0000000000002,72.0,63.0,2.6356357262238506,209.0,134.0,14.182386790092568,2.890668001000751,7.0,1199.1,1092.0,482.0,352.0,28.0,426.0,60.0,3.7222083229088487,0.3755316487365524,405.0,3.033500381183816,3.1917306659108213,1.036842528077725,8.177477874798766,0.20953779447692522,0.2427471705656616,1.2632453934121761,0.2618480620530636,0.7153992584688517,3.250813966509331,9.81568867922048,6.321993411518633,2.9612048394426913,0.9475900966435804,0.8874113267493744,1.8350014397316043,31.971645400717204,94.07847185329587,114.13337476515807,3.2097031679693333,-0.6151782402854804,79.58950110807825,121.14134259545911,71.67346680755631,100.01113911441561,115.5475880459251,99.62324614740955,105.16058708390037,96.82306978417324,104.12422600413744,0.0,0.0,0.0,0.0,1.2729412234175632,154.0,196.03295763359486,22.0,,1006536.3933783672
BSN,118888.8174238557,1914.9999999999998,26.636208950144635,1914.9999999999998,1914.9999999999998,67.0,57.0,2.5944000361751582,202.0,132.0,16.405393908456695,2.2633146163008337,13.0,1175.4,1049.0,474.0,340.0,21.0,307.0,39.0,3.3039816232771817,0.0,549.0,4.194067105679837,2.344824659289828,2.0176769188446486,8.004609843630133,0.16039675224302005,0.23885834325131125,1.149937166991107,0.26896883809194855,0.6780795912106516,2.5891334258322636,26.031829202127724,14.202270679175854,2.9559953723642236,-0.5899623846719211,0.4277830950906938,-0.16217927916030284,33.756933809766885,96.07304473424395,93.90299827291344,2.5294198363131613,0.005266610342895006,110.03911871097041,88.99723601717167,139.6178180417927,97.89695073282164,88.44923608338229,98.02727450391102,95.72808911160233,99.4561058659553,98.69246007092293,0.0,0.0,0.0,0.0,1.3867203845499407,158.0,219.10177036331325,16.0,,1008701.386676876
BUF,115444.66630901286,1914.9999999999998,26.930257510729607,1914.9999999999998,1914.9999999999998,72.0,76.0,3.373930740604411,235.0,148.0,15.050199264255056,2.6940527283874918,10.0,1304.8000000000002,1214.0,607.0,490.0,34.0,530.0,27.0,4.1212446351931336,0.6509809932556713,575.0,3.961644607657767,3.649825775925406,1.1963816276793378,8.360196919003531,0.23417011154969267,0.24680802711080468,1.3344469661032154,0.27378956128868476,0.6794148076984978,3.1449679460139985,19.83610738662216,10.736817844212055,2.3430922992326484,-0.09623767252655155,0.164788680426476,0.06855104110477195,38.0219190680564,109.6545136302112,104.9874206218575,3.0477307845411112,0.2289627945904131,107.37452411193709,123.18473641171572,96.07506691096768,99.48906468905626,114.97925836399034,99.22429387853077,105.66602999923974,99.80579783034358,99.68581337022852,0.0,0.0,0.0,0.0,1.5125947938381357,153.0,231.42688196981555,1004.0,,1005323.0964132433
CHC,119813.25227592679,1915.0,27.621908981071282,1915.0,1915.0,64.0,70.0,3.0855761621864004,246.0,134.0,10.219734192509062,2.2840112766814338,8.0,1241.5,1135.0,544.0,426.0,27.0,418.0,39.0,4.8535642368103105,0.0,571.0,4.135971593560814,3.0282440867069855,1.4987005150132902,8.219525803602982,0.19553242677197752,0.24391253776992372,1.2497522100344407,0.2734951449070493,0.6763783856037052,2.875455659747816,15.192501342781503,10.081842433661222,1.3329353769652263,-0.3624005045170175,-0.08857401793539833,-0.45097453568282264,35.15690696737817,112.97016298945758,103.32446595461236,2.7978263361934337,0.21012050243858402,108.51487534681866,114.93625019445611,103.26471966938068,100.52538829020014,107.82446362322716,100.1015119231621,104.03732861564612,101.12978989930998,98.44485455335116,0.0,0.0,0.0,0.0,1.1988777937978252,156.0,187.02470740857166,17.0,,1009675.8339911398
CHW,116752.55974025975,1915.0,27.72893217893218,1915.0,1915.0,92.0,61.0,2.423899976760845,243.0,153.0,16.504256854256855,2.9471139971139975,9.0,1386.0,1231.0,505.0,374.0,14.0,345.0,33.0,3.3796536796536794,1.0927849927849929,632.0,4.0955262794188965,2.235531855088592,1.8464626278311687,7.981564255839397,0.09043754920646568,0.2389346409748591,1.1352329012142213,0.27018996390335226,0.6951445769163058,2.4455814455002742,33.41419108861366,21.658836096525192,4.290782959678063,0.5227708007801664,-0.10610543288193731,0.416665352605724,41.55245310245311,84.33622407949979,84.00245588373602,2.5431721164482815,-0.02168146873942874,104.10036473478583,65.44672230638741,160.1709558903526,98.54670170457021,69.78135973330424,98.7663886119382,88.72800157599492,99.72511207302963,103.26219855811831,0.0,0.0,0.0,0.0,1.5842883253968256,155.0,245.56482276751368,4.0,,1006609.6052669553
CIN,118422.81580333627,1915.0000000000005,24.0315188762072,1915.0000000000005,1915.0000000000005,62.0,61.0,2.5617931257484776,213.0,125.0,14.43204565408253,3.443371378402108,7.0,1138.9999999999998,1004.0,432.0,325.0,24.0,383.0,32.0,2.776558384547849,0.260052677787533,434.0,3.4220036243361243,3.0204762260406297,1.1511708436619843,7.915264569141351,0.18901693375642056,0.23684227797616625,1.2150823105757758,0.2593446698301603,0.7152218658437227,3.0121138296113528,15.325730941335397,8.537926558405161,3.4419703453321326,0.9029125445393588,0.7612149247747567,1.664127416603915,39.58472344161546,92.34123788990621,106.65083021467194,3.0298646954754505,-0.4503207038628752,89.78260327254739,114.64142297727665,79.3358921419566,96.80425163746234,104.23155808197608,97.1998829150122,101.15118551136374,95.89739510858138,104.09840704883499,0.0,0.0,0.0,0.0,1.3991182897278318,160.00000000000003,223.85854963418998,18.0,,1008246.9158911328
CLE,117196.98604288501,1915.0000000000002,23.89536062378168,1915.0000000000002,1915.0000000000002,55.0,85.0,3.095890466071388,274.0,140.0,7.476881091617935,1.5354385964912283,10.0,1282.4999999999998,1189.0,615.0,442.0,17.0,492.0,25.0,4.15430799220273,0.8959064327485382,575.0,4.033410858008565,3.4465504830694287,1.2780731936101366,8.337029921968224,0.11920263184639691,0.24663659936633678,1.3092867116708502,0.27744323443304664,0.6533011298183236,2.8917249481161513,20.30070045565537,16.053875535726547,1.7680696875591841,-0.41898217074471383,-0.1993501850695406,-0.6183323619309923,30.524990253411307,100.78814425044696,93.12329316068227,2.957366112569354,0.204165517955237,102.52151074062031,100.90011997232371,110.96633026395492,102.93556181311169,91.97641695309632,101.95008191175447,102.33177112142101,102.40224043864318,97.04644666863457,0.0,0.0,0.0,0.0,1.0286433450292398,154.00000000000003,158.4109437861545,5.000000000000001,,1007046.9767641327
