Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerTeamId,playerid
BE,,1935.0,29.97007082476582,1935.0,1935.0,27.0,28.0,5.322203554535054,88.0,55.0,6.932642487046633,0.4399639558459113,4.0,443.9,2020.0,533.0,316.0,264.0,30.0,164.0,22.0,0.1847262897048885,,205.0,4.1404662454124495,3.3063602312444225,1.2923396821130886,10.741928038122012,0.6063042555403088,0.28826031596450735,1.560920918818493,0.3123575478412214,0.5990631870601487,4.387601115835876,0.19826617187204326,8.675934958260562,3.921657814644277,0.8623420373797014,0.12231090269214093,-0.09228651436252636,0.030024387017916272,15.731020500112638,104.62787872788785,103.16021813799873,0.10278850899301646,0.0809061467695427,0.021882362919576487,4.105329566633465,0.9346024386991778,92.22201701444378,96.14090173812447,98.99289780038625,103.83290329305773,105.51984735369358,102.38616924893088,101.9138348478534,101.27984394626884,102.1594844619944,92.4580672793081,95.00674309545009,0.0,0.0,0.0,0.0,1.5601099211534128,55.0,85.80604760177933,1140.0,,1015863.4967334985
BOS,118409.97346893654,1935.0000000000002,29.615520672120272,1935.0000000000002,1935.0000000000002,78.0,72.0,4.010567345733537,286.0,150.0,14.689512860196038,1.2199130370697917,11.0,1356.8999999999999,5975.0,1495.0,715.0,606.0,64.0,509.0,20.0,3.003168988134719,0.044955413073918496,461.0,3.053600800660338,3.3686151832888407,1.0265803215365907,9.898223341765288,0.42363423977939,0.2734304354381005,1.4740931694504589,0.2898760788533222,0.6803477404399735,4.28195616358261,0.1725899508040386,36.121805376372755,19.863926140824333,4.143756240562931,0.3257180647070024,0.36107396710425455,0.6867920100146436,33.16014444690103,86.91140245390254,90.82365899948266,0.07774579510428183,0.08436264417127276,-0.006616849428845162,4.447320099232836,-0.27138881784907226,93.92848284051396,89.83138879421699,118.41351008127123,99.76017317599447,77.47814226275906,99.51540599511178,97.03690768912722,99.91136521022597,102.2188550272134,95.66361741950058,89.99362135787148,0.0,0.0,0.0,0.0,1.2861210096543594,154.00000000000003,198.06264190816503,3.0000000000000004,,1008232.0511459947
BRO,116611.62726125368,1935.0000000000005,29.44358435002103,1935.0000000000005,1935.0000000000005,62.0,71.0,4.230969440271616,274.0,132.0,8.251914177534708,1.3729911653344555,20.0,1188.4999999999998,5226.0,1344.0,680.0,561.0,74.0,383.0,18.0,3.819520403870425,0.3130837189734961,408.0,3.081097366881975,2.889491542941695,1.13674015566849,10.143284535635217,0.5594027783655905,0.2777206233280983,1.4480862309529903,0.29179042713996994,0.655150820326462,4.313423958986991,0.16480938434497264,15.453488241156766,9.423707589507103,1.3784314527330304,-0.1238338856047688,0.009948942108180847,-0.11388492271065917,30.337820782498955,105.31267689347254,103.37888728107998,0.07833942107025663,0.07218104024316369,0.006158385112326463,4.294017321188079,-0.0824545187153768,92.15729530664241,107.24965258547624,91.60328598303136,102.75297595844434,102.97029372820519,102.01944156900858,103.7170919156377,101.27312638941245,98.45611180599455,91.68634850067986,104.83289659375488,0.0,0.0,0.0,0.0,0.9729619798064789,153.99999999999997,149.83617474532298,22.000000000000007,9.0,1006472.505679428
BSN,114263.47094358885,1935.0,33.73700331830171,1935.0,1935.0,33.0,102.0,4.912285163108987,261.0,133.0,7.82625712584021,0.7322385773844975,5.0,1175.3,5283.0,1445.0,756.0,643.0,73.0,370.0,15.0,1.0796392410448397,0.39172977112226665,309.0,2.3611277579953502,2.8260018570225136,0.8520864349340594,11.036837149571314,0.5578274499893123,0.29450734305022014,1.5403154451770917,0.30346123991288665,0.625009395096571,4.442844699347995,0.1419129157559772,5.84350116469399,2.8885736614465714,-0.5972104307517978,-0.4808770840760775,-0.6624171384053565,-1.143294214717375,36.06245213987918,131.8367710862384,114.93984283744162,0.05834519489577131,0.069736175807028,-0.01139098255424147,4.50460969806001,0.46944046376099285,70.62261335495901,104.89309723433618,68.66469617045331,111.80479639538633,102.68032014942234,108.18596874766577,110.32287662964117,105.32377228826437,93.92645573866132,68.2856429580979,101.28207413849327,0.0,0.0,0.0,0.0,1.1448457015230153,153.0,175.16110945376784,16.0,,1004152.4674551178
CAG,,1935.0,28.707443739180615,1935.0,1935.0,19.0,28.0,5.33603762073176,77.0,48.0,4.205760312423724,0.40078105931169145,3.0,409.7,1871.0,502.0,301.0,244.0,25.0,175.0,8.0,0.9067610446668294,,181.0,3.963264861853143,3.8307132894803133,1.0334297124774225,10.97949177016117,0.5459222373385029,0.29461898928610947,1.645578339960165,0.3189410279051348,0.6005462849182329,4.424525936948143,0.20366770328533074,6.461440044159943,3.379260018467903,0.8316749420625305,0.22270674377585256,-0.00804908787124713,0.21465764481284227,11.692213814986575,104.89983920168618,103.88611403164435,0.09687161164022455,0.09350888869416646,0.0033627241689040766,4.327565236349732,0.9115116837836178,88.2751501542935,111.38781142798854,79.16045860034924,106.1292258831197,95.01109488273403,104.64468409418757,107.44118881746267,103.41449328675941,102.41239958597065,87.1358308072395,109.80593524657658,0.0,0.0,0.0,0.0,1.395922172321211,48.0,67.00420514275046,1132.9999999999998,,1015698.2880156211
CEG,,1934.9999999999998,25.36112434492616,1934.9999999999998,1934.9999999999998,17.0,13.0,3.914809258492267,51.0,31.0,3.078247847248221,0.3721452639460876,2.0,267.1,1151.0,264.0,153.0,119.0,18.0,77.0,6.0,0.0,,129.0,4.3080012200176085,2.5462326598429765,1.841575295754399,8.760158056358575,0.6034845823153201,0.24400920164119558,1.2562656351335058,0.26368795360140274,0.6174286111344065,4.0118431306916555,0.1943947606364657,7.020289999911599,3.401257000863552,1.0951384776085338,-0.0910945112371726,0.49909315129113707,0.4079986624963629,8.089479595657057,76.96026357190388,95.77328516975389,0.11319854560089852,0.06597640446274802,0.04722214113815051,3.8012522295860975,-0.09703387219938898,95.9535806507058,74.03824351596198,141.06420890466117,84.67685140597929,105.02911768196635,86.66877136361724,82.02263607367124,85.49905381135999,105.29137761028522,101.82187589999266,77.47499572538227,0.0,0.0,0.0,0.0,1.5076509210033693,31.0,46.73719901473547,1132.0,,1016084.6465743168
CHC,117742.83181197439,1935.0,27.259613311291595,1935.0,1935.0,100.0,54.0,3.2587041384368303,272.0,154.0,13.173363041759504,1.889815280672752,14.0,1391.3,5878.0,1417.0,596.0,505.0,85.0,400.0,20.0,4.445482642133257,0.2790914971609286,589.0,3.8022442814028565,2.580194156023263,1.66177102364048,9.14327683822661,0.5484804801360863,0.25912598635130707,1.3026078882499859,0.27772232700758614,0.7233381316121613,4.032018034981258,0.18250392800258752,25.582782018868404,14.964156951755285,4.35683488315715,1.178137944908306,0.6938838700705043,1.872021787720572,36.067131459785806,82.36319524353277,97.86093233653737,0.10044082741033565,0.06755656054265793,0.032884268472651475,3.973306689718863,-0.7733138965444274,113.7271911091338,95.76941919506248,133.912473723005,92.62274974531846,100.9598062934358,95.1887839901166,93.29741502116691,96.39044227694708,108.703305550011,117.55323916850251,98.1164848773041,0.0,0.0,0.0,0.0,1.3386996887802773,153.99999999999997,206.15982392507203,17.000000000000004,,1007577.258966434
CHW,120442.15602597619,1935.0,29.762840516150792,1935.0,1935.0,67.0,69.0,4.146824962504019,208.0,137.0,11.866070675550306,1.1674959939276377,7.0,1185.7,5197.0,1236.0,625.0,547.0,90.0,501.0,20.0,4.02521717129122,0.17812262798346967,375.0,2.8424189738214456,3.7976908734079076,0.7672902934291979,9.369157658630908,0.6821498467276114,0.26398799177148774,1.4629831702265348,0.27173673059200687,0.697379780123134,4.851691853996278,0.1854482402757864,16.71796650737034,10.036660231649876,3.073928478602224,0.5382942810137492,1.0207038131926045,1.5589980730689366,25.810576031036515,91.15546033233085,104.65264295265644,0.07205702019397825,0.0961080338011301,-0.024051015270304458,4.656530109216931,-0.7048668914922593,87.43254905828027,101.27361743833336,88.5050442658727,94.42793502086424,124.75786399325041,96.0788148432769,96.3055563800915,93.65928999249546,104.77783374828073,88.6637671974241,102.52298526844957,0.0,0.0,0.0,0.0,1.0992623412330267,153.0,168.18726974890103,4.0,,1010221.8971071941
CIN,115648.67304044313,1935.0000000000002,27.39001441687533,1935.0000000000002,1935.0000000000002,67.0,83.0,4.288887200760122,308.0,150.0,8.029971925032248,1.0812656498975644,13.0,1317.8999999999999,5775.0,1451.0,750.0,629.0,64.0,425.0,29.0,2.2525229531830946,0.08657713028302604,487.0,3.3202990692523873,2.898160192976092,1.3164529019629716,9.893064237329448,0.43653798136202604,0.27168048067485917,1.4212471589228375,0.2895768372205689,0.6402175673981334,4.1062632638055385,0.1692424343265802,17.174961067230175,11.818135699257255,0.9200989965586029,-0.7627930645301279,0.0033077141068904997,-0.7594853322951572,34.65960998558313,109.76392941660312,100.99156578068639,0.08485924850216255,0.07336555520980349,0.01149369159192655,4.229993615303445,0.18262393695458382,99.31194811318777,107.57140805378528,106.08529228749045,100.21820724464153,80.35434556778122,99.80062190377757,101.79478201365775,100.5048449420766,96.2119413162464,99.31697787921877,106.55324380916922,0.0,0.0,0.0,0.0,1.0414276705364593,154.00000000000003,160.37981678616595,18.000000000000004,,1005534.5885879049
CLE,116580.21960211998,1935.0000000000002,27.33343574775328,1935.0000000000002,1935.0000000000002,76.0,65.0,4.057975325084841,269.0,146.0,10.311160611414088,1.8798678853982644,19.0,1301.8999999999999,5668.0,1403.0,670.0,588.0,61.0,440.0,16.0,1.597280897150319,0.18995314540287273,474.0,3.2711013007993928,3.0361764892191867,1.1575068697680315,9.683163115832148,0.420926821566204,0.268864100726765,1.4132599561168149,0.28695848984952416,0.6731368409470775,4.111540000538242,0.17050313443659265,33.80799679344429,18.935061005176976,3.5224541447612037,0.04666089763911662,0.27453705042140514,0.3211979643623509,34.868039019894006,91.10752005488956,90.27027697655141,0.08301636279053691,0.07687308110530763,0.006143279362470238,4.294198562637969,-0.05356467545340147,100.6187784386473,80.96619406216195,133.51556467457777,97.59266849949036,76.9829846154564,97.85348181326262,93.03236643690063,98.90576205164557,101.1354531277639,102.14887348229851,82.0041512276204,0.0,0.0,0.0,0.0,1.2448071795068747,156.00000000000003,194.19008636884823,5.000000000000001,,1006443.335893694
