Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerTeamId,playerid
BAL,117587.87042859507,1893.0,25.274367036240275,1893.0,1893.0,34.0,36.0,5.129969806767851,84.0,69.0,24.072646036736717,0.0,1.0,604.3000000000001,733.0,490.0,345.0,16.0,280.0,0.0,11.467648518947541,0.0,125.0,1.8588940266435408,4.164151111421336,0.44411346069501895,10.90250670052755,0.23785291036899817,0.29846930789867177,1.674073090216543,0.3099135450052853,0.5365080906883997,4.6925093137026614,37.46680214436919,6.405205808579922,3.16556051403072,0.002836141316119984,0.25331803400272296,0.2561541957835893,31.934966076452096,107.99358255639072,98.78438452421224,4.78984218827798,0.43746049306518975,85.76196236466248,104.44151352388305,81.69346675005607,105.5300659197879,79.65391209425752,103.1700884697715,105.22694460625578,102.69642232306236,97.69638803313028,0.0,0.0,0.0,0.0,1.8931875492305144,129.99999999999997,246.11445122011324,1006.0,,1007426.8336918749
BRO,118367.13417300796,1893.0,24.953468031137934,1893.0,1893.0,65.0,61.0,4.468980990588622,151.0,128.0,24.673139158576056,0.9293273856380653,3.0,1143.3,1243.0,826.0,568.0,39.0,538.0,0.0,10.657832589871425,0.0,292.0,2.2970833907961263,4.232763436211356,0.558492960105834,9.779413692061281,0.3068374046299984,0.2770482763914894,1.5569085698080707,0.28973971588955005,0.5558830392346715,4.71764894386465,26.879434134801066,7.919335253536701,3.2591629472214083,-0.211708650598999,1.4193853864798676,1.2076767252377405,31.49383363946471,100.1342678650553,105.7060526202252,4.692421007017539,-0.24866795327602767,105.97827336379171,106.16238648351394,102.73326572343751,94.65916416544516,102.75594113063934,95.76560949245545,97.86235307743188,96.01139642428306,101.22450360955426,0.0,0.0,0.0,0.0,1.9320816102510276,130.0,251.17061871572253,22.0,,1008192.0787194961
BSN,121338.95393169182,1893.0,24.3941575807447,1893.0,1893.0,74.0,39.0,4.322817574533439,132.0,113.0,32.384630659253375,0.7031374106433678,2.0,1007.2,1135.0,678.0,484.0,57.0,326.0,16.0,6.461675933280381,0.42196187450357425,226.0,2.018563133391201,2.9113356068183838,0.7198903035802223,10.137346973996399,0.5090828883705761,0.28426315067140745,1.4498536200905316,0.29086917504713033,0.5777051309729944,4.678855627203311,54.11298205493413,12.36353000625968,6.971264128745596,1.3582404554777907,1.3786702053806343,2.7369105926521766,42.1243050039714,88.84379208167046,96.16119213535801,4.383719745215581,-0.3560380526698723,93.12845864009431,73.01951562663132,132.42186964341312,98.12375482106673,170.4853792877783,98.25953164142948,91.13321721736268,96.38566665710407,105.19823560937829,0.0,0.0,0.0,0.0,2.508062994440031,131.0,328.55679682458174,16.0,,1011108.4664416203
CHI,117045.88538469678,1893.0,25.64621367613698,1893.0,1893.0,48.0,61.0,4.854577364330126,132.0,111.0,24.62736797544714,1.2079585141284794,4.0,944.9,1087.0,731.0,511.0,22.0,466.0,0.0,7.591702825695841,0.0,222.0,2.1080088851020204,4.420445770237989,0.49651136721028677,10.332946450514333,0.20917441892465904,0.2885504448183488,1.639265802305813,0.30224689194363763,0.5425380976653613,4.681157521564504,35.992826761665846,10.271178610913921,2.735278656743471,-0.01888687496882451,-0.02277509225237709,-0.041661955700889715,33.0335485236533,102.18165974886851,98.5314325542258,4.7946498274906695,0.17341984276562195,97.25512916673712,110.86966691185216,90.91841468048786,100.01704653991652,70.04985035307712,99.74149479385528,103.03906847451378,100.15591432232314,98.7944328602293,0.0,0.0,0.0,0.0,1.974534976187957,128.0,252.74078377860855,17.0,,1006898.1821356757
CIN,115387.25298830948,1893.0,25.092210692236964,1893.0,1893.0,43.0,41.0,4.40520138936882,105.0,81.0,20.074346512544334,0.6936818599763563,3.0,761.3,845.0,529.0,373.0,30.0,335.0,0.0,8.1711546039669,0.0,165.0,1.9489004447728902,3.9563441845479903,0.5092829560344149,9.980296743091568,0.3543431217861004,0.2819537267475804,1.5485156586266176,0.2909689116812166,0.5745561215237095,4.771502550540839,29.062529772837156,6.893349327147007,3.512710568392213,0.5489554849252523,0.7321102483254076,1.281065793512968,31.4489688690398,94.1022595447115,101.92705110323914,4.719149379533181,-0.36630116117201855,89.91449980550045,99.22948605834011,93.68121968530954,96.60359788144267,118.66500111420815,97.46124697955618,97.33480120103097,96.4187165049093,104.62481095728592,0.0,0.0,0.0,0.0,1.7597854406935511,131.0,230.53216079717927,18.0,,1005281.1944043086
CLE,117935.35681252222,1893.0,26.17644966204197,1893.0,1893.0,73.0,53.0,4.102938549582304,147.0,126.0,29.692458199928847,0.3914976876556385,2.0,1124.4,1333.0,814.0,513.0,34.0,346.0,10.0,10.354144432586267,0.0,239.0,1.9115209090902814,2.7674169385919476,0.7270466788260403,10.660939607950262,0.2719647800957098,0.29488154349760304,1.4920396162824678,0.30597599114789975,0.5384647686250444,4.291160530835488,59.05663078842595,16.49564848281443,5.078317368830471,0.1942907209958376,0.19560490193044916,0.3898957067029103,37.46602632515119,85.64191198855788,89.57073140689265,4.368399397281902,-0.18822198125318346,88.18995699323004,69.40987631919033,133.73826559620366,103.19183381372561,91.07754306167746,101.92992755248005,93.7848956359402,101.39163038874736,98.05269266814707,0.0,0.0,0.0,0.0,2.30611747242974,128.99999999999997,297.48898723633505,1025.9999999999998,,1007756.0179651368
LOU,119396.51918988474,1892.9999999999998,23.825780463242697,1892.9999999999998,1892.9999999999998,49.0,71.0,5.886255287264328,134.0,121.0,25.058474495166998,0.775480907263853,1.0,1044.9,1390.0,917.0,686.0,36.0,457.0,0.0,5.843908507991194,0.0,186.0,1.5997795669120007,3.900916063616685,0.43829459039525304,11.940383607303437,0.3094052535381289,0.3184445168857185,1.7601444078800135,0.32690069386484993,0.5222590857574887,4.765698673396863,26.084750117691108,7.445365898311138,0.47784830738635864,-0.11476847648703319,-1.3973945295018366,-1.5121630234534185,29.581491051775288,130.88459605099607,105.9683172358524,4.765831581919332,1.1205566138674639,73.80745381004573,97.83928750719423,80.62310155351807,115.57612426189239,103.6158810442702,110.07479868237205,110.63711566084812,108.32547417143134,95.10168984992889,0.0,0.0,0.0,0.0,1.9224060168437167,125.99999999999999,242.22350654409016,1044.0,,1009447.8230452674
NYG,119885.03308613805,1893.0,22.850827153451224,1893.0,1893.0,46.0,32.0,3.678549881544511,90.0,77.0,37.7124928693668,2.7495721620079863,2.0,701.2,707.0,436.0,288.0,23.0,333.0,0.0,19.48088990302339,0.0,258.0,3.3114660581859665,4.263530734655725,0.8017675869224186,9.054359280044395,0.2941511339333421,0.26105846411318523,1.4797655571889023,0.2819699675959384,0.6054474576754135,4.484161726253193,55.06110949704665,7.027776718139648,8.783112231393371,2.1235303182956584,2.3927632701183157,4.516293745915072,43.555904164289785,80.98194131659909,98.71719753122541,4.383950557192777,-0.8056118447086824,152.77784714107383,106.9340643430799,147.4829739429201,87.64104970816422,98.50747055566197,90.23850736265217,93.01338706568687,93.43672563314023,110.25002342751223,0.0,0.0,0.0,0.0,2.7097212549914436,136.0,368.5217724463903,29.999999999999996,,1009674.419281232
PHI,119383.91608756082,1893.0,25.395066018068103,1893.0,1893.0,71.0,54.0,4.688822073856318,156.0,129.0,23.461865879082698,0.875868658790827,2.0,1151.2,1320.0,821.0,600.0,30.0,504.0,12.0,7.116921473245309,0.0,271.0,2.117838820478355,3.938759886097776,0.5469791785554203,10.315410227257907,0.23444494484092213,0.28875792226422875,1.5837966792617426,0.30215879645318555,0.5662063943771717,4.58618471733851,36.049212711564856,11.882847547531128,3.093707040542526,0.48463490817927546,-0.1750097661793667,0.3096251285200015,31.958043780403063,100.93063702862794,98.72128961290494,4.657518013713811,0.10263735651780861,97.70864321095318,98.7884524130051,100.61533688940663,99.84730586953062,78.51262781830519,99.81321227327592,99.55245467489708,100.12672201421654,103.1043530256106,0.0,0.0,0.0,0.0,1.8978058608408614,133.0,252.40822895572285,26.0,,1009183.1521890201
PIT,116623.4104119511,1893.0,23.78596650067904,1893.0,1893.0,78.0,47.0,3.9473727181486655,150.0,125.0,27.921774558623813,2.182707107288366,2.0,1104.5,1152.0,708.0,485.0,26.0,464.0,0.0,8.004345857854233,0.3757356269805342,268.0,2.1818254332816527,3.775590417929751,0.6035110976794931,9.37634708305186,0.2116384440548529,0.26930086298276745,1.4613263889979566,0.2826915907766534,0.5737832919031236,4.453361207498787,44.77335581721198,11.74803102016449,5.513927928782955,0.12316410207152093,1.9147246239788662,2.037888770839541,39.30185604345858,86.2949950775105,97.35660281448031,4.59884878604313,-0.5059884893501224,100.66073052761814,94.6959817604358,111.01423006779703,90.75770856562688,70.8750210050318,93.08760774943842,91.85435921848395,93.675850770196,104.48408191999341,0.0,0.0,0.0,0.0,2.2678081222272524,131.0,297.08287378106525,27.0,,1006487.0263467631
