Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerTeamId,playerid
ABC,,1924.0,24.483870967741936,1924.0,1924.0,2.0,5.0,7.670137077286484,11.0,8.0,1.6468531468531469,0.0,0.0,57.2,294.0,92.0,60.0,49.0,1.0,23.0,4.0,0.2832167832167832,0.0,12.0,1.870488273665788,3.570416179154343,0.6299609477622378,14.387406403293973,0.15734265734265734,0.33512410557716943,1.9953136202720354,0.3489615072876505,0.5040038944755245,4.356639388429354,0.12312242339160841,0.6432480898562012,0.23284610267728567,-0.18173894270525112,-0.11050814436422987,-0.13373306815649244,-0.24424120273206615,2.93006993006993,178.370426875247,111.67400724621278,0.0403436527972028,0.07919967513986013,-0.03885602234265734,4.478547889979901,3.3134976888571304,44.457021883589974,114.63385925592516,46.63423913221205,150.82468667426923,48.63835377828773,126.84267872203645,141.91661445891677,119.55965535178066,84.01028449732254,37.99830982550653,100.76766881185614,0.0,0.0,0.0,0.0,0.8854913986013985,20.0,17.709799753202425,1148.0,,1016049.1678321677
AC,,1924.0000000000002,26.1812375249501,1924.0000000000002,1924.0000000000002,28.0,20.0,3.8773779141626257,64.0,48.0,7.513374233128834,0.33153374233128835,2.0,407.5,0.0,428.0,232.0,176.0,0.0,129.0,3.0,0.8473619631901841,,178.0,3.918206277152328,2.84078860823029,1.4550584620858893,9.425888875464992,,0.2695299113984349,1.362964164855031,,,,,15.172023317828499,6.085120864212513,1.441736402321447,,,,14.231656441717792,92.3680760577521,,,,,3.649057278054466,,95.21286645432616,116.61176258335946,84.53762414218053,96.28826127171365,,,100.33806585445386,,,,,0.0,0.0,0.0,0.0,1.4966766601226995,65.0,97.28400018130343,1097.0,,1015622.727607362
BBB,,1924.0,24.320127952755904,1924.0,1924.0,23.0,25.0,3.460131884309573,74.0,52.0,13.279712668698304,1.2305180670439704,3.0,459.4,1953.0,454.0,230.0,177.0,20.0,120.0,24.0,1.5137135393992165,0.0,278.0,5.437774732031521,2.343951380382591,3.10468057991293,8.87636372374122,0.390813567393274,0.2509767407612367,1.2467016782359788,0.2880114474867729,0.6491482690901176,3.441985528139579,0.21375642949281673,27.502301022287135,6.993931993842125,3.770902815439102,0.9774396340510718,-0.06809284975999559,0.9093467864975443,23.19394862864606,80.46599363610032,90.4035660716859,0.14302614216804527,0.060496734806269055,0.08252940736177623,3.0219226882641834,0.018146356169993688,129.2428686474366,75.25626682129544,229.8307810788404,93.05184964634131,120.80975924305389,94.9933519113885,88.67161513756322,98.67721419056544,108.20378843768073,134.71144757711448,76.97146206721581,0.0,0.0,0.0,0.0,1.9813650522420552,79.00000000000001,156.52783697690452,1149.0,,1016273.6336525904
BBS,,1924.0000000000005,29.169309901414493,1924.0000000000005,1924.0000000000005,34.0,20.0,3.8266886503663993,81.0,53.0,6.617659665666524,0.6605229318474068,1.0,466.59999999999997,0.0,498.0,276.0,199.0,0.0,128.0,15.0,1.6030861551650237,,233.0,4.478977943383265,2.4618783292296595,1.9959166851093018,9.577106345567097,,0.27368193515000544,1.3376649638663063,,,,,12.118858132707782,5.529894828796387,1.1534533405120009,,,,18.016716673810546,91.16054099738582,,,,,3.362616406469268,,108.83968290846674,101.05784372885454,118.15368954954874,97.8329927514088,,,98.47560097068946,,,,,0.0,0.0,0.0,0.0,1.8500820060008576,56.00000000000001,103.604678934345,1098.0,,1015549.7569652809
BOS,116947.96839712567,1924.0000000000002,29.19548320868163,1924.0000000000002,1924.0000000000002,67.0,85.0,4.375441240994562,297.0,154.0,12.361856577210734,1.3855404018184485,16.0,1363.8,6184.0,1540.0,788.0,664.0,43.0,515.0,63.0,2.8020970816835313,0.5805103387593489,410.0,2.701816367302076,3.3810183639183244,0.9180910793371463,10.148295265961039,0.28315992082102737,0.2739056385563215,1.5032570699865957,0.28953705038020777,0.6534730059788825,4.222007249222613,0.1554433275076991,26.059658163190672,13.947698652744293,2.975490575345171,-0.08319472101867892,0.5715028438789511,0.4883081565732209,35.971916703328944,102.50022210905126,98.37406374273718,0.06650293962017892,0.08198588040548468,-0.015482941599941338,4.1980708899846055,0.15343399177194902,101.32929929246751,99.18463115064779,117.37298077441841,100.86588288866152,86.7495879563347,99.03534199976129,100.4404105391345,99.29604622326806,99.65478824082676,99.88564898478722,96.32055325133041,0.0,0.0,0.0,0.0,1.251847104414137,157.0,196.53986946941038,3.0,,1006802.1968763748
BRG,,1924.0000000000002,32.70569210866753,1924.0000000000002,1924.0000000000002,12.0,23.0,4.244828169382963,46.0,36.0,6.269728331177231,0.31080206985769726,1.0,309.2,0.0,355.0,188.0,146.0,0.0,64.0,5.0,1.398771021992238,,156.0,4.533407501294586,1.860603035278432,2.7430730052166883,10.319404335977275,,0.2871280104337983,1.3533341523617453,,,,,10.791311146293852,3.479966349899769,1.0471655158675426,,,,10.357697283311772,101.12158780538441,,,,,3.1481992765249998,,110.16232747131117,76.37604529360951,162.3836298536261,105.41578773089633,,,99.62912804622223,,,,,0.0,0.0,0.0,0.0,1.951929657179819,36.00000000000001,70.2694924318775,1099.0,,1016031.4847994826
BRO,118474.83237887463,1923.9999999999998,30.269884555949456,1923.9999999999998,1923.9999999999998,75.0,52.0,3.5361981626967824,189.0,123.0,19.651577129351875,1.578856467593855,5.0,1100.1000000000001,4681.0,1159.0,534.0,434.0,49.0,298.0,28.0,3.068539223706935,0.0,545.0,4.449358637545832,2.429131927139051,1.89047026743296,9.456578909369586,0.4001353960840886,0.26369546593813026,1.3206345373898487,0.2922020929169088,0.6844299455949457,3.62320464411177,0.1927825361258067,35.92250596488826,15.197545221017208,3.9132719308370882,0.22687807176104674,0.042638222646564534,0.2695162803674219,30.79929097354786,94.05192348469657,91.18029116811287,0.11881282530315423,0.06344503112717025,0.05536779375784019,3.347862083526213,-0.08700648141498782,160.75048567548575,92.55238903499809,179.26199318856217,96.47056984779941,97.95046387270955,95.896262792544,95.64305602878287,101.00388367426592,102.34724812933568,165.09746828685246,92.97289832574337,0.0,0.0,0.0,0.0,1.449234988637396,153.99999999999994,223.18213318681813,22.0,9.0,1008298.9243705117
BSN,115622.10500037261,1924.0,26.233922050823463,1924.0,1924.0,52.0,97.0,4.406048490029081,267.0,149.0,9.475594306580222,1.6312690960578287,4.0,1341.8999999999999,5788.0,1559.0,768.0,658.0,48.0,381.0,29.0,2.026976674863999,0.5845443028541621,353.0,2.363320067194855,2.5512552624160807,0.9809429661532155,10.440053166882345,0.32146858685946744,0.288854411482335,1.4434787143664916,0.3025816855716879,0.6352900218242791,4.002338362827336,0.1351580472553842,15.367736357904883,10.162407448282465,0.5229796605855527,-0.3676210551481239,-0.5865880012139095,-0.9542090127817726,31.0008197332141,119.84068989338404,103.5569706453841,0.06121273031149864,0.06571674669945601,-0.004504014382591848,4.066323781899993,0.40371012720174354,85.38418220603175,97.20541191553102,93.01695677795328,106.50340761737522,78.69335607783131,105.0456383607095,104.53968274021837,104.59174014245245,94.99903633874375,85.05872066089789,96.30188704962764,0.0,0.0,0.0,0.0,1.1013267374618076,154.0,169.60406422780287,16.0,,1005504.0762351889
CAG,,1924.0,28.69793476162903,1924.0,1924.0,41.0,19.0,3.5076061082072774,94.0,60.0,5.785755645628257,1.7550665894614939,2.0,518.1,2271.0,518.0,269.0,202.0,5.0,200.0,23.0,0.22003474232773595,0.0,238.0,4.132120535520306,3.4728637804713194,1.4469734048677858,8.994155904239667,0.08682322426550264,0.2512799161822459,1.3852244094123318,0.2820897442418753,0.6557277348137425,3.645958093962019,0.19419531140513416,15.512211187952067,6.482489384710789,2.6171904452816674,0.5198147917082585,0.5169412988849031,1.0367560686866788,19.811619378498357,81.5700153109255,95.14698503147578,0.10564737955993049,0.0863728054371743,0.019274576518046704,3.7809806654311076,-0.13835198575474192,98.21059862259305,111.50178518400104,107.11537602553577,94.28667739905497,26.839121502826224,95.10810218414865,98.52403975614044,96.64834629462334,109.30049227000227,99.50566653257597,109.89421338055973,0.0,0.0,0.0,0.0,1.4052283767612428,78.0,109.60772485664924,1151.0,,1015903.8743485813
CBN,,1924.0000000000002,29.808510638297875,1924.0000000000002,1924.0000000000002,5.0,14.0,6.983875346524441,35.0,22.0,1.801312649164678,0.0,2.0,167.6,810.0,245.0,167.0,131.0,4.0,62.0,5.0,0.0,0.0,58.0,3.090731749228868,3.189709162606284,1.277783875363962,13.02477799011757,0.21294834767741327,0.3261118350420483,1.8016096836359836,0.3500201253930371,0.4733160760262531,3.9206388047946557,0.1495888978400955,4.081434953824433,1.5218712463974953,-0.7153859475409715,-0.3730845566758962,-0.7550723211037391,-1.1281569380944414,8.273866348448687,162.4112860371178,101.53473470947071,0.07183737050715991,0.07308996174224346,-0.0012525912947494037,4.02730669695167,3.0632365417297853,73.45928383848563,102.41065827237763,94.59075044679803,136.54011044767879,65.82739382797892,123.43158260266402,128.13942844892748,119.92235442656673,78.89506184862621,67.66117110521215,92.99413307661665,0.0,0.0,0.0,0.0,1.2018001252983292,34.00000000000001,40.86118370273233,1152.0,,1015642.2183770884
