Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
BAL,117282.04351939452,1962.0000000000002,27.542100283822133,1962.0000000000002,1962.0000000000002,71.0,81.0,3.6679669764975658,393.0,151.0,4.196710574194017,0.3597263663488829,32.0,1374.1,5845.0,1285.0,639.0,561.0,135.0,528.0,46.0,25.0,4.907721417655193,0.1587948475365694,873.0,5.708723500526787,3.451841658798507,1.8710418546335785,8.399946653951222,0.883114278733069,0.24129016313703655,1.3168653680833031,0.2667614983515084,0.7356273259027727,3.8292487777864954,0.262194642914635,16.106623467451865,14.731832068413496,1.83412078613104,0.13639047167955048,0.058320397336768505,0.19471087877365295,35.621861582126485,96.09210325797248,97.6168444729769,0.1498585502074085,0.08932807213157704,0.060530477222909544,3.8678281186566386,-0.1612818012889297,107.87231330040973,98.1670510033846,124.3196012144137,96.29831789871531,91.76978658477593,96.70130376520906,96.8352016474011,98.66722601037993,102.15131221425453,109.53983550817162,98.27033132690617,0.0,0.0,0.0,0.0,0.9531999577905539,162.00000000000003,154.41858070256382,2.0,1007128.4064478568
BOS,118300.75086991928,1961.9999999999998,27.754645739246314,1961.9999999999998,1961.9999999999998,72.0,77.0,4.053603927248569,358.0,151.0,5.016806100540459,1.4571703561116456,40.0,1350.7,5891.0,1319.0,689.0,611.0,148.0,581.0,21.0,39.0,4.8887984008292,0.4163766935662989,880.0,5.84581430541742,3.8592472711820216,1.7433023950336861,8.75636049754521,0.9816516472753115,0.2493296835850965,1.401734196525248,0.27525887251583986,0.7282650127215516,4.1088285528163455,0.27277862017990673,22.148713353903542,15.747463369742036,2.3152405224589363,0.07334095139301636,-0.05613149227241434,0.017209448757664645,34.728140963944625,98.22561599625783,97.06599173943074,0.150500527659732,0.09732338598578513,0.05317714138520767,3.956068139281235,-0.0552246255677761,110.46278773035948,109.75327409330421,115.91789452900464,100.38430261122207,102.0094050571665,99.92328388601877,103.07599916166492,101.81015459020853,101.1010032848129,110.00909304683475,107.06602290865347,0.0,0.0,0.0,0.0,1.0403478351965647,160.0,166.45584860823794,2.9999999999999996,1008120.6119049381
CHC,114805.81947174971,1961.9999999999998,25.429951277886996,1961.9999999999998,1961.9999999999998,44.0,87.0,4.712717988454718,427.0,125.0,3.2489956406530465,0.3294298658004957,26.0,1169.9,5184.0,1258.0,694.0,615.0,132.0,491.0,52.0,38.0,6.573809727327122,0.4885032908795623,655.0,5.020726063249482,3.7597789728448867,1.413251528445166,9.64239823132222,1.0104544064686678,0.26925847077438736,1.489130800463012,0.29022372683877123,0.6829175690323959,4.311337974671369,0.24632573819813655,10.980299122132891,6.584358191117644,0.532756532590729,-0.1846561166791783,-0.42113818853573876,-0.6057943010060937,39.85503034447388,115.10920070483387,107.82751345594963,0.12647362642619026,0.09436592264894433,0.032107703042140355,4.208901404457112,0.40138001378334853,89.49700264988218,114.97140404814031,81.8255249941029,107.4120364756779,112.27271480406323,105.29454228653812,109.43050030748788,102.74777483569738,96.27042823472009,87.03743204762267,111.40555690571252,0.0,0.0,0.0,0.0,0.9070853038721257,161.99999999999997,146.9478814678728,16.999999999999996,1004704.7607487817
CHW,117209.63798689611,1962.0,29.08467132262942,1962.0,1962.0,82.0,76.0,3.738175369552975,380.0,162.0,6.466484268125855,1.3614371085031323,23.0,1388.8999999999999,5913.0,1322.0,633.0,579.0,117.0,517.0,35.0,18.0,2.8193534451724385,0.14623083015335878,781.0,5.045750512228689,3.335171205681285,1.5842904754575564,8.53784850901436,0.755441864854229,0.24521111180583044,1.3192244127439605,0.2682787937147284,0.722652739635683,3.737446490409045,0.23837352405140758,22.85170384303655,17.674809461459517,2.314103324104196,0.0018832388774391426,-0.046210673908455,-0.04432742910421954,35.4046367629059,96.51449432784221,93.83428441066637,0.13201426304197567,0.0865641616019872,0.045450102558139534,4.048792620092073,0.0007288791439293737,95.34474388899893,94.84905572612355,105.26667780825173,97.87924659085718,78.50256799644897,98.27269334586718,97.00867311300921,99.22842890304797,100.34962388689497,96.49646813206884,95.22973741756302,0.0,0.0,0.0,0.0,0.9803447217222261,162.00000000000003,158.81590463493046,4.0,1007055.2771977825
CIN,118460.03593346252,1961.9999999999998,28.09738372093023,1961.9999999999998,1961.9999999999998,91.0,56.0,3.5655227851498883,315.0,138.0,10.241763565891471,1.972625968992248,30.0,1238.4,5286.0,1171.0,563.0,492.0,119.0,484.0,34.0,34.0,5.2277939276485785,1.3920381136950901,789.0,5.718935144912906,3.507444348737699,1.7734403821358204,8.48528694555152,0.8629714513014045,0.24490532492363673,1.3325256993654688,0.2721853487041111,0.7413722740245478,3.844056792392449,0.26157362397125317,26.32590030887446,13.96020850352943,4.0083758475761915,0.31228683898658594,0.8972134330485602,1.209500315986593,35.24814276485788,89.35280673123603,98.92061121109467,0.14876898103520672,0.09041354451550386,0.058355436221737715,3.893928603971795,-0.2785340072425607,101.94293561746585,107.25518821920521,103.37869183146509,94.52233034117218,95.8857193513713,95.77115259254889,97.92219320748003,96.36165597777627,104.51074810469531,102.38079389931052,106.73950024275221,0.0,0.0,0.0,0.0,1.2690392982881136,161.99999999999997,205.5840102136905,17.999999999999993,1008279.1112726097
CLE,116678.0902477672,1961.9999999999998,26.95152693748199,1961.9999999999998,1961.9999999999998,79.0,80.0,4.12367232408479,387.0,158.0,6.52009507346586,1.844641313742437,30.0,1388.4,5984.0,1355.0,720.0,639.0,169.0,569.0,46.0,29.0,2.2430135407663494,0.7586430423509074,758.0,4.893654651835261,3.6711997634171545,1.441121602125468,8.744501297144126,1.0906490530896993,0.2510405647390161,1.379522340062365,0.2651664635323937,0.7218003442855084,4.391072812545118,0.24861461333549406,12.862738592905941,8.41799397394061,1.653196922679292,0.1728673202649872,0.17096615589036787,0.34383347739705133,35.443964275424946,105.1063127963805,109.29459041011926,0.1263683202492077,0.09402078603428406,0.032347538007778745,4.206023403751394,-0.26740048846032877,92.47073320998442,104.40538415207247,94.1788585915339,100.24834686087085,113.33598974814288,100.60894979141828,101.4426586154882,98.07726958126798,100.23125829697318,92.36953889129182,103.43281139016155,0.0,0.0,0.0,0.0,1.0003442293287237,161.99999999999997,162.05561691139658,5.0,1006538.5954335927
DET,115399.21598167176,1962.0,29.65856706470425,1962.0,1962.0,85.0,76.0,3.798671214993411,406.0,161.0,6.202235490141627,0.9381421827270203,35.0,1440.3999999999999,6254.0,1452.0,692.0,611.0,169.0,503.0,27.0,32.0,2.9103026936961958,0.5633851707858929,873.0,5.442735005829875,3.1305138480892256,1.9591956043175507,9.04638853635506,1.0520391921916914,0.25263646228401127,1.3529891538271428,0.2732900238040992,0.7431428057921412,4.036733653563617,0.24704972259580676,21.55823491463866,15.975325541105121,2.4782221323425935,0.2737079339101393,-0.03685967571892712,0.23684826629508934,34.434046098306034,94.8858624662528,98.25753948616769,0.14056199441752293,0.07973452731810608,0.06082746760483201,3.864264218402137,-0.23806243857020684,102.84618193643635,89.02879765902826,130.17689335830718,103.7092299508159,109.32380380572863,101.24853398030658,99.49155070293413,101.08193540557349,103.19493340802975,102.74447329172423,87.71641465463188,0.0,0.0,0.0,0.0,0.972251523882255,161.0,156.53283228337253,6.0,1005287.2949875034
HOU,116548.44916312765,1961.9999999999998,28.19343825464235,1961.9999999999998,1961.9999999999998,50.0,83.0,3.9122708869804286,303.0,148.0,4.859188941627112,0.9350487134649014,8.0,1200.9,5134.0,1199.0,608.0,523.0,91.0,386.0,16.0,31.0,7.231326505121159,0.6231159963360812,894.0,6.68895236023803,2.8880373623816737,2.5881564028195516,8.967077468701483,0.6802672547314931,0.2534263496378144,1.3172349812314619,0.29565137526040813,0.6830995884586559,3.153359197731807,0.2676691546173703,25.757342262666466,19.49924793280661,1.625330813591407,-0.7407417320072072,-0.4171990595574318,-1.1579407645990154,34.121492214172704,104.38569198491322,86.89180613437348,0.17527379409193103,0.07459465194520776,0.10067914207427762,3.3860441436512088,0.7589116892486214,119.23398718983483,88.31415700090079,150.87071766365148,99.88926292420071,75.58525252804684,99.10333150046301,96.79853708879328,104.66932275318895,96.2960871074283,120.62104562273676,88.06419294679844,0.0,0.0,0.0,0.0,0.9794722524773085,161.99999999999997,158.67444844126393,21.0,1006412.1133316677
KCA,119990.70649294867,1961.9999999999998,26.57684873648794,1961.9999999999998,1961.9999999999998,71.0,89.0,4.744458602169007,422.0,159.0,3.6804352494809933,0.5028992769704345,33.0,1396.9,6166.0,1413.0,808.0,739.0,190.0,637.0,32.0,41.0,5.34075452788317,0.4306679075094853,802.0,5.15088134825492,4.0925719664097,1.616158837122199,9.072631474108269,1.218590982850663,0.25599114872137074,1.4628003822797742,0.2699678522358706,0.7090623321268523,4.68467882800025,0.26360150674350347,10.402424453750301,8.466363668441772,1.0425777923236024,-0.0603503698242895,0.042571142686553494,-0.017779232318880366,34.18326293936573,113.78871900181481,109.88276348621434,0.13076611805354715,0.10196985300093064,0.028796266556661173,4.2486386607557165,0.0597797741687573,97.33130121312038,116.38880362241277,107.50170877091075,104.01008314268296,126.63121537426696,102.59298394875344,107.56647826051473,99.8531619319152,98.462421045009,95.58412907612829,112.17762648100542,0.0,0.0,0.0,0.0,0.8433931598539622,161.99999999999997,136.6300554603895,10.0,1009774.168945522
LAA,114279.89490995806,1962.0,26.941205492969335,1962.0,1962.0,70.0,63.0,3.7419511975988993,425.0,137.0,2.7813502179097114,1.291094482361648,41.0,1216.1,5302.0,1168.0,588.0,507.0,95.0,526.0,40.0,43.0,3.7959871721075564,0.2550777074253762,714.0,5.269869721031135,3.8831624047297066,1.4349709114250475,8.622212086963273,0.7018298619073093,0.24568707309339605,1.3894860546325536,0.272394570242812,0.7199423444601594,3.86005974666909,0.250377243706932,14.625229256951625,10.887941930443048,1.3861802928394764,-0.07977578139145333,-0.01571642755883131,-0.09549221618317882,38.96217416330894,99.35554708775024,99.75457300705385,0.1340025223493134,0.09836536550365924,0.03563715687032317,4.16654794669839,-0.11810854907019057,99.57971121686944,110.43339744969983,95.34528102704127,98.84640400066961,72.93141804756638,98.46344325647674,102.1753366347801,100.75073349128185,99.97325082855592,97.94979528032398,108.21230872242799,0.0,0.0,0.0,0.0,0.8791172633829455,162.00000000000006,142.41700595284496,1.0,1004189.240276293
LAD,119263.28421265414,1962.0000000000002,25.73620375985446,1962.0000000000002,1962.0000000000002,102.0,63.0,3.5642574690555726,413.0,165.0,7.371538306044068,0.7961727646385016,46.0,1484.1,6363.0,1380.0,687.0,589.0,114.0,584.0,66.0,32.0,5.582777440873256,0.4350111178492015,1103.0,6.678397589025315,3.5333874876141085,2.1850087059780336,8.353705902971333,0.6898896493842737,0.2396268313269225,1.3207881545094935,0.27899821567936023,0.7154014690101744,3.3718969777060686,0.2832805203315141,27.136325726233746,17.704572528600693,2.6040627818473565,-0.5838452830130534,0.20374810486001782,-0.38009717911447977,41.186577723873064,97.85858311818654,95.41223836753095,0.17495827590728388,0.09055210753655416,0.08440616746580419,3.581319822516168,0.19236049134950473,119.04584301003034,108.04851121068407,127.37013553034423,93.05657592965864,76.65440751778982,93.70697772878336,97.0596461393705,98.77361219370387,100.84966164528629,120.40391111023794,106.90308386632766,0.0,0.0,0.0,0.0,1.1546054888484603,165.0,190.51028958000543,22.000000000000004,1009066.7997439525
MIL,118404.46024114208,1962.0,29.55470079147866,1962.0,1962.0,82.0,70.0,3.6155245761475325,335.0,156.0,8.74413788002071,1.0602855240772247,23.0,1351.9,5688.0,1352.0,619.0,544.0,142.0,376.0,37.0,31.0,3.442192469857238,0.27235742288630815,758.0,5.036834750236846,2.4988340284510118,2.158824345548487,8.986331850782374,0.943514272493788,0.25537548536567256,1.2761295421370427,0.27573760629890687,0.7355780102862638,3.7622828741609675,0.22378252876544122,17.48716242352713,12.66531090438366,2.928977241692648,0.5049825484378447,0.5790382464848195,1.0840207959775152,31.10459353502478,95.57034277021859,102.17911636407479,0.13323330917523482,0.06562092457504254,0.06761238589466675,3.7828452052165398,-0.1467582980134355,89.78414821086929,76.41259201917879,125.84377741251346,100.10374819443888,104.83492194315346,99.86554839090627,93.77785632383791,97.61926012849145,103.6939347771333,91.68935432117856,77.47007842016765,0.0,0.0,0.0,0.0,1.0049807108513942,162.0,162.80686459956468,16.0,1008227.5637251276
