Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerid
CSW,,1919.9999999999998,24.893129770992363,1919.9999999999998,1919.9999999999998,31.0,30.0,3.1130315074802692,76.0,61.0,14.514111365369944,0.3565980167810831,2.0,524.4000000000001,2278.0,517.0,248.0,182.0,12.0,175.0,11.0,1.9263920671243324,,244.0,4.17896029231769,2.9948153477062274,1.5360932017524789,8.855998555254498,0.2056838997340617,0.24687362344356548,1.3167571003289693,0.2742386469939962,0.666521681680015,3.232569728200025,0.18916104612128143,16.26133338982718,5.679138925392181,2.6356445006219187,0.7716242368109266,0.07693267035035914,0.8485569224773153,22.25724637681159,88.31459680502681,99.19795824849831,0.1076763014054157,0.07626518880053394,0.03141111260488177,3.148606199757446,-0.11953822071975542,97.01883311640744,95.50700992987288,111.82531597971128,103.13335988145055,112.5796303602165,100.86763031851119,101.09338222832201,99.83271783404832,106.43899099070228,96.33776983091508,93.7303539601124,0.0,0.0,0.0,0.0,2.5426545823798623,60.999999999999986,155.1022012892067,1158.0,1015844.6353928298
DET,114861.8740842823,1919.9999999999998,27.235588064889917,1919.9999999999998,1919.9999999999998,61.0,93.0,4.028066266661152,277.0,155.0,12.21523754345307,1.411645422943221,7.0,1380.8000000000002,5920.0,1487.0,833.0,621.0,46.0,561.0,56.0,3.477404403244495,0.711688876013905,483.0,3.1410015582971966,3.6366718930776702,0.9522746055706836,9.657043064600936,0.2993252091868002,0.2793323974961897,1.4770794397420675,0.3005895053743549,0.6262304353584878,3.8708472358547734,0.18397393010066623,18.06817147821492,9.894665732048452,1.2632809473948419,-0.5619144071560451,0.01112262500319988,-0.5507917686517707,33.16975666280417,107.09973072349428,105.47192286068042,0.08232349089947856,0.09387332374058516,-0.011549832942497102,3.664137538422164,0.1572190308063785,106.03214111846471,117.15369995864985,99.78105674695529,99.43304123621023,99.48364142008366,100.67551315724431,103.7250990369118,101.37798698441298,95.66254307391452,106.54921458060274,115.94476923998462,0.0,0.0,0.0,0.0,1.2914021161645421,154.99999999999997,200.1670881961823,5.999999999999999,1004775.4989860951
DM,,1919.9999999999998,24.463336875664186,1919.9999999999998,1919.9999999999998,11.0,24.0,4.562833962970852,58.0,36.0,5.597690387016229,0.5558676654182272,0.0,320.40000000000003,1394.0,329.0,209.0,163.0,7.0,127.0,12.0,0.9469413233458176,,136.0,3.810708919811566,3.5568033005510884,1.1275170798907614,9.211421342798646,0.19596801345874834,0.2586264321861485,1.4186916270388594,0.28528738323969727,0.5726983170037453,3.536863149492181,0.19382883020599248,5.091800324628117,2.0955246444791555,0.11587059389237078,-0.5132535380565941,0.08351817468504481,-0.4297353668177916,12.87983770287141,129.44451116532986,107.83055664888867,0.09857057582397001,0.09033655163857676,0.008234028495630461,3.42673123518165,1.0259708134786703,88.46950123600213,113.42924644904011,82.08157789365049,107.2724692127309,107.26170860303999,105.66959316458262,108.91935565073345,103.85485468503725,91.45603658266977,88.19089952150499,111.02414245809575,0.0,0.0,0.0,0.0,1.89724036204744,42.0,79.68411738625475,1161.9999999999998,1015242.1429463171
DS,,1920.0000000000002,27.92388159359002,1920.0000000000002,1920.0000000000002,36.0,24.0,3.283409695269215,90.0,59.0,8.21123298033283,0.0,6.0,528.8,2263.0,469.0,253.0,194.0,18.0,199.0,19.0,0.5270423600605145,,256.0,4.348409203319606,3.3694776230155505,1.518102759661498,7.9472764194287775,0.3057641530745494,0.2288124645212807,1.2574171158271477,0.25404484602242045,0.6614914005030257,3.5089156963454275,0.20908271691754918,10.93962319122991,3.7247768491506577,2.261181643813195,0.42763863959726567,0.6392138949658795,1.0668525377770326,18.898638426626324,93.14811067174995,107.03770631941009,0.11445130375567324,0.08661083843040848,0.02784046532526476,3.191453969553331,-0.22550600107621244,100.95276272288721,107.45528369430477,110.51563838172777,92.55075121438524,167.3578504445136,93.48820162181465,96.53758394694832,92.48144894291943,105.63568956631384,102.39935186393033,106.44521812486613,0.0,0.0,0.0,0.0,1.81705444591528,64.0,116.29147288667635,1161.0,1015506.6476928896
KCM,,1920.0,26.199999999999992,1920.0,1920.0,42.0,35.0,3.3324064031712517,106.0,78.0,11.43343697003957,0.9556246466930469,3.0,707.6,2991.0,675.0,348.0,263.0,9.0,214.0,19.0,1.6281797625777275,,382.0,4.849916088633737,2.7112816907694266,1.9718884913001695,8.563424403894755,0.11447145279819107,0.24326126086192748,1.2527451216293537,0.2799205993674156,0.6339917976201244,2.8745750753135053,0.2017664343908988,21.962314481538478,10.678433511406183,2.6845645380094263,0.11845258799623203,0.10863454963900293,0.2270871628857117,20.40220463538722,94.53811411140173,89.04189225557201,0.12855821730497455,0.07019706725551159,0.05836114960853589,2.825205757123876,0.45783132785774555,112.59575748942424,86.46489926710474,143.55056919769135,99.72616022396068,62.655141503441556,99.39169113805686,96.17889387792337,101.90115258698997,101.24418937525991,115.02077973495214,86.27259981340016,0.0,0.0,0.0,0.0,1.8859692368569816,78.0,147.10555268405452,1163.0,1015284.9063029961
NYG,116328.1869392558,1920.0,28.63266656861303,1920.0,1920.0,85.0,67.0,2.835547913015603,239.0,154.0,16.329607295190467,3.138696867186351,7.0,1359.8,5565.0,1337.0,524.0,429.0,42.0,282.0,18.0,4.1135461097220185,0.20605971466392117,370.0,2.4455204192700983,1.863464890613572,1.3962763164730108,8.837339065235458,0.2775567179402107,0.2534473077697302,1.1889782173165588,0.26639069528731185,0.7046459269951464,3.3212445990261568,0.12466301909766143,23.13079716264325,12.362547202035785,3.668584202805947,0.15938202761621018,1.0464979313716132,1.205879995072019,39.24731578173261,91.94086724442428,101.17152157145432,0.06652331904544785,0.05061607036475953,0.01590724862921018,3.3346525320730933,-0.4856966860105546,83.8888317663728,77.03758425495529,116.28471627174606,96.96888087114547,132.63800857755166,97.21166334761605,92.78835448998893,95.22999726890535,103.20063388456708,85.7649557371898,78.64532739387265,0.0,0.0,0.0,0.0,1.5782360560376525,155.0,244.62690381292632,30.0,1006195.644212384
NYY,119518.97342411595,1919.9999999999998,28.833516362837685,1919.9999999999998,1919.9999999999998,95.0,59.0,3.3149995377631205,247.0,154.0,15.705542133391901,2.9931913024379524,11.0,1365.9,5898.0,1414.0,631.0,504.0,48.0,420.0,27.0,2.447177685042829,0.1692656856285233,480.0,3.1572498126200954,2.762181894803908,1.2504771314203087,9.301890688767873,0.31592496423511884,0.25911480921375246,1.3404525092857533,0.27688934462576076,0.6901492362757156,3.5373966881910843,0.16113693036752325,27.4360108918576,15.530196657404304,4.6367013942840565,0.25363819484733735,1.577113518057329,1.8307517452357898,36.416721575517975,87.81942189667961,96.25415766913906,0.08158459117578153,0.0713648657090563,0.010219727011494251,3.4029028087655164,-0.2223971504279637,106.58064043096692,88.98240986519501,131.0367830190313,95.77624064050879,105.00073128823962,93.38879635181532,94.13073226733226,93.38477848930211,105.51809005736256,105.59287841514876,88.14413471496576,0.0,0.0,0.0,0.0,1.459174219196134,153.99999999999997,224.712847879668,8.999999999999998,1009317.0090782632
PHA,118499.60409705069,1920.0000000000002,25.111724538718587,1920.0000000000002,1920.0000000000002,48.0,106.0,3.9237363553622884,260.0,156.0,11.474429754467529,0.7211245096614848,2.0,1376.6,5892.0,1612.0,832.0,602.0,56.0,461.0,40.0,3.519540897864303,0.7243207903530438,423.0,2.757135746883937,3.004606225078162,0.9876542453392416,10.506548541219347,0.36535846479918194,0.2980443064990414,1.5012394184775009,0.31588855081123896,0.6360411279630975,3.805845934951583,0.15863855030727883,21.439408370317082,14.2411216404289,1.5140682494517597,0.1286533038015122,-0.8021993602007805,-0.673546046142001,31.43730931279966,99.65188468078355,99.09584025887578,0.07173667206668606,0.07746078659305534,-0.005724114853261661,3.5942289173116366,0.11789042041070714,93.0738177522101,96.7919973360051,103.49572311148226,108.17991256337822,121.43043548059744,107.41956095799914,105.42168766961265,106.53780261817163,97.24540946739441,92.84696323278378,95.67332594001284,0.0,0.0,0.0,0.0,1.145380467819265,156.00000000000003,178.67933385160518,10.0,1008319.5527386315
PHI,118269.98193291842,1920.0,26.766078838174273,1920.0,1920.0,51.0,76.0,3.5494898978655938,213.0,128.0,14.20807399723375,1.0133990318118948,7.0,1156.8,4927.0,1225.0,589.0,457.0,30.0,373.0,34.0,3.5518672199170127,0.0190179806362379,358.0,2.7803764363901267,2.8971657562081115,1.0665249135338868,9.51429122266171,0.23298435298058995,0.2707177620737747,1.3790507754299801,0.2892384070397144,0.65706694197009,3.5753047697680826,0.15367743485477178,26.42174884563062,13.408430270850658,2.0000985472689785,-0.5123477455603415,-0.3644048602843238,-0.8767525795342792,35.47596818810512,102.88069968275558,97.80261210665425,0.07259377284232367,0.07499030509076765,-0.0023965329650760697,3.554297919204013,-0.02581487190248909,95.37541755187351,119.77185734417833,88.49575147580529,104.39682865320586,111.33789460549691,103.83587886775298,107.62169596267928,103.3976531453066,96.23233803786299,93.59126682774527,116.51709064469767,0.0,0.0,0.0,0.0,1.410091872406639,153.00000000000003,215.7442323206866,26.000000000000004,1008095.0969052558
PIT,114449.5099507811,1920.0000000000002,29.285469719666168,1920.0000000000002,1920.0000000000002,79.0,75.0,2.8381140251583887,235.0,155.0,16.773378985662315,3.012055068121835,10.0,1401.8999999999999,5741.0,1374.0,541.0,443.0,23.0,273.0,27.0,3.6981953063699264,0.20714744275625938,443.0,2.8405530053251664,1.749082791957112,2.1202032757693132,8.805718867625753,0.1474868596274815,0.2522009885353466,1.1727557399536517,0.2711268076370835,0.6925444119345174,3.025498229919564,0.12835777758969968,32.83797417398897,19.987583752721548,4.250570331037213,-0.205995483945266,0.860090417234844,0.6540948986383736,35.74884085883444,89.33171812069132,88.90270676030119,0.07729340979670449,0.047045260031385976,0.030248153596547547,3.1625617239672064,-0.1873842047611758,97.43965795971918,72.30890886810415,175.92555037019093,96.6219240380418,70.48059761450286,96.73362802381362,91.522345610825,96.92307429491615,101.42827669260603,99.65025841972609,73.0971396217651,0.0,0.0,0.0,0.0,1.5314918546258651,155.00000000000003,237.38117364453083,27.0,1004356.5246451244
SLB,118569.3529711994,1920.0,27.152387896463726,1920.0,1920.0,76.0,76.0,4.024607610734427,254.0,153.0,12.778563616478309,1.298286547575647,14.0,1371.5,5942.0,1473.0,764.0,615.0,53.0,575.0,38.0,2.2309150565074733,0.4254465913233686,444.0,2.9071356804394166,3.7618250878905064,0.8506947955370032,9.641240900502156,0.3467390784844863,0.27525675224615703,1.4892295542658514,0.2924073358255604,0.6625018939876048,3.9946025400155283,0.18048089762814437,16.912261838081584,10.941863534972072,2.4158191823031494,0.2843382525652636,0.41798874503799466,0.7023269637039316,30.492380605176816,102.783376452889,104.46871357212656,0.07547361315858549,0.09609086574990884,-0.020617252175720018,3.7729465826255586,0.03000507071889952,98.13743005144671,121.18545213895473,89.0559441429087,99.27033540338495,115.24210153897742,99.206590537914,104.5783177591962,98.61843662356823,101.25338985617356,97.68359032889738,118.68369905692062,0.0,0.0,0.0,0.0,1.1921474495078381,154.00000000000003,183.59049137030647,2.0,1008388.9932191031
SLG,,1920.0,27.210941704035875,1920.0,1920.0,29.0,32.0,3.271489997199743,77.0,61.0,14.349058295964124,1.2921973094170405,2.0,557.5,2392.0,567.0,279.0,203.0,10.0,179.0,14.0,1.4030493273542601,,257.0,4.137762908991647,2.8816899488627192,1.591098406452018,9.136562600433665,0.16117834575640153,0.25726531290393506,1.335361394366265,0.28791720576502855,0.6432763771784753,3.151925654177174,0.18587405940986548,18.399013475238476,6.51431118696928,1.7103225534806872,0.6189545885650566,-0.9179773074361776,-0.29902271050776064,21.518744394618835,92.80995690539274,96.91014045258802,0.10749891339013452,0.07420732877668162,0.03329158662421523,3.1260405135723484,0.11956434302256866,96.06239376830219,91.8993522494276,115.82961355560062,106.40069472356056,88.21982960643922,105.11346701929968,102.52171780192974,104.81220454437626,102.72687345023529,96.17906481297685,91.20123511365578,0.0,0.0,0.0,0.0,2.411735038565022,67.0,161.58624286189743,1168.0,1015095.7031390135
STL,117546.62744133764,1919.9999999999998,27.01672052831249,1919.9999999999998,1919.9999999999998,75.0,79.0,3.414015464530447,290.0,155.0,11.95419418294225,1.7948573837290993,12.0,1423.4,6100.0,1488.0,682.0,544.0,30.0,479.0,58.0,2.9299564423212026,0.5864128143880849,529.0,3.3390474721863916,3.017834755985162,1.1717568098587887,9.367004843030655,0.18932466060269776,0.2662962578416722,1.376093288779535,0.29008772348742945,0.6824141947112546,3.46231041975066,0.17041213910987774,15.034287117003926,9.396879729814827,1.496555329615964,0.2802653226159221,-0.3719217718177269,-0.09165643964609753,35.67085850779822,111.15057398762467,106.17847521717057,0.0872675240536743,0.0781613653301953,0.009106157324012928,3.416265647520491,-0.048294955220214306,114.53954317739004,124.7604397876205,97.36425697320377,102.78070922008713,90.47392599004596,102.13997692788418,107.39089247467237,103.70126886622778,99.94463160792431,112.50934897507993,121.44416597734853,0.0,0.0,0.0,0.0,1.3125199845440494,155.0,203.4405296211817,27.999999999999996,1007391.416959393
WAS,118152.41224789145,1920.0,25.363696369636965,1920.0,1920.0,68.0,84.0,4.159454913247789,255.0,153.0,11.997359735973598,1.2678401173450677,10.0,1363.5,5926.0,1521.0,797.0,633.0,51.0,520.0,43.0,6.4240557389072235,0.6819215254858819,418.0,2.754144727223244,3.41543244831985,0.9360729418621194,10.016461650754731,0.33608939437174085,0.28313598570980547,1.4924326776749535,0.2999920687125262,0.64126603236597,3.9087981849327784,0.16668214063806377,10.934505200995863,7.304136160761118,0.7796173768599566,-0.22601811759963464,-0.09709993316103788,-0.3231180848133708,32.599633296663,113.77266144535037,109.54227366012807,0.07107578738687202,0.0870256877455079,-0.015949896027869455,3.7169383315791147,0.25065672831501057,92.97284861454354,110.02657375858973,98.09054809583924,103.13376855605547,111.7025755552226,102.04638241078244,104.80325101863862,101.17649316961246,98.0442537774641,91.99159618665787,107.48711933571369,0.0,0.0,0.0,0.0,1.2369731785845253,153.0,189.2566866469724,8.0,1007980.130546388
