Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,TTO%,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,K%,BB%,K-BB%,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerTeamId,playerid
BBB,120181.0,1930.0000000000002,26.97383047707272,1930.0000000000002,1930.0000000000002,27.0,26.0,4.81341752580609,71.0,56.0,9.387911069939788,0.3478462251042149,1.0,431.79999999999995,0.0,457.0,260.0,232.0,0.0,103.0,4.0,2.574571560907828,,222.0,4.610501323398412,2.1367139617535282,2.6780434463385827,9.481857386369542,,0.270144274613843,1.2909523720136746,,,,,18.17336467158303,5.921591501682997,1.7425160257783323,,,,17.909911996294582,101.54680368323264,,,,,3.9859779781190587,,107.22296569832861,72.82812977862959,183.15191665582853,97.09283530498324,,,91.48713977327861,,,,,0.0,0.0,0.0,0.0,1.5232307711903659,74.0,112.71909244814756,1149.0,,1014989.7890226957
BOS,117635.51487225592,1930.0,27.81748707574735,1930.0,1930.0,52.0,99.0,4.653035264771371,242.0,151.0,13.736120476511575,0.7155915186933394,5.0,1334.7,5878.0,1483.0,793.0,691.0,74.0,482.0,19.0,3.0119127893908737,0.0,342.0,2.303329830066391,3.245320803158679,0.7243583552798382,9.986923235450558,0.4983295526055991,0.2752952793066944,1.4702493376232486,0.28324262630803404,0.6361414250445793,4.8202196953765,0.15240119767962837,21.321630432870208,9.761627999134362,2.756956435925603,0.0016478805988301378,0.8655534145160125,0.8672013441154447,33.712070128118675,102.50982494707584,105.35641468017502,0.05826637213006669,0.0815292073881771,-0.02326283124072825,5.111424500594769,-0.1671844306051286,68.44962813477433,99.41615442681106,70.04367665569853,98.10386500977384,89.77939800071667,98.48893544719783,98.42249396223345,95.639896619586,100.57782438439193,69.0028095240911,99.52825295875577,0.0,0.0,0.0,0.0,1.3923546856971603,153.99999999999997,214.42236297714885,3.0,,1007477.7857196374
BRO,118311.06792287467,1930.0000000000002,31.83362547472978,1930.0000000000002,1930.0000000000002,86.0,68.0,4.013442267685195,292.0,154.0,10.634458077709613,1.8970201577563541,15.0,1369.1999999999998,5881.0,1480.0,738.0,614.0,115.0,394.0,19.0,2.309888986269355,0.3816096990943617,526.0,3.4514932248690493,2.5791526794345034,1.560596310146071,9.684671726668007,0.7499941856683298,0.26935228904464453,1.3626471562336122,0.2814162005443736,0.672124416630149,4.7054087265265805,0.17622376292360506,25.29586665091257,14.560261474689469,3.9661091610416834,0.2438912987140403,1.4702533464477483,1.7141446455179388,33.737803096698805,82.45347828379634,97.97608156183075,0.09060366993645927,0.06619669140373942,0.024406979834209766,4.539386773827482,-0.6919664588413844,109.06984770376954,85.1064145815155,149.45243420440454,88.85195934486906,102.29429788640974,91.44084742269276,88.03713037461682,91.63716435681607,105.59905863288785,115.09019504095684,87.80442862204029,0.0,0.0,0.0,0.0,1.1796918726263512,154.0,181.6725364546225,22.000000000000004,9.0,1008140.0623721883
BSN,117267.66257536606,1930.0,30.269702842377264,1930.0,1930.0,43.0,63.0,4.776451412681973,195.0,98.0,11.434754521963825,0.9006244616709733,10.0,928.8,4127.0,1091.0,547.0,494.0,81.0,330.0,7.0,1.4891257536606373,0.11434108527131784,296.0,2.862822690649346,3.191774289529695,0.9104255063544359,10.549696190760374,0.7834165319995925,0.2873858863838567,1.5268300533655632,0.29537083562163413,0.6734143909011627,5.069760745100224,0.1711604183602498,15.318221051717604,5.694325670599937,2.898607509870092,0.8172505441218819,0.773841590637423,1.5910921283675923,35.28380706287683,99.19745334511184,106.60975196457574,0.07188830164082688,0.07966706225667529,-0.00777876027131783,4.925615654574702,-0.2933093324182517,90.46740483863087,105.32159189385224,87.18802375174815,96.78812080548009,106.85288716217364,97.56296885936581,98.64456536170445,96.18119268795215,105.80172995596793,91.31681326100042,105.67175862350818,0.0,0.0,0.0,0.0,1.2208137026270456,154.0,188.00524063176064,16.0,,1007090.7430017226
CAG,,1929.9999999999998,26.533917510197917,1929.9999999999998,1929.9999999999998,32.0,46.0,4.778823911562086,120.0,79.0,8.283323798627002,0.44794050343249425,4.0,699.2,0.0,770.0,441.0,373.0,0.0,265.0,10.0,1.1124141876430205,,334.0,4.282018680743397,3.382690030699082,1.354658578772883,9.861239868657684,,0.2782239785778288,1.4715477665951961,,,,,18.70456185443348,7.280029974877834,1.7119130531626434,,,,18.908323798627002,100.81699561329152,,,,,4.5303432865599955,,99.58369164647048,115.296194514709,92.43080992461596,100.97765653456112,,,104.28556399455195,,,,,0.0,0.0,0.0,0.0,1.4740719808352403,80.99999999999999,119.39983733591687,1150.9999999999998,,1015608.6280034323
CHC,117379.63902152354,1930.0,28.428781311981194,1930.0,1930.0,89.0,61.0,4.8499480285505605,321.0,153.0,10.649011973848527,0.845956071402336,12.0,1361.3,6113.0,1591.0,852.0,736.0,109.0,522.0,26.0,3.8524939396165427,0.1992213325497686,583.0,3.8475304237108268,3.437188682983638,1.2021705374832876,10.495308136331488,0.7194177933830402,0.28559386737418274,1.548055202146125,0.30384841504461246,0.6523562679262471,4.874890733322676,0.19834976210901342,23.87505563330556,12.765112490495085,2.2685359810093613,-0.023230284060561757,0.20488000405990786,0.18164973568494452,38.08513920517152,98.35154770873987,100.14709262392941,0.09584905545214135,0.08462758375449937,0.011221474350988025,4.697612857263792,-0.024942704772116093,121.58492861178406,113.4197317519943,115.12734711857486,96.28913794500221,98.1238781145072,96.9546067124416,100.01586766976475,98.94173503565163,102.49323828154101,121.75319682843441,112.2514810087132,0.0,0.0,0.0,0.0,1.2114206883126424,156.00000000000003,188.98164116693508,17.0,,1007222.6894879895
CHW,117662.46853312303,1930.0,28.851813880126187,1930.0,1930.0,58.0,82.0,4.587634300110326,281.0,144.0,10.985567823343848,0.3866719242902208,9.0,1268.0,5631.0,1502.0,804.0,648.0,65.0,374.0,28.0,1.6092271293375395,0.23438485804416404,427.0,3.0253389220600218,2.646952317399538,1.1785394250141956,10.640474094915277,0.46051021865784303,0.2865726736088454,1.4763807124794237,0.30277233726791053,0.610527451818612,4.428816706707971,0.15298838058438485,23.219376402143805,12.989623479545116,1.612883963689725,-0.3743047031988198,-0.09638180220000188,-0.4706864941148352,34.3006309148265,102.10114792652782,97.72139525654815,0.07577908053548896,0.06568530487223975,0.010093776440063092,4.711145198570743,0.15881759340235532,89.90606620620136,81.08591917657988,114.3298718005829,104.52384679819455,82.96584055291088,102.52350720678025,98.8329448900588,102.2343120208246,96.52809995086969,89.74248957534395,80.1865225052526,0.0,0.0,0.0,0.0,1.1699785946372239,153.99999999999997,180.17694858981983,4.0,,1007507.131309148
CIN,116946.01671334358,1930.0000000000002,30.047610443581174,1930.0000000000002,1930.0000000000002,51.0,79.0,5.035926677873044,257.0,125.0,8.611166320354144,1.0375824374378897,9.0,1106.8999999999999,4889.0,1334.0,703.0,621.0,65.0,333.0,22.0,2.682085102538622,0.7530038847231006,310.0,2.5142515148782167,2.698775498957735,0.9715897111645134,10.824249738227776,0.5278495250544895,0.2936665037456463,1.5025583596872791,0.3047717021966145,0.6191956505854188,4.650704766057812,0.14395438705935498,19.34658201500721,10.381351653020829,1.5577539352846346,-0.3160307885262312,0.20610313419626544,-0.10992766029568037,33.43183666094498,105.91374319794781,99.14950768612675,0.06322197518023308,0.0673611895293161,-0.004139215640075889,4.8819411186211665,0.38522191181523374,79.45228686553291,89.05370678834451,93.04548948280595,99.30701058574898,71.99522021228377,99.69513924461369,97.07643361828667,99.2423837414933,97.28329522078504,80.30832778527721,89.34903935836402,0.0,0.0,0.0,0.0,1.0781794028367515,154.0,166.03938410290542,18.0,,1006802.3486313126
CLE,114634.47759843114,1930.0,24.182682154171065,1930.0,1930.0,80.0,72.0,4.799297907920393,281.0,152.0,11.61691054457686,0.8689093377583346,12.0,1325.8,6031.0,1614.0,881.0,710.0,80.0,514.0,21.0,2.785186302609745,0.8624226881882638,433.0,2.93046790843845,3.4753113488400755,0.8933450122891838,10.91874289071345,0.5415907416737122,0.2922505464024816,1.5993393599503916,0.3061401142374525,0.6293153433149796,4.824752941220898,0.17033377324181628,27.489293832736514,14.530350579414517,2.6065689405623913,0.2329442234859343,-0.11914299671739216,0.11380124069623306,34.189319656056725,98.38732460447996,98.13067006589976,0.07248289024966058,0.08459816878563886,-0.012115278535978276,4.9776538668471,-0.025455033300504814,87.08671939863693,106.46161371820499,86.66321968153585,107.25734576837911,97.57336384324485,104.55480846431779,107.06413155250559,103.3714778683639,99.49857950224636,85.83892751486142,103.27474549154834,0.0,0.0,0.0,0.0,1.209004215567959,153.99999999999997,186.18649175354466,5.0,,1004537.0220998642
CSW,,1930.0000000000002,23.276625172890736,1930.0000000000002,1930.0000000000002,19.0,29.0,3.8846406509482048,69.0,48.0,7.123870021988763,0.30588810163694113,1.0,409.29999999999995,0.0,428.0,224.0,177.0,0.0,134.0,5.0,1.3637918397263624,,183.0,4.015658048027876,2.9409309680836424,1.4334044931761547,9.3943209488973,,0.2692443462709922,1.370583546331216,,,,,17.44614777876205,7.101357182487845,1.602017372681409,,,,15.031028585389691,81.95275798263131,,,,,4.481620727525471,,93.3891425114125,100.23920189945034,97.80378643331815,96.19647496540516,,,97.13043733640674,,,,,0.0,0.0,0.0,0.0,1.8672415343268995,48.0,89.6274991495639,1158.0,,1015829.452968483
