Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,W,L,ERA,G,GS,CG,ShO,SV,IP,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,RAR,WAR,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,Games,ERA-,FIP-,kwERA,E-F,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TIP,teamid,playerTeamId,playerid
BOS,118048.36942466651,1908.0,29.507979376381044,1908.0,1908.0,71.0,64.0,2.124098423979847,195.0,136.0,15.787953187658566,1.6430149766756694,7.0,1221.8999999999999,1035.0,430.0,289.0,14.0,326.0,43.0,6.428512971601605,0.5352320157132334,567.0,4.1690991013981655,2.3952931257368504,2.248744594013422,7.60904237989426,0.10292207665151262,0.22980912296397046,1.1115928339590124,0.2604293036604086,0.7078616792871758,2.2271176956043703,17.837823532616238,13.117921505123377,3.5072322528245605,0.7803469657908926,0.36457886219244784,1.144925799628421,28.2796464522465,87.67611976887723,98.07019577699,2.1565334929829536,-0.10301927162452325,104.7395692099726,102.40606060880008,131.48221416451543,96.91713131186266,109.89199143874505,97.27075253437172,98.17704728467454,97.88471780162271,104.40126984617913,0.0,0.0,0.0,0.0,1.224929674277764,155.00000000000003,189.8643118847957,3.0,,1007875.602749816
BRO,120020.53926586722,1908.0,28.593887101491667,1908.0,1908.0,53.0,101.0,2.442266336702455,197.0,154.0,24.677829774787952,4.298917812225797,4.0,1367.6,1165.0,514.0,375.0,17.0,444.0,60.0,3.9128400116993274,0.0,535.0,3.5179659315893432,2.9006698297294484,1.2201522694377012,7.660223469332868,0.11176868775586857,0.23147545305623643,1.1734325887847021,0.2566282799331999,0.7047354463732085,2.579007412105298,16.92776791246689,8.619154401123524,2.5533439565616662,0.4628260030451908,0.05864803258094825,0.5214739965003079,36.89236618894414,109.3638157951174,108.83521717463765,2.562991442184574,-0.13674107540284328,104.41370187856472,111.69016305045788,94.0509712143159,99.80571460887379,91.83016127507953,99.69143957801262,102.81040448584395,100.44454200589065,101.15709120401844,0.0,0.0,0.0,0.0,1.7828454847908748,154.0,274.5582980542599,22.000000000000004,,1009803.687408599
BSN,115283.05490097769,1908.0,28.342023899055736,1908.0,1908.0,52.0,78.0,2.8693610676487924,197.0,132.0,14.254366173644188,1.658644605999833,1.0,1196.7,1062.0,529.0,382.0,27.0,372.0,50.0,3.7770535639675775,0.3129439291384641,345.0,2.591068215753809,2.795014236802489,1.0552809342007188,7.975354069486835,0.2026142537337262,0.23849792531649908,1.1967075895877026,0.2539787660804168,0.662550386455252,2.8748938047469585,10.726084599780231,7.8349690698087215,0.6360699683502521,-0.8782291008788182,0.23420286758916375,-0.6440262719262723,31.78039608924542,117.3441023292553,111.49551593252842,2.830948360981578,-0.005532737098166072,76.90325304103138,107.62189913422115,81.34246778993084,103.9115784742564,166.46969710907274,102.71586553670012,104.84964582772892,99.40751987586533,95.10188627058392,0.0,0.0,0.0,0.0,1.2821313762847832,155.99999999999997,200.01289401544886,16.0,,1005174.8518425671
CHC,117617.79209463764,1907.9999999999993,28.818091662534528,1907.9999999999993,1907.9999999999993,97.0,55.0,2.15816685295228,214.0,155.0,19.140539774739672,4.964156690514981,12.0,1411.7000000000003,1123.0,455.0,339.0,20.0,431.0,39.0,5.4323156478005235,0.21052631578947364,661.0,4.210130421834546,2.7441407328462426,1.6846409777162286,7.1503889299260575,0.127280651133425,0.21906725875526312,1.0993921847524777,0.24857397617906557,0.7314256488970742,2.346911472377251,25.491301016939452,16.48743925243616,4.693526513041175,0.7396156643543044,0.7897796053675556,1.5293952829314077,36.46907983282566,92.37781111433483,94.09848679834158,2.256983664688147,-0.1887446194249715,124.95723701812781,105.66301712235453,129.85438297438031,93.16303626646055,104.57493020146734,94.3475003564002,96.32334765820634,97.29208019626105,104.98817921302998,0.0,0.0,0.0,0.0,1.5505693341361475,158.0,244.98975966960822,16.999999999999996,,1007455.8297796982
CHW,121606.04648694544,1908.0,28.050416577654346,1908.0,1908.0,88.0,64.0,2.2212474097302595,218.0,156.0,25.261515601783067,5.484751998867898,10.0,1413.3,1170.0,479.0,349.0,11.0,284.0,28.0,6.586428925210501,0.7528479445269936,623.0,3.96540700229488,1.807188775428902,2.6365288435491405,7.4472403558494245,0.07002885394946191,0.22592387524453988,1.0282699034753697,0.25507759459266827,0.6877998419649048,1.9828980887883363,32.26541188720693,15.443992248736322,5.690709768129774,0.16802670324701904,1.2996082715249944,1.4676349850682908,44.35293285218991,98.55794408208878,94.58434138564158,2.005491952546562,0.2383493209419234,99.62224717164584,77.26281233791967,154.92949673131756,94.85624280211877,74.77122954617622,95.62625311425637,90.81787849905434,95.87322936891071,101.44238479249385,0.0,0.0,0.0,0.0,1.9651534132880493,156.00000000000003,306.5637662228038,4.0,,1011356.0422415624
CIN,117309.34117647058,1908.0,31.17125165855816,1908.0,1908.0,65.0,62.0,2.467810640132655,171.0,126.0,16.322954444935867,2.193542680229987,6.0,1130.5,992.0,451.0,311.0,16.0,346.0,37.0,3.0061034940291904,0.2983635559486953,365.0,2.896867132188914,2.7454408071971397,1.2094292915709859,7.87412303078334,0.12696090173893068,0.23645355119991374,1.1799515375533869,0.25594520555301975,0.679981915987616,2.653682881461158,16.795652098806915,9.590775037650019,1.3537579963622184,-0.578299237659538,-0.11595535425956152,-0.6942545922613945,27.73622291021672,103.47207097559324,105.03713174547063,2.7100911749917884,-0.18587224132850186,85.97940599883393,105.7130764275333,93.28462747268301,102.59263050898504,104.3122212169246,101.83539810040185,103.3815627834204,100.17718607266691,97.60399201797345,0.0,0.0,0.0,0.0,1.2762962812914638,155.0,197.82599610797288,17.999999999999996,,1007153.3034940291
CLE,116486.25397429071,1908.0,27.123212491304013,1908.0,1908.0,84.0,57.0,1.871038420777835,199.0,142.0,19.306001369133643,3.548946527724956,5.0,1314.7,1061.0,408.0,274.0,13.0,309.0,27.0,3.9228721381303715,0.0,516.0,3.5294658767538163,2.1125104367783165,2.1583034199536018,7.2512452305579025,0.08867837805421999,0.22161745660876006,1.040417296370691,0.24640556907639075,0.7184938095352552,2.210279743358401,21.29786573893681,12.89503100514412,5.089504087188674,0.8651003434430166,1.4673534240062187,2.332453789371798,33.75241499961968,78.89470052360667,99.4733412946029,2.268967196324811,-0.33924132258056566,88.67017225580396,90.3162412570668,126.82769002106252,92.35983335320364,94.68370517758026,93.80348569742056,91.89074900544469,92.61376985917684,105.96938430154752,0.0,0.0,0.0,0.0,1.5336941325017113,157.0,240.7899391795688,5.0,,1006346.7289115387
DET,119746.65985257237,1908.0,27.106011095068016,1908.0,1908.0,89.0,58.0,2.4371335357657924,185.0,148.0,20.57891937077285,2.814651569268181,4.0,1315.9,1264.0,533.0,357.0,12.0,311.0,57.0,6.03647693593738,0.22874078577399498,528.0,3.6053897429224113,2.123490069024646,1.7977220331248571,8.630628349732422,0.08196664204330087,0.2533491865404604,1.1949020465285634,0.2815625781942169,0.6821504124705524,2.255979174387007,21.493241323266712,15.026087211444974,2.29526932664044,0.35004673898333294,-0.8288926856977452,-0.4788459326817966,31.95242799604833,98.43209289998497,97.12512121508219,2.2772895993082938,0.18115436137878577,90.5775946609436,90.78565390356034,105.63896200865966,109.92917364806762,87.51744833310957,107.2344983998965,105.53500448970576,105.82785087033245,100.60916100051843,0.0,0.0,0.0,0.0,1.5295908496086328,154.0,235.55656397738565,5.999999999999999,,1009543.0053955467
NYG,118733.85130243449,1908.0,27.892895166441907,1908.0,1908.0,98.0,56.0,2.141209111578305,233.0,157.0,20.290368372489173,5.4364397757115475,18.0,1408.9,1214.0,453.0,336.0,26.0,288.0,35.0,2.7175810916317693,0.1520335013130811,656.0,4.185234018829146,1.8358690243483728,2.8930743545688125,7.740057356391736,0.16589043928392944,0.23283277636388164,1.0639918200822343,0.2624418093208737,0.7271883671949748,2.097103616745572,36.95136921831198,21.69259417336434,5.405886822127811,0.7067295269243034,-0.042164699980587556,0.6645648320740878,39.8454113137909,91.01497893242285,82.8260881065238,1.9389425703268572,0.04410549483273259,124.21830842933386,70.69005529935825,223.00204582998097,100.84587723334722,136.29708015102972,100.27600918453183,93.22174144283484,102.71996269192994,104.379963317157,0.0,0.0,0.0,0.0,1.6839417758535027,156.99999999999997,264.3791962080119,29.999999999999996,,1008542.243310384
NYH,116859.44981303618,1908.0,28.779529291003744,1908.0,1908.0,51.0,103.0,3.156214195609643,230.0,155.0,13.577388371581499,1.6181538235941055,3.0,1363.8999999999996,1288.0,710.0,479.0,26.0,458.0,71.0,5.309773443800867,0.0,585.0,3.8546459903167265,3.016399985071258,1.3521269969931817,8.488064294068103,0.17138390530658984,0.25018035055826093,1.2782738087932621,0.27833995874287415,0.6211313259747784,2.6535547227528404,13.454847820208604,9.574109072797,-0.2656898580948909,-1.3731769725568508,-0.592436075488623,-1.9656130591350336,31.602316885402164,123.7983467792856,109.91845283646288,2.4924111636624855,0.5026594728568031,96.83961706434954,128.9602664377732,79.46043004415819,108.11332105935294,182.99007625409843,105.89323284580942,112.89848614954688,104.61660009654074,91.60546589046923,0.0,0.0,0.0,0.0,1.289227046704304,155.00000000000003,199.83006011929294,9.000000000000002,,1006713.127721974
