Bats,xMLBAMID,Name,Team,Season,Age,AgeR,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,CFraming,Defense,Offense,RAR,WAR,WAROld,Dollars,BaseRunning,Spd,wRC+,wBsR,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB%1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,C+SwStr%,Pull,Cent,Oppo,Soft,Med,Hard,bipCount,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,UBR,GDPRuns,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD%+,GB%+,FB%+,HRFB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,xwOBA,xAVG,xSLG,XBR,PPTV,CPTV,BPTV,DSV,DGV,BTV,rPPTV,rCPTV,rBPTV,rDSV,rDGV,rBTV,EBV,ESV,rFTeamV,rBTeamV,rTV,BReview,BOverturned,BCorrect%,wBReview,PReview,POverturned,PCorrect%,wPReview,CReview,COverturned,CCorrect%,wCReview,AsCReview,AsCOverturned,AsCCorrect%,wAsCReview,pfxFA%,pfxFT%,pfxFC%,pfxFS%,pfxFO%,pfxSI%,pfxSL%,pfxCU%,pfxKC%,pfxEP%,pfxCH%,pfxSC%,pfxKN%,pfxUN%,pfxSLO%,pfxST%,pfxCUO%,pfxCV%,pfxvFA,pfxvFT,pfxvFC,pfxvFS,pfxvFO,pfxvSI,pfxvSL,pfxvCU,pfxvKC,pfxvEP,pfxvCH,pfxvSC,pfxvKN,pfxvSLO,pfxvST,pfxvCUO,pfxvCV,pfxFA-X,pfxFT-X,pfxFC-X,pfxFS-X,pfxFO-X,pfxSI-X,pfxSL-X,pfxCU-X,pfxKC-X,pfxEP-X,pfxCH-X,pfxSC-X,pfxKN-X,pfxSLO-X,pfxST-X,pfxCUO-X,pfxCV-X,pfxFA-Z,pfxFT-Z,pfxFC-Z,pfxFS-Z,pfxFO-Z,pfxSI-Z,pfxSL-Z,pfxCU-Z,pfxKC-Z,pfxEP-Z,pfxCH-Z,pfxSC-Z,pfxKN-Z,pfxSLO-Z,pfxST-Z,pfxCUO-Z,pfxCV-Z,pfxwFA,pfxwFT,pfxwFC,pfxwFS,pfxwFO,pfxwSI,pfxwSL,pfxwCU,pfxwKC,pfxwEP,pfxwCH,pfxwSC,pfxwKN,pfxwSLO,pfxwST,pfxwCUO,pfxwCV,pfxwFA/C,pfxwFT/C,pfxwFC/C,pfxwFS/C,pfxwFO/C,pfxwSI/C,pfxwSL/C,pfxwCU/C,pfxwKC/C,pfxwEP/C,pfxwCH/C,pfxwSC/C,pfxwKN/C,pfxwSLO/C,pfxwST/C,pfxwCUO/C,pfxwCV/C,pfxaaFA,pfxaaFT,pfxaaFC,pfxaaFS,pfxaaFO,pfxaaSI,pfxaaSL,pfxaaCU,pfxaaKC,pfxaaEP,pfxaaCH,pfxaaSC,pfxaaKN,pfxaaSLO,pfxaaST,pfxaaCUO,pfxaaCV,pfxspFA,pfxspFT,pfxspFC,pfxspFS,pfxspFO,pfxspSI,pfxspSL,pfxspCU,pfxspKC,pfxspEP,pfxspCH,pfxspSC,pfxspKN,pfxspSLO,pfxspST,pfxspCUO,pfxspCV,pfxO-Swing%,pfxZ-Swing%,pfxSwing%,pfxO-Contact%,pfxZ-Contact%,pfxContact%,pfxZone%,pfxPace,AvgBatSpeed,FastSwing%,SwingLength,SquaredUpContact%,SquaredUpSwing%,BlastContact%,BlastSwing%,Swords,CompetitiveSwings,Tilt,AttackAngle,AttackDirection,IdealAttackAngle%,DepthInBox,DistanceOffPlate,scH-Swing%,scH-Contact%,scH-Zone%,scS-Swing%,scS-Contact%,scS-Zone%,scC-Swing%,scC-Contact%,scC-Zone%,scW-Swing%,scW-Contact%,scW-Zone%,scSI-Swing%,scSI-Contact%,scSI-Zone%,scSO-Swing%,scSO-Contact%,scSO-Zone%,scO-Swing%,scO-Contact%,scO-Zone%,scZ-Swing%,scZ-Contact%,scZ-Zone%,piCH%,piCS%,piCU%,piFA%,piFC%,piFS%,piKN%,piSB%,piSI%,piSL%,piXX%,pivCH,pivCS,pivCU,pivFA,pivFC,pivFS,pivKN,pivSB,pivSI,pivSL,pivXX,piCH-X,piCS-X,piCU-X,piFA-X,piFC-X,piFS-X,piKN-X,piSB-X,piSI-X,piSL-X,piXX-X,piCH-Z,piCS-Z,piCU-Z,piFA-Z,piFC-Z,piFS-Z,piKN-Z,piSB-Z,piSI-Z,piSL-Z,piXX-Z,piwCH,piwCS,piwCU,piwFA,piwFC,piwFS,piwKN,piwSB,piwSI,piwSL,piwXX,piwCH/C,piwCS/C,piwCU/C,piwFA/C,piwFC/C,piwFS/C,piwKN/C,piwSB/C,piwSI/C,piwSL/C,piwXX/C,piO-Swing%,piZ-Swing%,piSwing%,piO-Contact%,piZ-Contact%,piContact%,piZone%,piPace,Events,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Q,TG,TPA,PlayerNameRoute,PlayerName,positionDB,position,playerid,TeamName,TeamNameAbb,teamid,playerTeamId,Pos,EV90
B,118258,Mickey Mantle,NYY,1956,24.0,24 - 24,1956,1956,150.0,533.0,652.0,188.0,109.0,22.0,5.0,52.0,132.0,130.0,112.0,6.0,99.0,2.0,4.0,1.0,4.0,10.0,1.0,0.35272045,,,,,,,,,,,0.171779141,0.15184049,1.131313131,0.463901689,0.7054409,1.169342589,0.35272045,0.352331606,,,,,,,,,0.40337423,0.4975965944371482,88.94256364623546,164.46641760388852,84.27199902454852,5.0,19.38047792762518,-0.865342915058136,2.412638639099896,,4.134657084941864,86.38950946437656,112.3172831160435,11.51829351194364,11.51829351194364,,2.117510439828038,5.501154888928903,201.67303075401333,2.117510439828038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.96874357635787,159.72616613040807,138.74475443267883,132.80683982028154,172.9384265931369,250.7989018250037,125.44721094683173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.23376623,154.0,652.0,Mickey Mantle,Mickey Mantle,OF,OF,1008082,NYY,NYY,9,,0.0,
L,122488,Duke Snider,BRO,1956,29.0,29 - 29,1956,1956,151.0,542.0,652.0,158.0,80.0,33.0,2.0,43.0,112.0,101.0,99.0,26.0,101.0,1.0,4.0,6.0,16.0,3.0,3.0,0.291512915,,,,,,,,,,,0.15184049,0.154907975,0.980198019,0.399380804,0.597785977,0.997166781,0.306273062,0.286069651,,,,,,,,,0.37269939,0.42072875567020906,49.183611163579585,124.70746512123263,43.92439065285838,12.0,19.38047792762518,-0.882942259311676,-1.072922671213746,,11.117057740688324,43.6737103291682,73.09832332626796,7.472980827967052,7.472980827967052,,-0.250680323690176,3.0943993785113104,156.2810007022622,-0.250680323690176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.53519692531772,172.47826902105157,140.1482401426814,120.75953571160267,143.52866302840386,200.4879849413988,104.76635040073587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.23376623,154.0,652.0,Duke Snider,Duke Snider,OF,OF,1012230,BRO,BRO,22,,0.0,
R,118495,Willie Mays,NYG,1956,25.0,25 - 25,1956,1956,152.0,578.0,650.0,171.0,100.0,27.0,8.0,36.0,101.0,84.0,68.0,20.0,65.0,1.0,3.0,0.0,16.0,40.0,10.0,0.29584775,,,,,,,,,,,0.104615384,0.1,1.046153846,0.369230769,0.557093425,0.926324194,0.261245675,0.28125,,,,,,,,,0.26,0.39461799169343614,35.56869468348741,110.86088037746667,33.37863414245366,13.0,19.321028608828783,-0.9211247563362122,-1.069631497375667,,12.078875243663788,37.66100080008327,67.99127315520018,6.94596839042491,6.94596839042491,,4.282366657629609,7.080032460514105,142.90015544389922,4.282366657629609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.17886969488873,118.83444491843127,90.47193350935058,111.64316308722245,133.75836427853235,171.0128165153668,103.00126541632677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.22077922,154.0,650.0,Willie Mays,Willie Mays,OF,OF,1008315,NYG,NYG,30,,0.0,
R,110001,Hank Aaron,MIL,1956,22.0,22 - 22,1956,1956,153.0,609.0,660.0,200.0,126.0,34.0,14.0,26.0,106.0,92.0,37.0,6.0,54.0,2.0,7.0,5.0,21.0,2.0,4.0,0.328407224,,,,,,,,,,,0.056060606,0.081818181,0.685185185,0.364885496,0.558292282,0.923177778,0.229885058,0.324626865,,,,,,,,,0.17727273,0.3985956117441915,38.19852472069163,114.6490517330398,42.02563063027758,15.0,19.618275202810764,-7.403730392456055,-1.086087366566062,,7.596269607543945,41.17921956414778,67.30767700793643,6.870442872451257,6.870442872451257,,-0.8464110661298037,4.929878391389811,153.19538601250224,-0.8464110661298037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.52469619240345,63.68022312856853,74.02249031288011,110.32929635961635,134.04621034550735,150.48398884834535,118.88703247336917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.25806452,155.0,660.0,Hank Aaron,Hank Aaron,OF,OF,1000001,MIL,MIL,16,,0.0,
L,110925,Yogi Berra,NYY,1956,31.0,31 - 31,1956,1956,140.0,521.0,597.0,155.0,94.0,29.0,2.0,30.0,93.0,105.0,65.0,7.0,29.0,5.0,5.0,1.0,8.0,3.0,2.0,0.297504798,,,,,,,,,,,0.108877721,0.048576214,2.24137931,0.377516778,0.533589251,0.911106029,0.236084453,0.267665952,,,,,,,,,0.20770519,0.3964889611169721,33.554579982519726,102.70755668914376,29.278004707754235,5.0,17.745621660724282,8.018723487854004,2.2091185085009784,,13.018723487854004,29.442422714070062,62.41588637114933,6.3949040631382985,6.3949040631382985,,0.16441800631582737,3.3317407148210507,138.57777843448108,0.16441800631582737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.31005985050808,101.23825774833874,44.38667764243422,108.07636931305673,130.80909473061516,167.86585963574467,95.30211474649406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.87662338,154.0,597.0,Yogi Berra,Yogi Berra,C,C,1000898,NYY,NYY,9,,0.0,
R,116822,Al Kaline,DET,1956,21.0,21 - 21,1956,1956,153.0,617.0,693.0,194.0,125.0,32.0,10.0,27.0,96.0,128.0,70.0,4.0,55.0,1.0,4.0,1.0,10.0,7.0,1.0,0.314424635,,,,,,,,,,,0.101010101,0.079365079,1.272727272,0.382947976,0.529983792,0.912931768,0.215559157,0.309833024,,,,,,,,,0.21933622,0.3996663932190385,40.69712752712589,120.97018089009147,32.83479533208233,11.0,20.599188962951303,-6.971897125244141,2.564353645546362,,4.028102874755859,34.29178204251152,61.48342752576505,6.283146701229321,6.283146701229321,,1.4569867104291916,5.171036285989617,137.2710088394849,1.4569867104291916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.64053949921222,93.92267349372358,72.52010577932907,109.63122513686952,129.92521855246036,153.2715209847446,110.31564599408314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.47096774,155.0,693.0,Al Kaline,Al Kaline,OF,OF,1006678,DET,DET,6,,0.0,
L,124341,Ted Williams,BOS,1956,37.0,37 - 37,1956,1956,136.0,400.0,503.0,138.0,84.0,28.0,2.0,24.0,71.0,82.0,102.0,11.0,39.0,1.0,0.0,0.0,13.0,0.0,0.0,0.345,,,,,,,,,,,0.2027833,0.077534791,2.615384615,0.479125248,0.605,1.084125248,0.26,0.338278931,,,,,,,,,0.32803181,0.46981753433138373,57.53192375033799,115.79649206429426,47.531161079105765,1.0,14.951503677293658,-4.716965198516846,1.8612841034773737,,-3.7169651985168457,47.95724807113114,61.05307065338533,6.265664462796763,6.265664462796763,,0.42608699202537537,1.87781084,174.33280260260887,0.42608699202537537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0801725101095,188.55490181006545,70.84767401161626,137.16507521702226,148.31539834002797,184.87080767361505,120.44377425517068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.24516129,155.0,503.0,Ted Williams,Ted Williams,OF,OF,1014040,BOS,BOS,3,,0.0,
R,119176,Minnie Minoso,CHW,1956,30.0,30 - 30,1956,1956,151.0,545.0,665.0,172.0,111.0,29.0,11.0,21.0,106.0,88.0,86.0,4.0,40.0,23.0,7.0,4.0,10.0,12.0,6.0,0.31559633,,,,,,,,,,,0.129323308,0.060150375,2.15,0.425113464,0.524770642,0.949884106,0.209174312,0.307535641,,,,,,,,,0.22105263,0.4189359078487123,49.21844762664496,126.24814529817758,42.48703938823401,2.0,19.766898499801755,-6.918609619140625,2.4607433972414583,,-4.918609619140625,42.96295146744906,60.27198374535165,6.182799804344919,6.182799804344919,,0.47591207921504974,6.170882459738211,150.25796428008107,0.47591207921504974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.07892382596361,120.2492692529062,54.9626058794235,121.7024577784907,128.6472178601359,148.73163078466442,109.49766575921696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.31818182,154.0,665.0,Minnie Minoso,Minnie Minoso,OF,OF,1008984,CHW,CHW,4,,0.0,
B,114810,Jim Gilliam,BRO,1956,27.0,27 - 27,1956,1956,153.0,594.0,701.0,178.0,141.0,23.0,8.0,6.0,102.0,43.0,95.0,6.0,39.0,4.0,2.0,6.0,5.0,21.0,9.0,0.299663299,,,,,,,,,,,0.135520684,0.055634807,2.435897435,0.398561151,0.395622895,0.794184046,0.095959596,0.312159709,,,,,,,,,0.19971469,0.36193286914091843,20.182946494211095,101.38267291187181,14.52847781627311,23.0,20.836986238136888,0.48811349272727966,-1.153556430246681,,23.48811349272728,15.624460550387042,58.79600385100453,5.9751850730189595,5.9751850730189595,,1.0959827341139317,5.854818498946511,117.31433267591517,1.0959827341139317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.62564079281141,153.9403158727222,50.33388559709552,120.51169977473921,94.98922251027744,62.81566492397137,114.32122680530605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.55194805,154.0,701.0,Jim Gilliam,Jim Gilliam,2B/3B,2B/3B,1004724,BRO,BRO,22,,0.0,
L,118466,Charlie Maxwell,DET,1956,29.0,29 - 29,1956,1956,141.0,500.0,592.0,163.0,118.0,14.0,3.0,28.0,96.0,87.0,79.0,1.0,74.0,2.0,8.0,3.0,5.0,1.0,1.0,0.326,,,,,,,,,,,0.133445945,0.125,1.067567567,0.41426146,0.534,0.94826146,0.208,0.332512315,,,,,,,,,0.30574324,0.41747901289641454,43.131305258912896,111.70511130635248,36.41485409085259,7.0,17.59699836373329,-6.383154392242432,2.1906166784465313,,0.6168456077575684,36.68636647631035,57.09082712624774,5.842838315578983,5.842838315578983,,0.27151238545775414,2.94388713801514,148.38680391953483,0.27151238545775414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.97140938636434,124.08263923324256,114.21916712785145,118.59572117646671,130.90978960921478,147.89664613889204,118.39057811414273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.81935484,155.0,592.0,Charlie Maxwell,Charlie Maxwell,OF,OF,1008287,DET,DET,6,,0.0,
