Throws,xMLBAMID,season,Name,Team,Age,AgeR,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,H/9,K/BB,IFH%,BUH%,TTO%,GB,FB,LD,IFFB,IFH,BU,BUH,K%,BB%,K-BB%,SIERA,HR/9,AVG,WHIP,BABIP,LOB%,FIP,kwERA,E-F,xFIP,ERA-,FIP-,xFIP-,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,Games,WPA/LI,Clutch,SD,MD,FB%1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,C+SwStr%,Q,TG,TIP,PlayerNameRoute,PlayerName,positionDB,position,playerid,TeamName,TeamNameAbb,teamid,playerTeamId,tERA,WAR,Dollars,RA9-Wins,Start-IP,Relief-IP,RAR,Starting,Relieving,BIP-Wins,LOB-Wins,BS-Wins,Pull,Cent,Oppo,Soft,Med,Hard,bipCount,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,LD%+,GB%+,FB%+,HRFB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,pb_o_CH,pb_s_CH,pb_c_CH,pb_o_CU,pb_s_CU,pb_c_CU,pb_o_FF,pb_s_FF,pb_c_FF,pb_o_SI,pb_s_SI,pb_c_SI,pb_o_SL,pb_s_SL,pb_c_SL,pb_o_KC,pb_s_KC,pb_c_KC,pb_o_FC,pb_s_FC,pb_c_FC,pb_o_FS,pb_s_FS,pb_c_FS,pb_overall,pb_stuff,pb_command,pb_xRV100,pb_ERA,sp_s_CH,sp_l_CH,sp_p_CH,sp_s_CU,sp_l_CU,sp_p_CU,sp_s_FF,sp_l_FF,sp_p_FF,sp_s_SI,sp_l_SI,sp_p_SI,sp_s_SL,sp_l_SL,sp_p_SL,sp_s_KC,sp_l_KC,sp_p_KC,sp_s_FC,sp_l_FC,sp_p_FC,sp_s_FS,sp_l_FS,sp_p_FS,sp_s_FO,sp_l_FO,sp_p_FO,sp_stuff,sp_location,sp_pitching,PPTV,CPTV,BPTV,DSV,DGV,BTV,rPPTV,rCPTV,rBPTV,rDSV,rDGV,rBTV,EBV,ESV,rFTeamV,rBTeamV,rTV,BReview,BOverturned,BCorrect%,wBReview,PReview,POverturned,PCorrect%,wPReview,CReview,COverturned,CCorrect%,wCReview,xERA,pfxFA%,pfxFT%,pfxFC%,pfxFS%,pfxFO%,pfxSI%,pfxSL%,pfxCU%,pfxKC%,pfxEP%,pfxCH%,pfxSC%,pfxKN%,pfxUN%,pfxSLO%,pfxST%,pfxCUO%,pfxCV%,pfxvFA,pfxvFT,pfxvFC,pfxvFS,pfxvFO,pfxvSI,pfxvSL,pfxvCU,pfxvKC,pfxvEP,pfxvCH,pfxvSC,pfxvKN,pfxvSLO,pfxvST,pfxvCUO,pfxvCV,pfxFA-X,pfxFT-X,pfxFC-X,pfxFS-X,pfxFO-X,pfxSI-X,pfxSL-X,pfxCU-X,pfxKC-X,pfxEP-X,pfxCH-X,pfxSC-X,pfxKN-X,pfxSLO-X,pfxST-X,pfxCUO-X,pfxCV-X,pfxFA-Z,pfxFT-Z,pfxFC-Z,pfxFS-Z,pfxFO-Z,pfxSI-Z,pfxSL-Z,pfxCU-Z,pfxKC-Z,pfxEP-Z,pfxCH-Z,pfxSC-Z,pfxKN-Z,pfxSLO-Z,pfxST-Z,pfxCUO-Z,pfxCV-Z,pfxwFA,pfxwFT,pfxwFC,pfxwFS,pfxwFO,pfxwSI,pfxwSL,pfxwCU,pfxwKC,pfxwEP,pfxwCH,pfxwSC,pfxwKN,pfxwSLO,pfxwST,pfxwCUO,pfxwCV,pfxwFA/C,pfxwFT/C,pfxwFC/C,pfxwFS/C,pfxwFO/C,pfxwSI/C,pfxwSL/C,pfxwCU/C,pfxwKC/C,pfxwEP/C,pfxwCH/C,pfxwSC/C,pfxwKN/C,pfxwSLO/C,pfxwST/C,pfxwCUO/C,pfxwCV/C,pfxaaFA,pfxaaFT,pfxaaFC,pfxaaFS,pfxaaFO,pfxaaSI,pfxaaSL,pfxaaCU,pfxaaKC,pfxaaEP,pfxaaCH,pfxaaSC,pfxaaKN,pfxaaSLO,pfxaaST,pfxaaCUO,pfxaaCV,pfxspFA,pfxspFT,pfxspFC,pfxspFS,pfxspFO,pfxspSI,pfxspSL,pfxspCU,pfxspKC,pfxspEP,pfxspCH,pfxspSC,pfxspKN,pfxspSLO,pfxspST,pfxspCUO,pfxspCV,pfxO-Swing%,pfxZ-Swing%,pfxSwing%,pfxO-Contact%,pfxZ-Contact%,pfxContact%,pfxZone%,pfxPace,AvgBatSpeed,FastSwing%,SwingLength,SquaredUpContact%,SquaredUpSwing%,BlastContact%,BlastSwing%,Swords,CompetitiveSwings,Tilt,AttackAngle,AttackDirection,IdealAttackAngle%,DepthInBox,DistanceOffPlate,scH-Swing%,scH-Contact%,scH-Zone%,scS-Swing%,scS-Contact%,scS-Zone%,scC-Swing%,scC-Contact%,scC-Zone%,scW-Swing%,scW-Contact%,scW-Zone%,scSI-Swing%,scSI-Contact%,scSI-Zone%,scSO-Swing%,scSO-Contact%,scSO-Zone%,scO-Swing%,scO-Contact%,scO-Zone%,scZ-Swing%,scZ-Contact%,scZ-Zone%,piCH%,piCS%,piCU%,piFA%,piFC%,piFS%,piKN%,piSB%,piSI%,piSL%,piXX%,pivCH,pivCS,pivCU,pivFA,pivFC,pivFS,pivKN,pivSB,pivSI,pivSL,pivXX,piCH-X,piCS-X,piCU-X,piFA-X,piFC-X,piFS-X,piKN-X,piSB-X,piSI-X,piSL-X,piXX-X,piCH-Z,piCS-Z,piCU-Z,piFA-Z,piFC-Z,piFS-Z,piKN-Z,piSB-Z,piSI-Z,piSL-Z,piXX-Z,piwCH,piwCS,piwCU,piwFA,piwFC,piwFS,piwKN,piwSB,piwSI,piwSL,piwXX,piwCH/C,piwCS/C,piwCU/C,piwFA/C,piwFC/C,piwFS/C,piwKN/C,piwSB/C,piwSI/C,piwSL/C,piwXX/C,piO-Swing%,piZ-Swing%,piSwing%,piO-Contact%,piZ-Contact%,piContact%,piZone%,piPace,Events,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,EV90
R,694819,2026,Jacob Misiorowski,MIL,24.0,24 - 24,9.0,3.0,1.4545454685571986,16.0,16.0,11.0,1.0,1.0,0.0,0.0,0.0,99.0,376.0,49.0,19.0,16.0,5.0,27.0,0.0,7.0,5.0,1.0,146.0,13.272727400584436,2.4545454781902727,4.4545454974564205,5.40740741,0.065934065,0.0,0.47340426,91.0,66.0,38.0,8.0,6.0,1.0,0.0,0.38829787,0.07180851,0.31648936,2.282138896090883,0.45454545892412457,0.14327485380116958,0.7676767750718548,0.23036649214659685,0.84210526,1.8430443680635484,2.2820385577830864,-0.38849889950634986,2.185821444447843,35.17870405893883,43.36963329722058,51.6435036675286,1.378787878,0.194871794,0.466666666,0.338461538,0.121212121,0.075757575,54.0,4.909090956380545,481.0,996.0,1477.0,2.994118133559823,-4.217442139983177,7.211560279130936,33.07320034503937,3.3456148193217814,1.0031932083495914,0.9484079450663954,0.8792125098407269,1.1726133396228156,15.0,16.0,3.5917205386795104,-0.6071328155572493,0.0,0.0,0.63389831,100.37433155,0.12610169,93.08064516,0.12135593,96.2849162,0.09966102,87.65306122,0.01898305,92.57142857,,,,,0.0013541,,19.88441178947687,4.971586398780346,9.572566285729408,1.2568609118461609,1.3337624613195658,,,2.126675057698061,2.6728959133227663,5.347802394262239,0.8550074230245992,4.763437361855592,,,0.36175396,0.6559633,0.49220339,0.47811448,0.77622378,0.65426997,0.44338983,0.66489362,0.16993907,0.17874069,0.34867976,1.20732,82.0,98.99999904632568,Jacob Misiorowski,Jacob Misiorowski,P,P,31623,MIL,MIL,23,23,1.9352535697631694,4.251608521121768,34.012868168974144,4.921761961639897,99.0,,36.84029175625314,36.84029175625314,,1.0310687060960528,-0.3609152655779242,0.6701534405181286,61.0,75.0,60.0,36.0,105.0,55.0,196.0,0.31122449,0.38265306,0.30612245,0.18367347,0.53571429,0.28061224,157.7669482934001,71.27085492998586,221.3625018696455,53.750818898673444,39.38337726744265,59.66958223939288,58.89416014063069,80.56723172572553,116.20522041684802,177.27691020543824,80.08443423346111,101.38275157630761,110.71183144086625,87.62274435059342,65.2676600287927,76.81104018399154,108.52604993256145,126.37832504394844,122.34834971291903,105.72749929249368,81.76747233263907,38.61563785714286,58.225949285714286,36.553780357142855,44.956093496503485,73.71458041958041,38.89861734265734,68.52680739037433,69.57614268449198,59.018097754010704,,,,56.60044765822784,62.87933778481013,51.280861329113925,,,,60.707067032967025,80.0,47.0277878021978,,,,62.56129032498307,64.21548638456329,54.97322427894381,-1.0443762085308055,2.609858165199729,97.66285714285716,79.72571428571429,81.12857142857142,127.1602797202797,59.511048951048934,84.86475524475524,130.3014973262032,107.19736898395725,135.56485561497325,,,,117.48772151898736,101.35569620253165,123.62493670886077,,,,116.47113513513513,96.51610810810809,121.41275675675678,,,,,,,125.68746174702757,100.35891690341427,126.39506923806448,0.0,1.0,1.0,0.0,0.0,0.0,,-0.038063548505306244,0.07811945676803589,,,,1.0,1.0,-0.038063548505306244,0.07811945676803589,0.040055908262729645,11.0,3.0,0.27272727,-0.321540892124176,0.0,0.0,,,14.0,7.0,0.5,0.89290352165699,2.1006150293292105,0.63432836,,0.14246947,,,,0.10719132,0.09701493,,,0.01899593,,,,0.10719132,,0.09701493,,100.33615004595588,,95.9404758271717,,,,92.6917717849152,87.50978952687937,,,92.52499961853027,,,92.6917717849152,,87.50978952687937,,-6.904650160845589,,0.015618006459304265,,,,1.0701136475876918,2.9679557293445082,,,-9.461131061826434,,,1.0701136475876918,,2.9679557293445082,,8.967410784226688,,4.2558147362300325,,,,2.5061151232523255,-4.469793636482079,,,3.1595404552561894,,,2.5061151232523255,,-4.469793636482079,,20.914669699966908,,12.542875126004219,,,,2.8049814105033875,2.2902711778879166,,,1.3337624613195658,,,2.8049814105033875,,2.2902711778879166,,2.236863069515177,,5.972797679049628,,,,1.7753046901920175,1.6015882362852563,,,4.763437361855592,,,1.7753046901920175,,1.6015882362852563,,29.46300642860127,,27.075880359468005,,,,28.357429890692988,36.73173837728434,,,31.345075811658585,,,28.357429890692988,,36.73173837728434,,2613.3614973262033,,2574.904761904762,,,,2518.5443037974683,2208.426573426573,,,2036.607142857143,,,2518.5443037974683,,2208.426573426573,,0.34343434,0.62355954,0.49185889,0.42436975,0.76796715,0.65517241,0.52985075,19.98806244,71.53816424675708,0.24371069,6.934589314010908,0.27027027,0.17295597,0.07862408,0.05031447,17.0,636.0,30.55233025700791,4.3290754954020185,-1.7141487463465277,0.41509434,27.64610789556923,28.176369817002016,0.69512195,0.77894737,0.27815468,0.54416404,0.65217391,0.43012212,0.27361564,0.33333333,0.2082768,0.08943089,0.0,0.0834464,0.59269663,0.71563981,0.24151967,0.48201439,0.55223881,0.18860244,0.32344633,0.44541485,0.48032564,0.64751958,0.75201613,0.51967436,0.01899593,,0.09701493,0.63432836,0.21234735,,,,,0.03731343,,92.58917890276227,,87.63290981479459,100.34414114722594,95.16656591640874,,,,,90.71608609286221,,-9.154326949800764,,3.648273037863778,-6.33384712749624,0.9990291909668774,,,,,2.448145125129006,,2.008078484130757,,-5.8799037599897055,8.11465930632729,3.168234962244003,,,,,-1.454382367025722,,1.3337624464184046,,2.845314893871546,20.743069341406226,15.92742090858519,,,,,-1.134607970714569,,4.763437308637159,,1.989730695015067,2.218510089989971,5.088632878142234,,,,,-2.0629235831173984,,0.3472023,0.62162162,0.49185889,0.42561983,0.77018634,0.65517241,0.52713704,19.98806244,196.0,87.13814458158828,10.76923076923077,5.0,0.0255102,111.7,65.0,0.33163265,101.9
L,650911,2026,Cristopher Sanchez,PHI,29.0,29 - 29,9.0,3.0,2.1272727641586435,17.0,17.0,12.0,1.0,1.0,0.0,0.0,0.0,110.0,449.0,101.0,31.0,26.0,8.0,21.0,0.0,2.0,1.0,0.0,127.0,10.390909271082606,1.7181818479742892,8.263636506923962,6.04761905,0.06321839,0.0,0.34743875,174.0,79.0,45.0,7.0,11.0,1.0,0.0,0.28285078,0.0467706,0.23608018,2.705556460908481,0.6545454658949673,0.23708920187793428,1.1090909283220278,0.31958762886597936,0.82446809,2.3693069937209454,3.246948760123986,-0.24203422956230192,2.5004171183878117,50.243605409119525,55.030146705717655,59.168250138161575,2.202531645,0.151006711,0.583892617,0.265100671,0.088607594,0.101265822,68.0,5.5636364601072215,527.0,1098.0,1625.0,2.3483122438192368,-5.306795757263899,7.655108034610748,25.31160008907318,2.5247283317148685,0.890569869477676,0.8259044297501049,0.8681176515186534,0.6533625016454607,16.0,17.0,2.379024433903396,0.2578402572370466,0.0,0.0,0.432,95.22934473,0.18276923,86.05387205,,,,,0.38523077,86.84345048,,,,,,,-4.279133431613445,3.5679023787379265,,,14.394905120134354,,,-0.6095631668965023,1.201313932234992,,,2.2995056102451046,,,0.40171858,0.63832853,0.50276923,0.5855615,0.81038375,0.70746634,0.42707692,0.66592428,0.14707692,0.16676923,0.31384615,1.29412,85.0,109.99999809265137,Cristopher Sanchez,Cristopher Sánchez,P,P,20778,PHI,PHI,26,26,2.3252220559260532,3.873646609355636,30.98917287484509,4.1753118391108925,110.0,,34.50977973762597,34.50977973762597,,-0.8252030388889935,1.12686826864425,0.30166522975525645,141.0,99.0,59.0,51.0,140.0,108.0,299.0,0.47157191,0.33110368,0.19732441,0.17056856,0.46822742,0.36120401,123.51207074592038,49.88959883546226,247.57078241699452,99.71325460291402,56.71206370216662,98.74038084282405,85.08656359573257,111.77098853046412,113.77140097992901,129.13517113048007,52.160908502960865,78.56178440923203,138.52247375403982,68.63068831828028,87.24385967782415,116.38521357298295,93.90588487016636,81.46259477056923,113.61892419670782,92.40842745062537,105.2510707245394,59.95573044728435,57.5055582428115,53.520360287539944,,,,,,,62.42118300569801,58.56738745014246,59.341180726495736,54.724755420875425,54.46682181818182,55.13315003367003,,,,,,,,,,60.25459034461539,57.850337470769226,57.1877389476923,-0.8011730892307692,2.9746621661538457,126.52680511182109,91.78038338658148,116.64009584664537,,,,,,,116.62717948717949,104.17749287749287,119.54250712250713,106.19117845117844,105.45521885521887,115.25858585858587,,,,,,,,,,,,,118.52641328391218,99.61014484463385,117.61780107206819,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.66666667,-1.170672744512558,4.0,0.0,0.0,,4.0,3.0,0.75,0.33807313442230225,2.9985038549663456,,,,,,0.432,0.18276923,,,,0.38523077,,,,0.18276923,,,,,,,,,95.17521367521367,86.00909095019202,,,,86.80111821086263,,,86.00909095019202,,,,,,,,,11.09304666111612,-0.3103462309146971,,,,10.162880406973843,,,-0.3103462309146971,,,,,,,,,2.8671437342282373,-1.9734014196427985,,,,-0.24160498590134202,,,-1.9734014196427985,,,,,,,,,-2.5112983658909798,3.6256629154086113,,,,15.389063782989979,,,3.6256629154086113,,,,,,,,,-0.35773480995598,1.2207619243800039,,,,2.4583168982412107,,,1.2207619243800039,,,,,,,,,31.172108098652288,32.91787411468198,,,,29.24732391064921,,,32.91787411468198,,,,,,,,,2137.477207977208,2077.1952861952864,,,,2022.3546325878594,,,2077.1952861952864,,,,0.35870968,0.63411765,0.50276923,0.48920863,0.82003711,0.70746634,0.52307692,20.18445773,72.48430937079974,0.28897849,7.604554576258505,0.34622824,0.2405914,0.14313346,0.09946237,16.0,744.0,34.219843218403476,12.326600474696006,-4.280893900061167,0.50134409,27.586753599105343,28.291250987719465,0.66832918,0.87313433,0.24676923,0.56571429,0.70707071,0.43076923,0.3627204,0.43055556,0.24430769,0.07086614,0.22222222,0.07815385,0.61621622,0.76315789,0.22769231,0.50909091,0.63095238,0.20307692,0.37587822,0.52959502,0.52553846,0.64332036,0.82258065,0.47446154,0.38523077,,,,,,,,0.432,0.18276923,,86.8263660954972,,,,,,,,95.23204662181713,86.02516950099958,,9.912971910958092,,,,,,,,10.733341097492099,-0.82834011617333,,-1.7412934501331074,,,,,,,,1.5749361331646259,-3.4181001322839397,,15.627538345754147,,,,,,,,-2.5112984776496887,3.62566296197474,,2.4964118763185534,,,,,,,,-0.35773482587602407,1.220761940058835,,0.36675127,0.62962963,0.50215385,0.4982699,0.82352941,0.70833333,0.51507692,20.18445773,299.0,89.19865237663089,1.721476510067114,26.0,0.08695652,112.7,129.0,0.43143813,105.2
R,693645,2026,Cameron Schlittler,NYY,25.0,25 - 25,8.0,4.0,1.620000046348573,17.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0,394.0,72.0,25.0,18.0,6.0,20.0,0.0,3.0,0.0,0.0,118.0,10.620000303840646,1.8000000514984145,6.480000185394292,5.9,0.083333333,0.5,0.36548223,108.0,94.0,46.0,7.0,9.0,4.0,2.0,0.29949239,0.05076142,0.24873096,2.900496400242708,0.5400000154495244,0.1940700808625337,0.9200000263214119,0.26720647773279355,0.80831409,2.2156706173896783,3.0951393246045575,-0.5956705710411052,2.8447438841912245,38.94322660966819,52.347267730859016,68.28423825579539,1.14893617,0.18548387,0.43548387,0.379032258,0.074468085,0.063829787,48.0,4.320000123596195,493.0,1045.0,1538.0,1.7404860174283385,-5.780035860836506,7.520521715283394,20.765599638223648,2.178838978521526,1.0188813022247276,0.9598171444166275,0.8742705934187945,1.3958352971822023,17.0,17.0,2.0508441664278507,-0.34261180056934815,0.0,0.0,0.64039088,97.75076297,0.29771987,94.17724289,,,0.06188925,84.68421053,,,,,,,0.00195059,,18.784423358738422,4.087571024894714,,-2.130050966516137,,,,1.910928113808588,0.8944356728434824,,-2.2421589121222496,,,,0.38470452,0.72578241,0.53389831,0.62349398,0.83983573,0.75213675,0.43741851,0.64467005,0.1319896,0.14109233,0.27308192,1.19048,84.0,99.99999713897705,Cameron Schlittler,Cam Schlittler,P,P,32095,NYY,NYY,9,9,2.333928533347894,3.663836862753409,29.310694902027272,4.13438183532037,100.0,,32.50500199111296,32.50500199111296,,0.4280370955325601,0.04250787703440051,0.4705449725669606,87.0,96.0,69.0,43.0,130.0,79.0,253.0,0.3452381,0.38095238,0.27380952,0.17063492,0.51587302,0.31349206,123.97983478080133,51.57122925879217,240.40504292705438,78.0375441986362,46.810805882734115,80.72769634935123,70.20510646860528,92.76043967606888,112.24018652521019,134.46551226080535,55.93290068029516,95.30761366062004,106.31086011948823,95.77533104831465,56.11978701994931,83.16913134342563,108.11243002221987,117.75260058553734,110.14602535603883,100.81180234708356,94.0389309065388,,,,56.74137566666666,56.939229333333344,54.73874444444444,57.08947314873417,57.10892599683544,51.82555740506328,54.087251423728816,60.34754433898307,52.35364145762711,39.568356521739126,55.53162217391304,40.71563173913044,,,,58.86960886699507,63.695051699507395,56.83522714285714,,,,57.32418280991734,54.83882884986225,55.86472535812672,-0.4922129338842975,3.4381030440771343,,,,106.35500000000002,112.939375,112.57437500000002,114.20436950146629,103.77692082111437,113.33709677419351,109.85727272727276,102.20012987012987,108.70577922077923,111.48142857142857,92.56535714285714,91.00738095238094,,,,105.28812351543944,108.56256532066507,118.73938242280288,,,,,,,110.31555010384314,105.10075689323254,113.36379266801013,1.0,0.0,2.0,0.0,0.0,0.0,-0.026818597689270973,,0.2215106077492237,,,,1.0,2.0,-0.026818597689270973,0.2215106077492237,0.19469201005995274,8.0,7.0,0.875,-1.26185941696167,1.0,0.0,0.0,,7.0,3.0,0.42857143,0.41322512924671173,2.715006813563298,0.44429967,,0.2742671,,,0.20065147,0.01824104,0.06254072,,,,,,,0.01824104,,0.06254072,,97.75997038810483,,94.40760147203459,,,97.56915560635653,89.61071395874023,84.73541776339214,,,,,,89.61071395874023,,84.73541776339214,,-3.4338091741209507,,2.7671975704383396,,,-8.358076145122578,3.0232692616326466,2.67436660748596,,,,,,3.0232692616326466,,2.67436660748596,,9.880496341112423,,6.08651590234027,,,6.440295083182199,3.1279357756887163,-5.533585136135419,,,,,,3.1279357756887163,,-5.533585136135419,,13.940247908234596,,3.7655707746744156,,,7.496705166995525,0.5933035984635353,-2.143609130755067,,,,,,0.5933035984635353,,-2.143609130755067,,2.0440246199757475,,0.8944348633430916,,,2.4339951840894565,2.118941423084055,-2.232926177869861,,,,,,2.118941423084055,,-2.232926177869861,,42.550347918289496,,43.19738037399328,,,41.652093466226155,45.90423270634243,48.889695247014366,,,,,,45.90423270634243,,48.889695247014366,,2467.425219941349,,2523.3705463182896,,,2287.535714285714,2511.6785714285716,2514.1354166666665,,,,,,2511.6785714285716,,2514.1354166666665,,0.36089239,0.70504528,0.53420195,0.58181818,0.83669725,0.75121951,0.50358306,21.47007042,71.88324856043512,0.27111717,6.9076708136202525,0.25420561,0.1852861,0.08785047,0.0640327,15.0,734.0,29.00894680594878,6.352681464005556,-1.5604372219428704,0.52997275,27.61674961017328,27.146393321190608,0.76309795,0.85671642,0.28599349,0.60897436,0.72631579,0.40651466,0.29607251,0.53061224,0.21563518,0.04964539,0.14285714,0.09185668,0.65853659,0.75462963,0.21368078,0.55405405,0.68902439,0.19283388,0.35026042,0.61710037,0.50032573,0.71838331,0.81669691,0.49967427,,,0.06254072,0.44234528,0.27882736,,,,0.2,0.01628664,,,,84.87690448760986,97.87111100883652,94.4971165166837,,,,97.71138999516491,89.669736328125,,,,3.243899565190077,-2.9846561415030433,3.3629982672005054,,,,-7.934537359479973,3.9722507667541502,,,,-7.218790501356125,8.798284786263691,5.017595478307421,,,,5.258779308306666,1.40750572681427,,,,-2.1436090860515833,13.23509863205254,3.755455417558551,,,,7.75788938626647,0.6904471814632416,,,,-2.2329261313037323,1.9492045113479441,0.8774428545697549,,,,2.526999800086798,2.7617887258529663,,0.36266667,0.69808917,0.53420195,0.59191176,0.82846715,0.75,0.51140065,21.47007042,253.0,87.58024203392768,11.95582329317269,16.0,0.06324111,115.1,97.0,0.38339921,103.2
